source_table,parametre,type_entite_geo,nom_propose,code_propose,x,y,geom_wkt,attributs_detectes,table_geo_cible,confiance,justification
staging.raw_idp_2024_mesures_qualite_globale,[multi],rejet,S28 (Aval_Conf_Rejet_ORG (Ouartzagh),staging_raw_idp_2024_mesures_qualite_globale_s28_aval_conf_rejet_org_ouartzagh,537364.0,436554.0,POINT(537364.000 436554.000),"{""commune"": ""Ouartzagh"", ""code_commune"": """", ""ire"": """", ""pts_prelevement"": ""S28 (Aval_Conf_Rejet_ORG (Ouartzagh)"", ""nature"": """", ""nature_pts_prelevement"": """", ""params"": [""Ag"", ""Al"", ""As"", ""Ba"", ""Be"", ""CF"", ""CT"", ""Ca++"", ""Cd"", ""Cl-"", ""Co"", ""CrT"", ""Cu"", ""DBO5"", ""DCO"", ""Fe"", ""Fe2+"", ""Huiles Graisses"", ""K+"", ""Li"", ""MES"", ""Mg++"", ""Mn"", ""Mo"", ""NH4+"", ""NO2-"", ""NO3-"", ""NTK"", ""Na+"", ""Ni"", ""PO43-"", ""PT"", ""Pb"", ""Phénol"", ""SF"", ""SO4--"", ""Sb"", ""Se"", ""Sn"", ""TH"", ""V"", ""Zn""], ""volume"": 42, ""nearest"": [{""table"": ""infra.rejet_domestique"", ""id"": ""175"", ""code"": ""ORG_DOM_R1"", ""name"": ""ORG_DOM_R1"", ""type"": ""rejet_domestique"", ""distance_m"": 1830.908}, {""table"": ""infra.rejet_abattoir"", ""id"": ""60"", ""code"": """", ""name"": """", ""type"": ""rejet_abattoir"", ""distance_m"": 1830.908}, {""table"": ""qualite.source_pollution_prelevement"", ""id"": ""6db47a20-a0c9-494e-9713-0de4c29e0f03"", ""code"": """", ""name"": ""ORG_DOM_R2"", ""type"": ""point_pollution"", ""distance_m"": 1862.155}]}",qualite.source_pollution_prelevement,FORTE,"Point orphelin avec XY, type probable=rejet, nearest=infra.rejet_domestique:ORG_DOM_R1:1830.908m"
staging.raw_idp_2024_mesures_qualite_globale,[multi],rejet,S31 (Aval_Conf_Rejet_LOJ (Loulja),staging_raw_idp_2024_mesures_qualite_globale_s31_aval_conf_rejet_loj_loulja,537565.0,409952.0,POINT(537565.000 409952.000),"{""commune"": ""Loulja"", ""code_commune"": """", ""ire"": """", ""pts_prelevement"": ""S31 (Aval_Conf_Rejet_LOJ (Loulja)"", ""nature"": """", ""nature_pts_prelevement"": """", ""params"": [""CF"", ""CT"", ""Ca++"", ""Cl-"", ""DBO5"", ""DCO"", ""Huiles Graisses"", ""K+"", ""MES"", ""Mg++"", ""NH4+"", ""NO2-"", ""NO3-"", ""NTK"", ""Na+"", ""PO43-"", ""PT"", ""Phénol"", ""SF"", ""SO4--"", ""TH""], ""volume"": 21, ""nearest"": [{""table"": ""infra.huilerie"", ""id"": ""173"", ""code"": """", ""name"": ""CoopÃ©rative Al Nasser EL ALAOUI EL TADLI"", ""type"": ""huilerie"", ""distance_m"": 3122.894}, {""table"": ""infra.huilerie"", ""id"": ""161"", ""code"": """", ""name"": ""Huilerie ALLAMI"", ""type"": ""huilerie"", ""distance_m"": 3333.901}, {""table"": ""qualite.source_pollution_prelevement"", ""id"": ""9b2be06e-4ed8-44f7-ac49-daff457e5121"", ""code"": """", ""name"": ""LOJ_DOM_R1"", ""type"": ""point_pollution"", ""distance_m"": 3713.875}]}",qualite.source_pollution_prelevement,FORTE,"Point orphelin avec XY, type probable=rejet, nearest=infra.huilerie:CoopÃ©rative Al Nasser EL ALAOUI EL TADLI:3122.894m"
staging.raw_idp_2024_mesures_qualite_globale,[multi],rejet,S27 (Aval_Conf_Rejet_LOD (Louadaine),staging_raw_idp_2024_mesures_qualite_globale_s27_aval_conf_rejet_lod_louadaine,543094.0,401261.0,POINT(543094.000 401261.000),"{""commune"": ""Louadaine"", ""code_commune"": """", ""ire"": """", ""pts_prelevement"": ""S27 (Aval_Conf_Rejet_LOD (Louadaine)"", ""nature"": """", ""nature_pts_prelevement"": """", ""params"": [""Ag"", ""Al"", ""As"", ""Ba"", ""Be"", ""CF"", ""CT"", ""Ca++"", ""Cd"", ""Cl-"", ""Co"", ""CrT"", ""Cu"", ""DBO5"", ""DCO"", ""Fe"", ""Huiles Graisses"", ""K+"", ""Li"", ""MES"", ""Mg++"", ""Mn"", ""Mo"", ""NH4+"", ""NO2-"", ""NO3-"", ""NTK"", ""Na+"", ""Ni"", ""PO43-"", ""PT"", ""Pb"", ""Phénol"", ""SF"", ""SO4--"", ""Sb"", ""Se"", ""Sn"", ""TH"", ""V"", ""Zn""], ""volume"": 41, ""nearest"": [{""table"": ""qualite.source_pollution_prelevement"", ""id"": ""9185c869-8d69-4287-9c5a-1a7bedd752fd"", ""code"": """", ""name"": ""REJET R5 (R5: LOD-DOM-R2)"", ""type"": ""point_pollution"", ""distance_m"": 448.261}, {""table"": ""qualite.source_pollution_prelevement"", ""id"": ""a3b78377-f535-4f24-b2b0-b415c13bbae8"", ""code"": """", ""name"": ""REJET R5 EM (R5: LOD-DOM-R2)"", ""type"": ""point_pollution"", ""distance_m"": 448.261}, {""table"": ""qualite.source_pollution_prelevement"", ""id"": ""c7f06000-08fb-4440-bf6f-a516f0511f7c"", ""code"": """", ""name"": ""REJET R5 EP (R5: LOD-DOM-R2)"", ""type"": ""point_pollution"", ""distance_m"": 448.261}]}",qualite.source_pollution_prelevement,FORTE,"Point orphelin avec XY, type probable=rejet, nearest=qualite.source_pollution_prelevement:REJET R5 (R5: LOD-DOM-R2):448.261m"
staging.raw_idp_2024_mesures_qualite_globale,[multi],station,S20 (Aval STEP Fes),staging_raw_idp_2024_mesures_qualite_globale_s20_aval_step_fes,544486.0,387178.0,POINT(544486.000 387178.000),"{""commune"": ""Ain Kansra"", ""code_commune"": """", ""ire"": """", ""pts_prelevement"": ""S20 (Aval STEP Fes)"", ""nature"": """", ""nature_pts_prelevement"": """", ""params"": [""Ag"", ""Al"", ""As"", ""Ba"", ""Be"", ""CF"", ""CT"", ""Ca++"", ""Cd"", ""Cl-"", ""Co"", ""CrT"", ""Cu"", ""DBO5"", ""DCO"", ""Fe"", ""Huiles Graisses"", ""K+"", ""Li"", ""MES"", ""Mg++"", ""Mn"", ""Mo"", ""NH4+"", ""NO2-"", ""NO3-"", ""NTK"", ""Na+"", ""Ni"", ""PO43-"", ""PT"", ""Pb"", ""Phénol"", ""SF"", ""SO4--"", ""Sb"", ""Se"", ""Sn"", ""TH"", ""V"", ""Zn""], ""volume"": 41, ""nearest"": [{""table"": ""infra.rejet_domestique"", ""id"": ""241"", ""code"": ""JEO_DOM_R1"", ""name"": ""JEO_DOM_R1"", ""type"": ""rejet_domestique"", ""distance_m"": 876.413}, {""table"": ""api.v_station_dimension"", ""id"": ""79aa3ca5-175b-436f-a9a9-34c5f4bd3fbc"", ""code"": ""2817/15"", ""name"": ""aval rejet de fes"", ""type"": ""station"", ""distance_m"": 1276.824}, {""table"": ""infra.stations_mesure"", ""id"": ""79aa3ca5-175b-436f-a9a9-34c5f4bd3fbc"", ""code"": ""2817/15"", ""name"": ""aval rejet de fes"", ""type"": ""station"", ""distance_m"": 1276.824}]}",infra.stations_mesure,FORTE,"Point orphelin avec XY, type probable=station, nearest=infra.rejet_domestique:JEO_DOM_R1:876.413m"
staging.raw_idp_2024_mesures_qualite_globale,[multi],autre,S22 (Aval_conf_Sebou_ Inaoun),staging_raw_idp_2024_mesures_qualite_globale_s22_aval_conf_sebou_inaoun,545460.0,406845.0,POINT(545460.000 406845.000),"{""commune"": ""Loulja"", ""code_commune"": """", ""ire"": """", ""pts_prelevement"": ""S22 (Aval_conf_Sebou_ Inaoun)"", ""nature"": """", ""nature_pts_prelevement"": """", ""params"": [""CF"", ""CT"", ""Ca++"", ""Cl-"", ""DBO5"", ""DCO"", ""Huiles Graisses"", ""K+"", ""MES"", ""Mg++"", ""NH4+"", ""NO2-"", ""NO3-"", ""NTK"", ""Na+"", ""PO43-"", ""PT"", ""Phénol"", ""SF"", ""SO4--"", ""TH""], ""volume"": 21, ""nearest"": [{""table"": ""qualite.source_pollution_prelevement"", ""id"": ""9b2be06e-4ed8-44f7-ac49-daff457e5121"", ""code"": """", ""name"": ""LOJ_DOM_R1"", ""type"": ""point_pollution"", ""distance_m"": 5053.928}, {""table"": ""infra.rejet_abattoir"", ""id"": ""58"", ""code"": """", ""name"": """", ""type"": ""rejet_abattoir"", ""distance_m"": 5053.928}, {""table"": ""infra.huilerie"", ""id"": ""159"", ""code"": """", ""name"": ""Huilerie Loulja Moderne"", ""type"": ""huilerie"", ""distance_m"": 6212.368}]}",infra.stations_mesure,FAIBLE,"Point orphelin avec XY, type probable=autre, nearest=qualite.source_pollution_prelevement:LOJ_DOM_R1:5053.928m"
staging.raw_idp_2024_mesures_qualite_globale,[multi],rejet,S30 (Aval_Conf_Rejet_SHZ (Sidi Harazem),staging_raw_idp_2024_mesures_qualite_globale_s30_aval_conf_rejet_shz_sidi_haraze,546463.0,384297.0,POINT(546463.000 384297.000),"{""commune"": ""Sidi Harazem"", ""code_commune"": """", ""ire"": """", ""pts_prelevement"": ""S30 (Aval_Conf_Rejet_SHZ (Sidi Harazem)"", ""nature"": """", ""nature_pts_prelevement"": """", ""params"": [""Ag"", ""Al"", ""As"", ""Ba"", ""Be"", ""CF"", ""CT"", ""Ca++"", ""Cd"", ""Cl-"", ""Co"", ""CrT"", ""Cu"", ""DBO5"", ""DCO"", ""Fe"", ""Hg"", ""Huiles Graisses"", ""K+"", ""Li"", ""MES"", ""Mg++"", ""Mn"", ""Mo"", ""NH4+"", ""NO2-"", ""NO3-"", ""NTK"", ""Na+"", ""Ni"", ""PO43-"", ""PT"", ""Pb"", ""Phénol"", ""SF"", ""SO4--"", ""Sb"", ""Se"", ""Sn"", ""TH"", ""V"", ""Zn""], ""volume"": 42, ""nearest"": [{""table"": ""infra.rejet_industriel"", ""id"": ""8"", ""code"": """", ""name"": ""DÃ©pÃ´t Arab Huiler"", ""type"": ""rejet_industriel"", ""distance_m"": 1501.632}, {""table"": ""infra.rejet_industriel"", ""id"": ""6"", ""code"": """", ""name"": ""Tannerie Tazi"", ""type"": ""rejet_industriel"", ""distance_m"": 2086.245}, {""table"": ""geo.source"", ""id"": ""44"", ""code"": ""2495/15RD"", ""name"": ""Ain Arrous rive droite"", ""type"": ""source"", ""distance_m"": 2140.602}]}",qualite.source_pollution_prelevement,FORTE,"Point orphelin avec XY, type probable=rejet, nearest=infra.rejet_industriel:DÃ©pÃ´t Arab Huiler:1501.632m"
staging.raw_idp_2024_mesures_qualite_globale,[multi],autre,BHL_DOM_PE1 (PUITS),staging_raw_idp_2024_mesures_qualite_globale_bhl_dom_pe1_puits,548010.0,363937.0,POINT(548010.000 363937.000),"{""commune"": ""Bhalil"", ""code_commune"": """", ""ire"": """", ""pts_prelevement"": ""BHL_DOM_PE1 (PUITS)"", ""nature"": """", ""nature_pts_prelevement"": """", ""params"": [""CF"", ""CT"", ""Ca++"", ""Cl-"", ""Fe"", ""IP"", ""K+"", ""Mg++"", ""Mn"", ""NH4+"", ""NO2-"", ""NO3-"", ""Na+"", ""RS mesuré"", ""SF"", ""SO4--"", ""TH""], ""volume"": 17, ""nearest"": [{""table"": ""api.v_station_dimension"", ""id"": ""7fe59c88-d667-42c0-8b3b-865831737e65"", ""code"": ""BHL_PDOM_PE1/15"", ""name"": ""source ammes dechquonda"", ""type"": ""station"", ""distance_m"": 507.369}, {""table"": ""infra.stations_mesure"", ""id"": ""7fe59c88-d667-42c0-8b3b-865831737e65"", ""code"": ""BHL_PDOM_PE1/15"", ""name"": ""source ammes dechquonda"", ""type"": ""station"", ""distance_m"": 507.369}, {""table"": ""infra.huilerie"", ""id"": ""467"", ""code"": """", ""name"": ""Huiulerie JAOUDA"", ""type"": ""huilerie"", ""distance_m"": 853.185}]}",infra.stations_mesure,FORTE,"Point orphelin avec XY, type probable=autre, nearest=api.v_station_dimension:source ammes dechquonda:507.369m"
staging.raw_idp_2024_mesures_qualite_globale,[multi],autre,AMONT SEFROU,staging_raw_idp_2024_mesures_qualite_globale_amont_sefrou,548341.0,358673.0,POINT(548341.000 358673.000),"{""commune"": ""Bhalil"", ""code_commune"": """", ""ire"": """", ""pts_prelevement"": ""AMONT SEFROU"", ""nature"": """", ""nature_pts_prelevement"": """", ""params"": [""CF"", ""CT"", ""Ca++"", ""Cl-"", ""DBO5"", ""DCO"", ""MES"", ""Mg++"", ""NH4+"", ""NO2-"", ""NO3-"", ""NTK"", ""PO43-"", ""PT"", ""SF"", ""SO4--"", ""TH""], ""volume"": 17, ""nearest"": [{""table"": ""infra.decharge"", ""id"": ""175"", ""code"": ""BHL_DEC"", ""name"": ""eddir elouaar"", ""type"": ""decharge"", ""distance_m"": 3398.186}, {""table"": ""infra.rejet_domestique"", ""id"": ""126"", ""code"": ""SEF_DOM_6"", ""name"": ""SEF_DOM_6"", ""type"": ""rejet_domestique"", ""distance_m"": 3445.085}, {""table"": ""infra.huilerie"", ""id"": ""466"", ""code"": """", ""name"": ""Non-connue 1"", ""type"": ""huilerie"", ""distance_m"": 3446.461}]}",infra.stations_mesure,FAIBLE,"Point orphelin avec XY, type probable=autre, nearest=infra.decharge:eddir elouaar:3398.186m"
staging.raw_idp_2024_mesures_qualite_globale,[multi],autre,S21 (Aval_conf_Leban_ Inaoun,staging_raw_idp_2024_mesures_qualite_globale_s21_aval_conf_leban_inaoun,552458.0,401649.0,POINT(552458.000 401649.000),"{""commune"": ""Ain Kansra"", ""code_commune"": """", ""ire"": """", ""pts_prelevement"": ""S21 (Aval_conf_Leban_ Inaoun"", ""nature"": """", ""nature_pts_prelevement"": """", ""params"": [""Ag"", ""Al"", ""As"", ""Ba"", ""Be"", ""CF"", ""CT"", ""Ca++"", ""Cd"", ""Cl-"", ""Co"", ""CrT"", ""Cu"", ""DBO5"", ""DCO"", ""Fe"", ""Huiles Graisses"", ""K+"", ""Li"", ""MES"", ""Mg++"", ""Mn"", ""Mo"", ""NH4+"", ""NO2-"", ""NO3-"", ""NTK"", ""Na+"", ""Ni"", ""PO43-"", ""PT"", ""Pb"", ""Phénol"", ""SF"", ""SO4--"", ""Sb"", ""Se"", ""Sn"", ""TH"", ""V"", ""Zn""], ""volume"": 41, ""nearest"": [{""table"": ""infra.mine"", ""id"": ""29"", ""code"": """", ""name"": ""ATLAMIR"", ""type"": ""mine"", ""distance_m"": 6465.042}, {""table"": ""qualite.source_pollution_prelevement"", ""id"": ""e704042d-843c-4e18-abc8-028b8e0b28a6"", ""code"": """", ""name"": ""AKA_DOM_R1"", ""type"": ""point_pollution"", ""distance_m"": 6768.652}, {""table"": ""infra.rejet_domestique"", ""id"": ""243"", ""code"": ""AKA_DOM_R1"", ""name"": ""AKA_DOM_R1"", ""type"": ""rejet_domestique"", ""distance_m"": 6768.652}]}",infra.stations_mesure,FAIBLE,"Point orphelin avec XY, type probable=autre, nearest=infra.mine:ATLAMIR:6465.042m"
staging.raw_idp_2024_mesures_qualite_globale,[multi],station,Station Hajria,staging_raw_idp_2024_mesures_qualite_globale_station_hajria,552856.0,432506.0,POINT(552856.000 432506.000),"{""commune"": ""Galaz"", ""code_commune"": """", ""ire"": """", ""pts_prelevement"": ""Station Hajria"", ""nature"": """", ""nature_pts_prelevement"": """", ""params"": [""Bilan_Ionique"", ""CF"", ""CO3"", ""CT"", ""Ca++"", ""Cl-"", ""DBO5"", ""DCO"", ""HCO3"", ""K+"", ""MES"", ""Mg++"", ""NH4+"", ""NO2-"", ""NO3-"", ""NTK"", ""Na+"", ""PO43-"", ""PT"", ""SF"", ""SO4--"", ""TAC_meq/l"", ""TAC_°F"", ""TA_meq/l"", ""TA_°F"", ""TH"", ""somme anions_meq/l3"", ""somme anions_mg/l4""], ""volume"": 28, ""nearest"": [{""table"": ""api.v_station_dimension"", ""id"": ""0436c345-452d-4239-a3e3-2842fd3ab7b1"", ""code"": ""1508/9"", ""name"": ""hajria"", ""type"": ""station"", ""distance_m"": 12.529}, {""table"": ""infra.stations_mesure"", ""id"": ""0436c345-452d-4239-a3e3-2842fd3ab7b1"", ""code"": ""1508/9"", ""name"": ""hajria"", ""type"": ""station"", ""distance_m"": 12.529}, {""table"": ""infra.huilerie"", ""id"": ""293"", ""code"": """", ""name"": ""Huilerie Ben Ali"", ""type"": ""huilerie"", ""distance_m"": 184.318}]}",infra.stations_mesure,MOYENNE,"Point orphelin avec XY, type probable=station, nearest=api.v_station_dimension:hajria:12.529m"
staging.raw_idp_2024_mesures_qualite_globale,[multi],rejet,AVAL REJET SEFROU,staging_raw_idp_2024_mesures_qualite_globale_aval_rejet_sefrou,553720.0,361794.0,POINT(553720.000 361794.000),"{""commune"": ""Sefrou"", ""code_commune"": """", ""ire"": """", ""pts_prelevement"": ""AVAL REJET SEFROU"", ""nature"": """", ""nature_pts_prelevement"": """", ""params"": [""Ag"", ""Al"", ""As"", ""Ba"", ""Be"", ""CF"", ""CT"", ""Ca++"", ""Cd"", ""Cl-"", ""Co"", ""CrT"", ""Cu"", ""DBO5"", ""DCO"", ""Fe"", ""Hg"", ""Huiles Graisses"", ""MES"", ""Mg++"", ""Mn"", ""Mo"", ""NH4+"", ""NO2-"", ""NO3-"", ""NTK"", ""Ni"", ""PO43-"", ""PT"", ""Pb"", ""Phénol"", ""SF"", ""SO4--"", ""Sb"", ""Se"", ""Sn"", ""TH"", ""V"", ""Zn""], ""volume"": 39, ""nearest"": [{""table"": ""infra.rejet_domestique"", ""id"": ""134"", ""code"": ""SEF_DOM_14"", ""name"": ""SEF_DOM_14"", ""type"": ""rejet_domestique"", ""distance_m"": 1772.217}, {""table"": ""infra.rejet_domestique"", ""id"": ""127"", ""code"": ""SEF_DOM_7"", ""name"": ""SEF_DOM_7"", ""type"": ""rejet_domestique"", ""distance_m"": 1909.001}, {""table"": ""infra.rejet_domestique"", ""id"": ""133"", ""code"": ""SEF_DOM_13"", ""name"": ""SEF_DOM_13"", ""type"": ""rejet_domestique"", ""distance_m"": 2009.293}]}",qualite.source_pollution_prelevement,FORTE,"Point orphelin avec XY, type probable=rejet, nearest=infra.rejet_domestique:SEF_DOM_14:1772.217m"
staging.raw_idp_2024_mesures_qualite_globale,[multi],rejet,S29 (Aval_Conf_Rejet_Douar Ouled Jrir,staging_raw_idp_2024_mesures_qualite_globale_s29_aval_conf_rejet_douar_ouled_jri,555797.0,377237.0,POINT(555797.000 377237.000),"{""commune"": ""Sidi Harazem"", ""code_commune"": """", ""ire"": """", ""pts_prelevement"": ""S29 (Aval_Conf_Rejet_Douar Ouled Jrir"", ""nature"": """", ""nature_pts_prelevement"": """", ""params"": [""Ag"", ""Al"", ""As"", ""Ba"", ""Be"", ""CF"", ""CT"", ""Ca++"", ""Cd"", ""Cl-"", ""Co"", ""CrT"", ""Cu"", ""DBO5"", ""DCO"", ""Fe"", ""Hg"", ""Huiles Graisses"", ""K+"", ""Li"", ""MES"", ""Mg++"", ""Mn"", ""Mo"", ""NH4+"", ""NO2-"", ""NO3-"", ""NTK"", ""Na+"", ""Ni"", ""PO43-"", ""PT"", ""Pb"", ""Phénol"", ""SF"", ""SO4--"", ""Sb"", ""Se"", ""Sn"", ""TH"", ""V"", ""Zn""], ""volume"": 42, ""nearest"": [{""table"": ""api.v_station_dimension"", ""id"": ""55900188-06af-4c20-8e77-829513f3014c"", ""code"": ""2210/15"", ""name"": ""ain el ouali"", ""type"": ""station"", ""distance_m"": 281.428}, {""table"": ""infra.stations_mesure"", ""id"": ""55900188-06af-4c20-8e77-829513f3014c"", ""code"": ""2210/15"", ""name"": ""ain el ouali"", ""type"": ""station"", ""distance_m"": 281.428}, {""table"": ""api.v_station_dimension"", ""id"": ""8bc5e071-4741-415b-b01f-a8856fe150ad"", ""code"": ""2702/15"", ""name"": ""puit mosquee lkhareb"", ""type"": ""station"", ""distance_m"": 388.01}]}",qualite.source_pollution_prelevement,FORTE,"Point orphelin avec XY, type probable=rejet, nearest=api.v_station_dimension:ain el ouali:281.428m"
staging.raw_idp_2024_mesures_qualite_globale,[multi],autre,AVAL BOULEMANE,staging_raw_idp_2024_mesures_qualite_globale_aval_boulemane,560909.0,308376.0,POINT(560909.000 308376.000),"{""commune"": ""Boulmane"", ""code_commune"": """", ""ire"": """", ""pts_prelevement"": ""AVAL BOULEMANE"", ""nature"": """", ""nature_pts_prelevement"": """", ""params"": [""Ag"", ""Al"", ""As"", ""Ba"", ""Be"", ""CF"", ""CT"", ""Ca++"", ""Cd"", ""Cl-"", ""Co"", ""CrT"", ""Cu"", ""DBO5"", ""DCO"", ""Fe"", ""Hg"", ""Huiles Graisses"", ""K+"", ""Li"", ""MES"", ""Mg++"", ""Mn"", ""Mo"", ""NH4+"", ""NO2-"", ""NO3-"", ""NTK"", ""Na+"", ""Ni"", ""PO43-"", ""PT"", ""Pb"", ""Phénol"", ""SF"", ""SO4--"", ""Sb"", ""Se"", ""Sn"", ""TH"", ""V"", ""Zn""], ""volume"": 42, ""nearest"": [{""table"": ""api.v_station_dimension"", ""id"": ""313ede9c-cc75-4589-b7b2-98f6e3ed9817"", ""code"": ""1491/22"", ""name"": ""puit ait sidi arbi"", ""type"": ""station"", ""distance_m"": 153.809}, {""table"": ""infra.stations_mesure"", ""id"": ""313ede9c-cc75-4589-b7b2-98f6e3ed9817"", ""code"": ""1491/22"", ""name"": ""puit ait sidi arbi"", ""type"": ""station"", ""distance_m"": 153.809}, {""table"": ""infra.step"", ""id"": ""12"", ""code"": ""BOL_DOM"", ""name"": ""BOL_DOM"", ""type"": ""step"", ""distance_m"": 809.18}]}",infra.stations_mesure,FAIBLE,"Point orphelin avec XY, type probable=autre, nearest=api.v_station_dimension:puit ait sidi arbi:153.809m"
staging.raw_idp_2024_mesures_qualite_globale,[multi],autre,TIS_DEC_PE1 (MEHDI OUAZZANI),staging_raw_idp_2024_mesures_qualite_globale_tis_dec_pe1_mehdi_ouazzani,566866.0,409680.0,POINT(566866.000 409680.000),"{""commune"": ""Tissa"", ""code_commune"": """", ""ire"": """", ""pts_prelevement"": ""TIS_DEC_PE1 (MEHDI OUAZZANI)"", ""nature"": """", ""nature_pts_prelevement"": """", ""params"": [""CF"", ""CT"", ""Ca++"", ""Cl-"", ""Fe"", ""IP"", ""K+"", ""Mg++"", ""Mn"", ""NH4+"", ""NO2-"", ""NO3-"", ""Na+"", ""RS mesuré"", ""SF"", ""SO4--"", ""TH""], ""volume"": 17, ""nearest"": [{""table"": ""infra.point_eau"", ""id"": ""e3539ce2-0d22-4edb-8021-a0f94aaf9d84"", ""code"": ""TIS_DEC_PE1"", ""name"": ""Mehdi Ouazani"", ""type"": ""point_eau"", ""distance_m"": 70.228}, {""table"": ""infra.rejet_domestique"", ""id"": ""170"", ""code"": ""TIS_DOM_R1"", ""name"": ""TIS_DOM_R1"", ""type"": ""rejet_domestique"", ""distance_m"": 496.271}, {""table"": ""infra.decharge"", ""id"": ""104"", ""code"": ""OUD_DEC"", ""name"": ""dÃ©charge de tissa"", ""type"": ""decharge"", ""distance_m"": 790.283}]}",infra.stations_mesure,FAIBLE,"Point orphelin avec XY, type probable=autre, nearest=infra.point_eau:Mehdi Ouazani:70.228m"
staging.raw_idp_2024_mesures_qualite_globale,[multi],station,Amont STEP Taounate,staging_raw_idp_2024_mesures_qualite_globale_amont_step_taounate,571757.0,435740.0,POINT(571757.000 435740.000),"{""commune"": ""Bouhouda"", ""code_commune"": """", ""ire"": """", ""pts_prelevement"": ""Amont STEP Taounate"", ""nature"": """", ""nature_pts_prelevement"": """", ""params"": [""Bilan_Ionique"", ""CF"", ""CO3"", ""CT"", ""Ca++"", ""Cl-"", ""DBO5"", ""DCO"", ""Fe"", ""HCO3"", ""Huiles Graisses"", ""K+"", ""MES"", ""Mg++"", ""Mn"", ""NH4+"", ""NO2-"", ""NO3-"", ""NTK"", ""Na+"", ""PO43-"", ""PT"", ""Phénol"", ""SF"", ""SO4--"", ""TAC_meq/l"", ""TAC_°F"", ""TA_meq/l"", ""TA_°F"", ""TH"", ""somme anions_meq/l3"", ""somme anions_mg/l4""], ""volume"": 32, ""nearest"": [{""table"": ""infra.rejet_domestique"", ""id"": ""165"", ""code"": ""TNT_PDS_R1"", ""name"": ""TNT_PDS_R1"", ""type"": ""rejet_domestique"", ""distance_m"": 89.538}, {""table"": ""infra.step"", ""id"": ""34"", ""code"": ""TNT-PDS"", ""name"": ""TNT-PDS"", ""type"": ""step"", ""distance_m"": 373.466}, {""table"": ""qualite.source_pollution_prelevement"", ""id"": ""ababc484-d959-4bc7-a630-72fa744e1a5a"", ""code"": """", ""name"": ""TNT_PDS_R6"", ""type"": ""point_pollution"", ""distance_m"": 2755.896}]}",infra.stations_mesure,FORTE,"Point orphelin avec XY, type probable=station, nearest=infra.rejet_domestique:TNT_PDS_R1:89.538m"
staging.raw_idp_2024_mesures_qualite_globale,[multi],station,Aval STEP Taounate,staging_raw_idp_2024_mesures_qualite_globale_aval_step_taounate,571892.0,435379.0,POINT(571892.000 435379.000),"{""commune"": ""Taounate"", ""code_commune"": """", ""ire"": """", ""pts_prelevement"": ""Aval STEP Taounate"", ""nature"": """", ""nature_pts_prelevement"": """", ""params"": [""Bilan_Ionique"", ""CF"", ""CO3"", ""CT"", ""Ca++"", ""Cl-"", ""DBO5"", ""DCO"", ""Fe"", ""HCO3"", ""Huiles Graisses"", ""K+"", ""MES"", ""Mg++"", ""Mn"", ""NH4+"", ""NO2-"", ""NO3-"", ""NTK"", ""Na+"", ""PO43-"", ""PT"", ""Phénol"", ""SF"", ""SO4--"", ""TAC_meq/l"", ""TAC_°F"", ""TA_meq/l"", ""TA_°F"", ""TH"", ""somme anions_meq/l3"", ""somme anions_mg/l4""], ""volume"": 32, ""nearest"": [{""table"": ""infra.rejet_domestique"", ""id"": ""165"", ""code"": ""TNT_PDS_R1"", ""name"": ""TNT_PDS_R1"", ""type"": ""rejet_domestique"", ""distance_m"": 322.932}, {""table"": ""infra.step"", ""id"": ""34"", ""code"": ""TNT-PDS"", ""name"": ""TNT-PDS"", ""type"": ""step"", ""distance_m"": 545.605}, {""table"": ""infra.rejet_domestique"", ""id"": ""159"", ""code"": ""TNT_PDS_R7"", ""name"": ""TNT_PDS_R7"", ""type"": ""rejet_domestique"", ""distance_m"": 2974.072}]}",infra.stations_mesure,FORTE,"Point orphelin avec XY, type probable=station, nearest=infra.rejet_domestique:TNT_PDS_R1:322.932m"
