review_id,run_id,source_layer,source_id,source_name,source_type,master_site_id_candidate,master_site_name,master_site_type,distance_m,score,review_bucket,review_action_default,suggested_decision,business_decision,comments,qa_color,qa_icon,WKT
435a36d6-aa64-4621-9e05-892e94d32055,e60088e9-cf94-4e41-ae65-a5390866b4b8,infra.huilerie,119,GIE LAMTA FES,HUILERIE,0dbae4c5-76f7-43a2-b9fe-fb0350f290de,GIE LAMTA FES,infra.huilerie_inventaire_pollution,0.39,0.740,VERY_CLOSE_2M,NEED_REVIEW,NEED_REVIEW,,,#f59e0b,alert,POINT(534429 393873)
ab0bd472-407a-40b4-be1c-6fa3dc05f74a,e60088e9-cf94-4e41-ae65-a5390866b4b8,infra.huilerie,199,Al Mansoura,HUILERIE,8b59aa7e-5153-4fc1-b661-58cdd3b9cd00,Al Mansoura,infra.huilerie_inventaire_pollution,0.39,0.740,VERY_CLOSE_2M,NEED_REVIEW,NEED_REVIEW,,,#f59e0b,alert,POINT(489321 463070)
24abe0ae-0e57-4729-bf69-657f20fd7549,e60088e9-cf94-4e41-ae65-a5390866b4b8,infra.huilerie,205,Benslimane,HUILERIE,b4f2f52a-b9ca-476f-bef9-8bdbc13a52b1,Benslimane,infra.huilerie_inventaire_pollution,0.39,0.740,VERY_CLOSE_2M,NEED_REVIEW,NEED_REVIEW,,,#f59e0b,alert,POINT(471013 465476)
6e764d8a-e9f5-42a3-a553-29e88300130f,e60088e9-cf94-4e41-ae65-a5390866b4b8,infra.huilerie,223,Elkhawda,HUILERIE,212266b9-dd64-42f9-9afd-f5f752eb350f,Elkhawda,infra.huilerie_inventaire_pollution,0.39,0.740,VERY_CLOSE_2M,NEED_REVIEW,NEED_REVIEW,,,#f59e0b,alert,POINT(469915 464903)
6170593f-bce4-43d9-92df-a426df1236e3,e60088e9-cf94-4e41-ae65-a5390866b4b8,infra.huilerie,224,Masmouda Alaasria,HUILERIE,6c2ebbd5-56d1-4cbf-bd1c-e5934ab34667,Masmouda Alaasria,infra.huilerie_inventaire_pollution,0.39,0.740,VERY_CLOSE_2M,NEED_REVIEW,NEED_REVIEW,,,#f59e0b,alert,POINT(471370 459527)
9a176eaa-e22d-4540-875e-862ac56b51b0,e60088e9-cf94-4e41-ae65-a5390866b4b8,infra.huilerie,111,H.BOUAYAD,HUILERIE,9adb4369-be51-4eb6-8ef7-54ddf94d71a4,H.BOUAYAD,infra.huilerie_inventaire_pollution,0.40,0.740,VERY_CLOSE_2M,NEED_REVIEW,NEED_REVIEW,,,#f59e0b,alert,POINT(520040 382983)
005fd869-f709-4a15-ba26-5d20783173a5,e60088e9-cf94-4e41-ae65-a5390866b4b8,infra.huilerie,113,COOPERATIVE JOUIRA,HUILERIE,5aef0d5b-20c8-4cd4-887a-adfe69672030,COOPERATIVE JOUIRA,infra.huilerie_inventaire_pollution,0.40,0.740,VERY_CLOSE_2M,NEED_REVIEW,NEED_REVIEW,,,#f59e0b,alert,POINT(527016 400627)
16a9a4de-af69-4abe-b919-153509c145ca,e60088e9-cf94-4e41-ae65-a5390866b4b8,infra.huilerie,200,Bassatine Ouezzane,HUILERIE,e0438218-ea95-408a-99fe-d7b8a7ab0da9,Bassatine Ouezzane,infra.huilerie_inventaire_pollution,0.40,0.740,VERY_CLOSE_2M,NEED_REVIEW,NEED_REVIEW,,,#f59e0b,alert,POINT(488268 459601)
98fdd733-35e9-4be7-8c85-56cb238f55c4,e60088e9-cf94-4e41-ae65-a5390866b4b8,infra.huilerie,204,Al Masmoudia,HUILERIE,3b05cc77-ffbf-4731-8e7a-d6fc4c218480,Al Masmoudia,infra.huilerie_inventaire_pollution,0.40,0.740,VERY_CLOSE_2M,NEED_REVIEW,NEED_REVIEW,,,#f59e0b,alert,POINT(467919 465478)
27a7fd39-d495-48d6-b9e3-0c491698ef44,e60088e9-cf94-4e41-ae65-a5390866b4b8,infra.huilerie,32,H.AL FADLE,HUILERIE,10779ec2-5b0c-45f3-9363-4c4b99235756,H.AL FADLE,infra.huilerie_inventaire_pollution,0.40,0.740,VERY_CLOSE_2M,NEED_REVIEW,NEED_REVIEW,,,#f59e0b,alert,POINT(512361 374364)
e724dc8b-bca7-43fc-b49b-563af838a394,e60088e9-cf94-4e41-ae65-a5390866b4b8,infra.decharge,16,mayzal,DECHARGE,a4f2a302-0b7a-48fa-8eb8-1e982dc36da4,Mayzal,infra.decharge_inventaire_pollution_general,0.41,0.740,VERY_CLOSE_2M,NEED_REVIEW,NEED_REVIEW,,,#f59e0b,alert,POINT(579146.15 328603.62)
bfab05de-1b95-4139-b629-6e98acb3e04b,e60088e9-cf94-4e41-ae65-a5390866b4b8,infra.huilerie,215,Elkharouba,HUILERIE,34b247ac-a646-4802-bdab-3ee250b7d2e6,Elkharouba,infra.huilerie_inventaire_pollution,0.41,0.740,VERY_CLOSE_2M,NEED_REVIEW,NEED_REVIEW,,,#f59e0b,alert,POINT(496617 458435)
fc91941f-ff62-4c38-886e-706255f1cd2c,e60088e9-cf94-4e41-ae65-a5390866b4b8,infra.huilerie,521,H.HAJ LKHAYAT,HUILERIE,34e51ba1-4e4c-486f-876f-c8668884806b,H.HAJ LKHAYAT,infra.huilerie_inventaire_pollution,0.41,0.740,VERY_CLOSE_2M,NEED_REVIEW,NEED_REVIEW,,,#f59e0b,alert,POINT(510898 375831)
5e42ee07-d242-46cc-b1ad-6d3fc206d79a,e60088e9-cf94-4e41-ae65-a5390866b4b8,infra.huilerie,136,H.OULAD NAJAT,HUILERIE,a18f02aa-e75b-4bce-8d72-4099ce869c76,H.OULAD NAJAT,infra.huilerie_inventaire_pollution,0.42,0.740,VERY_CLOSE_2M,NEED_REVIEW,NEED_REVIEW,,,#f59e0b,alert,POINT(519864 380655)
b89973fd-0b05-49ec-8674-edfdbdf53d49,e60088e9-cf94-4e41-ae65-a5390866b4b8,infra.huilerie,195,Al Marinyenne,HUILERIE,1b5268eb-280e-403a-9bb4-efab7e6e78e1,Al Marinyenne,infra.huilerie_inventaire_pollution,0.42,0.740,VERY_CLOSE_2M,NEED_REVIEW,NEED_REVIEW,,,#f59e0b,alert,POINT(491061 458544)
32629fd9-62e6-4b0f-907c-68d6aaa54f44,e60088e9-cf94-4e41-ae65-a5390866b4b8,infra.decharge,14,,DECHARGE,38f7c930-8351-4b4e-9adc-b4c99b38ebe7,ATM-DECH,infra.decharge_inventaire_pollution_general,0.42,0.540,VERY_CLOSE_2M,NEED_REVIEW,NEED_REVIEW,,,#f59e0b,alert,POINT(464268.99 353702.42)
