run_id,review_id,candidate_id,source_layer,source_id,master_site_id,distance_m,score,conflict_type,source_name,master_site_name,commune_source,commune_master,source_type_source,source_type_master,recommended_decision,review_priority,review_status,reason
e60088e9-cf94-4e41-ae65-a5390866b4b8,d2e1f72d-66a6-4a80-b2a8-ebd331432ee6,,infra.decharge,41,,,,Geometrie source absente.,,,,,DECHARGE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
e60088e9-cf94-4e41-ae65-a5390866b4b8,97d32b6f-ed27-4801-a141-ebed81a9ac55,,infra.decharge,44,,,,Geometrie source absente.,,,,,DECHARGE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
e60088e9-cf94-4e41-ae65-a5390866b4b8,1b9bda7b-73e7-481e-8e8f-a96f986eaba5,,infra.decharge,46,,,,Geometrie source absente.,néant,,,,DECHARGE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
e60088e9-cf94-4e41-ae65-a5390866b4b8,f4288872-017d-4c88-a96a-d8977bc21d50,,infra.decharge,47,,,,Geometrie source absente.,néant,,,,DECHARGE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
e60088e9-cf94-4e41-ae65-a5390866b4b8,a15f1ed2-f912-4d55-9766-424b320c962d,,infra.decharge,50,,,,Geometrie source absente.,chouafaa,,,,DECHARGE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
e60088e9-cf94-4e41-ae65-a5390866b4b8,ff8a3cd9-842c-4b61-a31a-474cc1594cf7,,infra.decharge,51,,,,Geometrie source absente.,haddada,,,,DECHARGE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
e60088e9-cf94-4e41-ae65-a5390866b4b8,dbfa96c5-57b1-4024-be9c-b8dc3363f9d9,,infra.decharge,52,,,,Geometrie source absente.,kariat ben aouda,,,,DECHARGE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
e60088e9-cf94-4e41-ae65-a5390866b4b8,caaa1da8-8eda-45b5-8d6a-e943aaebe7d3,,infra.decharge,54,,,,Geometrie source absente.,,,,,DECHARGE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
e60088e9-cf94-4e41-ae65-a5390866b4b8,22938875-8d19-44cb-952c-6af4636079c3,,infra.decharge,56,,,,Geometrie source absente.,ouled berjal ( convention de dépôt),,,,DECHARGE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
e60088e9-cf94-4e41-ae65-a5390866b4b8,ecd57ead-9cc1-408d-9c29-7bf1001ead86,,infra.decharge,58,,,,Geometrie source absente.,la commune,,,,DECHARGE,,WAIT_SOURCE_FIX,2,PENDING,Geometrie source absente.
