run_id,review_id,candidate_id,source_layer,source_id,master_site_id,distance_m,score,conflict_type,source_name,master_site_name,commune_source,commune_master,source_type_source,source_type_master,recommended_decision,review_priority,review_status,reason
e60088e9-cf94-4e41-ae65-a5390866b4b8,ff863507-c7e6-4d88-912d-e50c421d9860,8c56a2d5-0de9-4182-a2c0-52be88c3e93a,infra.step,7,fa78147b-1be8-4eb4-9d88-259072349f76,0.0,0.5550,DUPLICATE_EXACT,,ZIR_DOM1,,044810913,STEP,infra.step,MANUAL_REVIEW_REQUIRED,1,PENDING,distance=0.00m; nom=0.00; commune=0.00; priorite=3
e60088e9-cf94-4e41-ae65-a5390866b4b8,efda1881-c99f-44cd-b4f2-f551a4d4b5de,3c9f0346-1b2a-4554-8b49-100f281c1c7a,infra.step,24,f4c50318-3500-4515-bd85-34b1259438ec,0.0,0.5550,DUPLICATE_EXACT,, KEN_DOM1,,042810101,STEP,infra.step,MANUAL_REVIEW_REQUIRED,1,PENDING,distance=0.00m; nom=0.00; commune=0.00; priorite=3
e60088e9-cf94-4e41-ae65-a5390866b4b8,794a0aaf-63b0-425e-8705-98d1840a5779,3cd009cc-1395-47c7-9b05-7f91467960f0,infra.step,41,b2a1c993-9d73-492f-900e-9b8ca3690092,0.0,0.5550,DUPLICATE_EXACT,,042810915,,042810915,STEP,infra.step,MANUAL_REVIEW_REQUIRED,1,PENDING,distance=0.00m; nom=0.00; commune=0.00; priorite=3
e60088e9-cf94-4e41-ae65-a5390866b4b8,4d8a3363-9f80-41a8-9924-93e7f2affdef,c0da73e7-6ec7-4bcb-85ec-54ebafaea2c5,infra.step,6,0d985ed7-521a-455f-a323-bd674f1407e8,0.0,0.5550,DUPLICATE_EXACT,,SYB_DOM_R2,,SIDI YOUSSEF BEN AHMED,STEP,infra.rejet_inventaire_pollution,MANUAL_REVIEW_REQUIRED,1,PENDING,distance=0.00m; nom=0.00; commune=0.00; priorite=3
e60088e9-cf94-4e41-ae65-a5390866b4b8,98d5b622-cc6a-4653-a6e3-7af7d4261574,ff09f1f0-b7a9-4f7b-b5bb-8a47caf12ebc,infra.step,38,4f1044db-2cd3-46fb-86ec-6c081d010a37,0.0,0.5550,DUPLICATE_EXACT,,SAZ_DOM_R2,,Sidi Azzouz,STEP,infra.rejet_inventaire_pollution,MANUAL_REVIEW_REQUIRED,1,PENDING,distance=0.00m; nom=0.00; commune=0.00; priorite=3
e60088e9-cf94-4e41-ae65-a5390866b4b8,3298871b-48f0-4d77-9f97-676e9e469e3a,e8092d1e-5a0c-49a9-a947-1f8c2c633f78,infra.step,36,9b1f0536-0e68-4693-bf11-f01f6ed293ea,0.0,0.5550,DUPLICATE_EXACT,,KBM-DOM,,035310103,STEP,infra.step,MANUAL_REVIEW_REQUIRED,1,PENDING,distance=0.00m; nom=0.00; commune=0.00; priorite=3
e60088e9-cf94-4e41-ae65-a5390866b4b8,70cc2271-2d0d-42a9-b84a-99de3671f8d6,2b7cae67-bda5-49c9-bb32-0eeb0e57887c,infra.step,37,c05b7b79-1689-4c94-82c7-b580b1a24434,0.0,0.5550,DUPLICATE_EXACT,,JEO_DOM,,035910501,STEP,infra.step,MANUAL_REVIEW_REQUIRED,1,PENDING,distance=0.00m; nom=0.00; commune=0.00; priorite=3
e60088e9-cf94-4e41-ae65-a5390866b4b8,4721048f-26a2-4590-8dd0-a5c5bc54ab92,07867a17-3888-460e-bcf3-f8b94721f197,infra.step,15,dc956386-9445-4e78-8d2a-16882cdc74eb,0.0,0.5550,DUPLICATE_EXACT,,HJB_DOM1,,031710703,STEP,infra.step,MANUAL_REVIEW_REQUIRED,1,PENDING,distance=0.00m; nom=0.00; commune=0.00; priorite=3
e60088e9-cf94-4e41-ae65-a5390866b4b8,95ac0531-dac9-4deb-960a-97d382d5f64c,16374474-58b0-4fcc-85d3-758de245fc33,infra.step,3,04624b76-f9cc-4726-851b-c421044673e9,0.0,0.5550,DUPLICATE_EXACT,,SIA_DOM1,,042910913,STEP,infra.step,MANUAL_REVIEW_REQUIRED,1,PENDING,distance=0.00m; nom=0.00; commune=0.00; priorite=3
e60088e9-cf94-4e41-ae65-a5390866b4b8,793b119d-2ca5-4e97-9b04-5d27c1d839fc,f9992a52-5a6d-4865-a896-17f668d10f1d,infra.step,4,757818e8-2a20-4c76-87fc-a8a0bbf2b325,0.0,0.5550,DUPLICATE_EXACT,,A-DOM,,044410305,STEP,infra.step,MANUAL_REVIEW_REQUIRED,1,PENDING,distance=0.00m; nom=0.00; commune=0.00; priorite=3
