run_id,review_id,candidate_id,source_layer,source_id,master_site_id,distance_m,score,conflict_type,source_name,master_site_name,commune_source,commune_master,source_type_source,source_type_master,recommended_decision,review_priority,review_status,reason
e60088e9-cf94-4e41-ae65-a5390866b4b8,3c69c77d-9b4a-4520-a4ea-3448e641d0bb,da5b8c9b-2bcc-4d4d-b334-bcaac9e4a48d,infra.decharge_inventaire_pollution_general,60541930-ae80-4da0-aaa9-7c7293e5b299,2aec2f76-4781-40db-8094-5bb5fddbfce5,0.0,0.9250,DUPLICATE_EXACT,Bou ahmed,Bou ahmed,Bni selmane,Bni selmane,DECHARGE,infra.decharge_inventaire_pollution_general,MANUAL_REVIEW_REQUIRED,1,PENDING,distance=0.00m; nom=1.00; commune=1.00; priorite=5
e60088e9-cf94-4e41-ae65-a5390866b4b8,49206954-1267-475f-bc27-f372cd393879,7e6ab230-298f-4333-86b4-56cb6ace676c,infra.decharge_inventaire_pollution_general,27d3cc0d-d2c4-494e-ad5c-d9ac524bb2a8,91e93f44-53a7-4361-9cb7-a41ec1d6a885,0.0,0.9250,DUPLICATE_EXACT,La commune,La commune,Moulay Bouselham,Moulay Bouselham,DECHARGE,infra.decharge_inventaire_pollution_general,MANUAL_REVIEW_REQUIRED,1,PENDING,distance=0.00m; nom=1.00; commune=1.00; priorite=5
e60088e9-cf94-4e41-ae65-a5390866b4b8,e9dd4710-b4f3-49b0-810e-57f7b4003723,8be891e9-4588-4ed9-a641-12caf51d80cf,infra.decharge_inventaire_pollution_general,1b58490f-0b3f-4c85-be7f-d95c09636565,75832eba-082a-4498-89fb-69adfecca817,0.0,0.9250,DUPLICATE_EXACT,Ouled berjal,Ouled berjal,Kénitra,Kénitra,DECHARGE,infra.decharge_inventaire_pollution_general,MANUAL_REVIEW_REQUIRED,1,PENDING,distance=0.00m; nom=1.00; commune=1.00; priorite=5
e60088e9-cf94-4e41-ae65-a5390866b4b8,1ec9ad65-0180-4515-84e2-25cade8b2797,cbc4cd74-5b0d-4b91-b614-95aa9104a5d7,infra.decharge_inventaire_pollution_general,22dcdda5-8680-4e11-adb8-36b4c9469829,652c727b-b994-4986-bf6d-abeb00075c5f,0.0,0.9250,DUPLICATE_EXACT,Zaggota,Zaggota,Zeggota,Zeggota,DECHARGE,infra.decharge_inventaire_pollution_general,MANUAL_REVIEW_REQUIRED,1,PENDING,distance=0.00m; nom=1.00; commune=1.00; priorite=5
e60088e9-cf94-4e41-ae65-a5390866b4b8,83e972ed-373a-434b-87a3-119bc65067db,dc14303d-d9ce-4747-8114-e8cf9a165cc8,infra.decharge_inventaire_pollution_general,c02aa489-cf49-4984-b6e9-c520c154cfbb,bf242e6e-fe86-4070-9a2c-aa93c892e923,0.0,0.9250,DUPLICATE_EXACT,Décharge Publique,Décharge Publique,Sidi Redouane,Sidi Redouane,DECHARGE,infra.decharge_inventaire_pollution_general,MANUAL_REVIEW_REQUIRED,1,PENDING,distance=0.00m; nom=1.00; commune=1.00; priorite=5
e60088e9-cf94-4e41-ae65-a5390866b4b8,6cc509bc-2b47-4a7a-bf67-e33a250afc88,78ee5be7-5620-4947-a4aa-c37aed50e1b8,infra.decharge_inventaire_pollution_general,77377686-cd11-40fd-9eb7-2dd6da3780df,e9f92b53-303d-4fab-baf4-f48088aa384c,0.0,0.9250,DUPLICATE_EXACT,bab tiouka,bab tiouka,Sidi kacem,Sidi kacem,DECHARGE,infra.decharge_inventaire_pollution_general,MANUAL_REVIEW_REQUIRED,1,PENDING,distance=0.00m; nom=1.00; commune=1.00; priorite=5
e60088e9-cf94-4e41-ae65-a5390866b4b8,20deacd6-7da0-41c8-ae21-29d18205091e,d1b9e96a-7ca0-4222-93fb-040b613cbfd4,infra.decharge_inventaire_pollution_general,57434c67-1f62-45c8-8740-29f94c787308,b45c53d9-c8bd-46d7-911c-fe2fdd662f32,0.0,0.9250,DUPLICATE_EXACT,Ancienne decharge du centre khnichet,Ancienne decharge du centre khnichet,khnichet,khnichet,DECHARGE,infra.decharge_inventaire_pollution_general,MANUAL_REVIEW_REQUIRED,1,PENDING,distance=0.00m; nom=1.00; commune=1.00; priorite=5
e60088e9-cf94-4e41-ae65-a5390866b4b8,dc62505d-7fe9-403f-b1a6-1ad33f5fe40e,7f755012-150a-45da-95f7-5a98db04e16c,infra.decharge_inventaire_pollution_general,400a0cf7-a78d-4952-9c2e-f87efddf74b1,5849fdfa-a243-46eb-9430-e326529fd187,0.0,0.9250,DUPLICATE_EXACT,Ain dfali,Ain dfali,Ain dfali,Ain dfali,DECHARGE,infra.decharge_inventaire_pollution_general,MANUAL_REVIEW_REQUIRED,1,PENDING,distance=0.00m; nom=1.00; commune=1.00; priorite=5
e60088e9-cf94-4e41-ae65-a5390866b4b8,2b370efd-24a3-4798-9d19-90434ef22414,1652e30a-0ccf-4a81-8f03-eae5a3c41fe4,infra.decharge_inventaire_pollution_general,0236baad-c47c-4d9b-b291-6d3a742aa968,ef0832e5-31c9-43fc-9187-7cc9c1fff8fb,0.0,0.9250,DUPLICATE_EXACT,Décharge de la Commune,Décharge de la Commune,Morgane,Morgane,DECHARGE,infra.decharge_inventaire_pollution_general,MANUAL_REVIEW_REQUIRED,1,PENDING,distance=0.00m; nom=1.00; commune=1.00; priorite=5
e60088e9-cf94-4e41-ae65-a5390866b4b8,00a0019e-dc7f-4025-83c7-de4863802470,483280b4-6daf-4775-a6ae-9c73901e3e4a,infra.decharge_inventaire_pollution_general,2f0fec91-0175-4992-8bc4-1309f71606ef,60fda689-7bff-4958-a108-fa884aca20d6,0.0,0.9250,DUPLICATE_EXACT,Commune,Commune,Arbaoua,Arbaoua,DECHARGE,infra.decharge_inventaire_pollution_general,MANUAL_REVIEW_REQUIRED,1,PENDING,distance=0.00m; nom=1.00; commune=1.00; priorite=5
e60088e9-cf94-4e41-ae65-a5390866b4b8,95711522-639b-4d3a-9afd-20c280c17a59,aab42fdb-0941-4715-89a6-888b0e31bc42,infra.decharge_inventaire_pollution_general,9e6e4b0b-0e3b-4181-b8ef-f84b0f8608ce,7e5b5548-02d6-4046-9a63-8d2a1fe194d7,0.0,0.9250,DUPLICATE_EXACT,Décharge de la Commune au niveau souk,Décharge de la Commune au niveau souk,Souk Tlet El Gherb,Souk Tlet El Gherb,DECHARGE,infra.decharge_inventaire_pollution_general,MANUAL_REVIEW_REQUIRED,1,PENDING,distance=0.00m; nom=1.00; commune=1.00; priorite=5
e60088e9-cf94-4e41-ae65-a5390866b4b8,3e047298-955f-470d-98bc-ba7fd48412e3,06e0e0c4-b2c5-43a5-a58a-a80208168528,infra.decharge_inventaire_pollution_general,f40651f1-5ef0-4a08-9bd1-6c91cccf87ff,2805b74f-2d40-4329-b649-4d357c7cff34,0.0,0.9250,DUPLICATE_EXACT,Sidi Yahya El Ghareb,Sidi Yahya El Ghareb,Sidi Yahya El Ghareb,Sidi Yahya El Ghareb,DECHARGE,infra.decharge_inventaire_pollution_general,MANUAL_REVIEW_REQUIRED,1,PENDING,distance=0.00m; nom=1.00; commune=1.00; priorite=5
e60088e9-cf94-4e41-ae65-a5390866b4b8,5e8e2a47-b1d4-4190-8e9f-0c9a48639ba6,ac12a7d8-62be-4377-9f52-13ea628a5ddc,infra.decharge_inventaire_pollution_general,e902e80d-d75d-40b1-bce0-e752438bca18,c191ed27-aabc-459a-b2ba-a1ac22579b7f,0.0,0.9250,DUPLICATE_EXACT,Décharge publique,Décharge publique,Galaz,Galaz,DECHARGE,infra.decharge_inventaire_pollution_general,MANUAL_REVIEW_REQUIRED,1,PENDING,distance=0.00m; nom=1.00; commune=1.00; priorite=5
e60088e9-cf94-4e41-ae65-a5390866b4b8,c841f395-24bc-4c33-80ca-a0cffaff1221,e8eda318-7cc9-49f4-bf55-451cdcbf134d,infra.decharge_inventaire_pollution_general,9e42654e-7fef-44bf-bb12-91b8859ef812,f4125d88-496d-431f-b868-ecab128effa8,0.0,0.9250,DUPLICATE_EXACT,Décharge publique,Décharge publique,Bouhouda,Bouhouda,DECHARGE,infra.decharge_inventaire_pollution_general,MANUAL_REVIEW_REQUIRED,1,PENDING,distance=0.00m; nom=1.00; commune=1.00; priorite=5
e60088e9-cf94-4e41-ae65-a5390866b4b8,7e6c861d-ee8c-4e96-8d16-0645b7e11976,8f1de28e-941b-4372-8c9b-e4692be38730,infra.decharge_inventaire_pollution_general,ccf235a5-f9bb-44a7-8baf-db15bc90fb0e,65f01196-e425-4b9b-ab3f-7ba2f5488b4b,0.0,0.9250,DUPLICATE_EXACT,Décharge publique,Décharge publique,Oudka,Oudka,DECHARGE,infra.decharge_inventaire_pollution_general,MANUAL_REVIEW_REQUIRED,1,PENDING,distance=0.00m; nom=1.00; commune=1.00; priorite=5
e60088e9-cf94-4e41-ae65-a5390866b4b8,a3da5da3-878e-4d70-baa9-90496eae4118,c3b78088-a6d3-4fbc-9812-06818418abeb,infra.decharge_inventaire_pollution_general,ce87705b-5279-453b-a1b6-8f46d9dc0907,291149ad-d324-4cc1-ab59-a6e73d930448,0.0,0.9250,DUPLICATE_EXACT,Décharge publique,Décharge publique,El bibane,El bibane,DECHARGE,infra.decharge_inventaire_pollution_general,MANUAL_REVIEW_REQUIRED,1,PENDING,distance=0.00m; nom=1.00; commune=1.00; priorite=5
e60088e9-cf94-4e41-ae65-a5390866b4b8,20f29ccb-9b9b-4572-b0fd-1d27a3a8065f,b409f6a4-0662-4593-8fd5-ba81fb79cdbf,infra.decharge_inventaire_pollution_general,77aaba52-b552-4898-87f7-89ac09189a6c,03c6880e-6e3a-452b-8331-ac45f4f466e3,0.0,0.9250,DUPLICATE_EXACT,Décharge publique,Décharge publique,Thar Es-souk,Thar Es-souk,DECHARGE,infra.decharge_inventaire_pollution_general,MANUAL_REVIEW_REQUIRED,1,PENDING,distance=0.00m; nom=1.00; commune=1.00; priorite=5
e60088e9-cf94-4e41-ae65-a5390866b4b8,f8f1358f-aca6-4c55-998a-ee24edc1a1df,e229dc30-344a-4fcd-9f8d-26db4e9999d3,infra.decharge_inventaire_pollution_general,ee809cc9-62ed-409c-a00c-18bffa0e422e,a1b7abe5-e517-46fa-98be-a306e03a99b4,0.0,0.9250,DUPLICATE_EXACT,Décharge publique,Décharge publique,Khlalfa,Khlalfa,DECHARGE,infra.decharge_inventaire_pollution_general,MANUAL_REVIEW_REQUIRED,1,PENDING,distance=0.00m; nom=1.00; commune=1.00; priorite=5
e60088e9-cf94-4e41-ae65-a5390866b4b8,acf29982-c2b0-47fc-bb66-80bb41a2840b,0faace7c-1229-4dde-b65d-e2be88349db5,infra.decharge_inventaire_pollution_general,6c957584-5e68-43f7-98a4-d40e27db32b4,56649160-3e25-48d5-99df-943aa8872d94,0.0,0.9250,DUPLICATE_EXACT,Décharge publique,Décharge publique,SidiYahyaBniZeroual,SidiYahyaBniZeroual,DECHARGE,infra.decharge_inventaire_pollution_general,MANUAL_REVIEW_REQUIRED,1,PENDING,distance=0.00m; nom=1.00; commune=1.00; priorite=5
e60088e9-cf94-4e41-ae65-a5390866b4b8,df523ce8-9951-478d-9c23-4ddc4cc9815d,04ffc2c9-5fdc-4e93-bc0c-e8f93e30bfb1,infra.decharge_inventaire_pollution_general,b9f3565d-5997-4027-aa4b-b09ea1a85c67,9ee671de-5fd9-41bd-bc67-e5164799e1d8,0.0,0.9250,DUPLICATE_EXACT,Décharge publique,Décharge publique,Sidi Mokhfi,Sidi Mokhfi,DECHARGE,infra.decharge_inventaire_pollution_general,MANUAL_REVIEW_REQUIRED,1,PENDING,distance=0.00m; nom=1.00; commune=1.00; priorite=5
e60088e9-cf94-4e41-ae65-a5390866b4b8,325c0aaf-6c67-4418-99cd-a22d0af0aa2b,2e0add77-c22b-4ef7-add5-5d2844d7945f,infra.decharge_inventaire_pollution_general,dd3d5f2d-5aa7-4fea-97a5-f1afe0e96c5b,9cd739b6-a603-401a-a21f-a8abae780e86,0.0,0.9250,DUPLICATE_EXACT,Décharge publique,Décharge publique,Jbabra,Jbabra,DECHARGE,infra.decharge_inventaire_pollution_general,MANUAL_REVIEW_REQUIRED,1,PENDING,distance=0.00m; nom=1.00; commune=1.00; priorite=5
