base,schema,table,type_table,mode_detection,parametre_observe,parametre_normalise_auto,colonne_parametre,colonne_valeur,unite_detectee,volume_lignes,volume_valeurs_non_nulles,nb_valeurs_nulles,nb_valeurs_negatives,nb_valeurs_non_numeriques,min_valeur,max_valeur,premiere_date,derniere_date,exemple_valeur_1,exemple_valeur_2,exemple_valeur_3,source_origine,commentaire_auto
abh_sad,metadata,mapping_parametre_unresolved_legacy_qualite_riviere,qualité,colonne_parametre,Hg,hg,parametre_qualite,sample_rows,à confirmer,1,1,0,0,0,227,227,1990-01-31,1990-01-31,227,,,mapping,
abh_sad,metadata,mapping_parametre_unresolved_legacy_qualite_riviere,qualité,colonne_parametre,Pb,pb,parametre_qualite,sample_rows,à confirmer,1,1,0,0,0,436,436,1990-01-31,1990-01-31,436,,,mapping,
abh_sad,metadata,mapping_parametre_unresolved_legacy_qualite_riviere,qualité,colonne_parametre,CN,cn,parametre_qualite,sample_rows,à confirmer,1,1,0,0,0,124,124,1990-02-05,1990-02-05,124,,,mapping,
abh_sad,metadata,mapping_parametre_unresolved_legacy_qualite_riviere,qualité,colonne_parametre,H2S,h2s,parametre_qualite,sample_rows,à confirmer,1,1,0,0,0,2,2,1994-07-06,1994-07-06,2,,,mapping,
abh_sad,metadata,mapping_parametre_unresolved_legacy_qualite_riviere,qualité,colonne_parametre,Carbone_org,carbone org,parametre_qualite,sample_rows,à confirmer,1,1,0,0,0,2,2,1994-07-06,1994-07-06,2,,,mapping,
abh_sad,metadata,mapping_parametre_unresolved_legacy_qualite_riviere,qualité,colonne_parametre,Cr,cr,parametre_qualite,sample_rows,à confirmer,1,1,0,0,0,54,54,1988-10-05,1988-10-05,54,,,mapping,
abh_sad,metadata,mapping_parametre_unresolved_legacy_qualite_riviere,qualité,colonne_parametre,F,f,parametre_qualite,sample_rows,à confirmer,1,1,0,0,0,56,56,1993-03-09,1993-03-09,56,,,mapping,
abh_sad,metadata,mapping_parametre_unresolved_legacy_qualite_riviere,qualité,colonne_parametre,RS185,rs185,parametre_qualite,sample_rows,à confirmer,1,1,0,0,0,2,2,1994-07-06,1994-07-06,2,,,mapping,
abh_sad,metadata,mapping_parametre_unresolved_legacy_qualite_riviere,qualité,colonne_parametre,Clostri_sul_redu,clostri sul redu,parametre_qualite,sample_rows,à confirmer,1,1,0,0,0,2,2,1994-07-06,1994-07-06,2,,,mapping,
abh_sad,metadata,mapping_parametre_unresolved_legacy_qualite_riviere,qualité,colonne_parametre,Cl2_res,cl2 res,parametre_qualite,sample_rows,à confirmer,1,1,0,0,0,2,2,1994-07-06,1994-07-06,2,,,mapping,
abh_sad,metadata,mapping_parametre_unresolved_legacy_qualite_riviere,qualité,colonne_parametre,Chl,chl,parametre_qualite,sample_rows,à confirmer,1,1,0,0,0,2,2,1994-10-06,1994-10-06,2,,,mapping,
abh_sad,metadata,mapping_parametre_unresolved_legacy_qualite_riviere,qualité,colonne_parametre,SO3,so3,parametre_qualite,sample_rows,à confirmer,1,1,0,0,0,3,3,1990-02-14,1990-02-14,3,,,mapping,
abh_sad,metadata,mapping_parametre_unresolved_legacy_qualite_riviere,qualité,colonne_parametre,Al,al,parametre_qualite,sample_rows,à confirmer,1,1,0,0,0,54,54,1991-08-19,1991-08-19,54,,,mapping,
abh_sad,metadata,mapping_parametre_unresolved_legacy_qualite_riviere,qualité,colonne_parametre,MD,md,parametre_qualite,sample_rows,à confirmer,1,1,0,0,0,2,2,1994-07-06,1994-07-06,2,,,mapping,
abh_sad,metadata,mapping_parametre_unresolved_legacy_qualite_riviere,qualité,colonne_parametre,Sb,sb,parametre_qualite,sample_rows,à confirmer,1,1,0,0,0,3,3,1994-07-06,1994-07-06,3,,,mapping,
abh_sad,metadata,mapping_parametre_unresolved_legacy_qualite_riviere,qualité,colonne_parametre,Co,co,parametre_qualite,sample_rows,à confirmer,1,1,0,0,0,110,110,1994-07-06,1994-07-06,110,,,mapping,
abh_sad,metadata,mapping_parametre_unresolved_legacy_qualite_riviere,qualité,colonne_parametre,H_G,h g,parametre_qualite,sample_rows,à confirmer,1,1,0,0,0,153,153,1991-09-13,1991-09-13,153,,,mapping,
abh_sad,metadata,mapping_parametre_unresolved_legacy_qualite_riviere,qualité,colonne_parametre,Germe_tt_22,germe tt 22,parametre_qualite,sample_rows,à confirmer,1,1,0,0,0,4,4,1994-07-06,1994-07-06,4,,,mapping,
abh_sad,metadata,mapping_parametre_unresolved_legacy_qualite_riviere,qualité,colonne_parametre,Zn,zn,parametre_qualite,sample_rows,à confirmer,1,1,0,0,0,233,233,1990-01-31,1990-01-31,233,,,mapping,
abh_sad,metadata,mapping_parametre_unresolved_legacy_qualite_riviere,qualité,colonne_parametre,DBO5_dec2h,dbo5 dec2h,parametre_qualite,sample_rows,à confirmer,1,1,0,0,0,24,24,1990-01-31,1990-01-31,24,,,mapping,
abh_sad,metadata,mapping_parametre_unresolved_legacy_qualite_riviere,qualité,colonne_parametre,Detergent_non_ionique,detergent non ionique,parametre_qualite,sample_rows,à confirmer,1,1,0,0,0,2,2,1994-07-06,1994-07-06,2,,,mapping,
abh_sad,metadata,mapping_parametre_unresolved_legacy_qualite_riviere,qualité,colonne_parametre,Pseudo_aer,pseudo aer,parametre_qualite,sample_rows,à confirmer,1,1,0,0,0,2,2,1994-07-06,1994-07-06,2,,,mapping,
abh_sad,metadata,mapping_parametre_unresolved_legacy_qualite_riviere,qualité,colonne_parametre,Ba,ba,parametre_qualite,sample_rows,à confirmer,1,1,0,0,0,18,18,1996-02-13,1996-02-13,18,,,mapping,
abh_sad,metadata,mapping_parametre_unresolved_legacy_qualite_riviere,qualité,colonne_parametre,Li,li,parametre_qualite,sample_rows,à confirmer,1,1,0,0,0,16,16,1994-07-06,1994-07-06,16,,,mapping,
abh_sad,metadata,mapping_parametre_unresolved_legacy_qualite_riviere,qualité,colonne_parametre,Cd,cd,parametre_qualite,sample_rows,à confirmer,1,1,0,0,0,274,274,1990-02-07,1990-02-07,274,,,mapping,
abh_sad,metadata,mapping_parametre_unresolved_legacy_qualite_riviere,qualité,colonne_parametre,Ag,ag,parametre_qualite,sample_rows,à confirmer,1,1,0,0,0,9,9,1994-07-06,1994-07-06,9,,,mapping,
abh_sad,metadata,mapping_parametre_unresolved_legacy_qualite_riviere,qualité,colonne_parametre,Ni,ni,parametre_qualite,sample_rows,à confirmer,1,1,0,0,0,269,269,1990-08-01,1990-08-01,269,,,mapping,
abh_sad,metadata,mapping_parametre_unresolved_legacy_qualite_riviere,qualité,colonne_parametre,Cu,cu,parametre_qualite,sample_rows,à confirmer,1,1,0,0,0,272,272,1990-01-31,1990-01-31,272,,,mapping,
abh_sad,metadata,mapping_parametre_unresolved_legacy_qualite_riviere,qualité,colonne_parametre,Vibrion_Cholerique,vibrion cholerique,parametre_qualite,sample_rows,à confirmer,1,1,0,0,0,1,1,2009-10-22,2009-10-22,1,,,mapping,
abh_sad,metadata,mapping_parametre_unresolved_legacy_qualite_riviere,qualité,colonne_parametre,Saveur,saveur,parametre_qualite,sample_rows,à confirmer,1,1,0,0,0,1,1,1994-05-17,1994-05-17,1,,,mapping,
abh_sad,metadata,mapping_parametre_unresolved_legacy_qualite_riviere,qualité,colonne_parametre,CO2_libre,co2 libre,parametre_qualite,sample_rows,à confirmer,1,1,0,0,0,2,2,1994-07-06,1994-07-06,2,,,mapping,
abh_sad,metadata,mapping_parametre_unresolved_legacy_qualite_riviere,qualité,colonne_parametre,PO3,po3,parametre_qualite,sample_rows,à confirmer,1,1,0,0,0,1,1,1993-03-11,1993-03-11,1,,,mapping,
abh_sad,metadata,mapping_parametre_unresolved_legacy_qualite_riviere,qualité,colonne_parametre,CrT,crt,parametre_qualite,sample_rows,à confirmer,1,1,0,0,0,389,389,1990-01-31,1990-01-31,389,,,mapping,
abh_sad,metadata,mapping_parametre_unresolved_suivi_qualite_sebou,qualité,colonne_parametre,NTK,ntk,parametre_qualite,sample_rows,à confirmer,1,1,0,0,0,3954,3954,2023-12-07,2023-12-07,3954,,,mapping,
abh_sad,metadata,mapping_parametre_unresolved_suivi_qualite_sebou,qualité,colonne_parametre,Conductivité,conductivite,parametre_qualite,sample_rows,à confirmer,1,1,0,0,0,3954,3954,2023-12-07,2023-12-07,3954,,,mapping,
abh_sad,metadata,mapping_parametre_unresolved_suivi_qualite_sebou,qualité,colonne_parametre,O2_dissous,o2 dissous,parametre_qualite,sample_rows,à confirmer,1,1,0,0,0,3954,3954,2023-12-07,2023-12-07,3954,,,mapping,
abh_sad,metadata,mapping_parametre_unresolved_suivi_qualite_sebou,qualité,colonne_parametre,Nitrates,nitrates,parametre_qualite,sample_rows,à confirmer,1,1,0,0,0,3954,3954,2023-12-07,2023-12-07,3954,,,mapping,
abh_sad,metadata,mapping_parametre_unresolved_suivi_qualite_sebou,qualité,colonne_parametre,Ammonium,ammonium,parametre_qualite,sample_rows,à confirmer,1,1,0,0,0,3954,3954,2023-12-07,2023-12-07,3954,,,mapping,
abh_sad,metadata,mapping_parametre_unresolved_suivi_qualite_sebou,qualité,colonne_parametre,Turbidité,turbidite,parametre_qualite,sample_rows,à confirmer,1,1,0,0,0,3954,3954,2023-12-07,2023-12-07,3954,,,mapping,
abh_sad,metadata,mapping_parametre_unresolved_suivi_qualite_sebou,qualité,colonne_parametre,H_G,h g,parametre_qualite,sample_rows,à confirmer,1,1,0,0,0,3954,3954,2023-12-07,2023-12-07,3954,,,mapping,
abh_sad,metadata,mapping_point_eau,référentiel,colonne_large,legacy_code_pt_eau,legacy code pt eau,,legacy_code_pt_eau,à confirmer,46,46,0,0,46,,,2026-04-03 11:51:17.36994+00,2026-04-03 11:51:17.36994+00, B_DECH_PE2, GIG_DECH_PE1, M-DECH-PE1,db,
abh_sad,metadata,mapping_point_eau_unresolved_nappe,référentiel,colonne_large,code_pt_eau,code pt eau,,code_pt_eau,à confirmer,22,22,0,0,22,,,2026-04-03 11:51:17.36994+00,2026-04-03 11:51:17.36994+00, B_DECH_PE2,ACH-PDE,ALH_PDOM1_PE1 ,db,
abh_sad,metadata,mapping_point_eau_unresolved_station,référentiel,colonne_large,code_pt_eau,code pt eau,,code_pt_eau,à confirmer,46,46,0,0,46,,,2026-04-03 11:51:17.36994+00,2026-04-03 11:51:17.36994+00, B_DECH_PE2, GIG_DECH_PE1, M-DECH-PE1,db,
abh_sad,metadata,mapping_source,référentiel,colonne_large,duplicate_count,duplicate count,,duplicate_count,à confirmer,19,19,0,0,0,1,1,2026-04-03 09:51:18.784252+00,2026-04-03 09:51:18.784252+00,1,,,db,
abh_sad,metadata,mapping_station_unresolved_precip_ann_max,météo,colonne_large,sample_ire_precipitation,sample ire precipitation,,sample_ire_precipitation,à confirmer,0,0,,,,,,,,,,,db,
abh_sad,metadata,mapping_station_unresolved_suivi_qualite_brg_garde_hebdo_null_i,qualité,colonne_parametre,Aluminium(mg/l),aluminium(mg/l),sample_parametre,row_count,mg/l,1,1,0,0,0,7094,7094,2023-01-03,2023-01-03,7094,,,mapping,
abh_sad,metadata,obs_parametre_coverage,référentiel,colonne_parametre,evaporation,evaporation,parametre_code,n_values,à confirmer,1,1,0,0,0,38592,38592,2013-07-06,2013-07-06,38592,,,db,
abh_sad,metadata,obs_parametre_coverage,référentiel,colonne_parametre,ph,ph,parametre_code,n_values,à confirmer,1,1,0,0,0,4665,4665,1988-09-20,1988-09-20,4665,,,db,
abh_sad,metadata,obs_parametre_coverage,référentiel,colonne_parametre,volume_barrage,volume barrage,parametre_code,n_values,à confirmer,1,1,0,0,0,10136,10136,1996-12-01,1996-12-01,10136,,,db,
abh_sad,metadata,obs_parametre_coverage,référentiel,colonne_parametre,p_annuelle,p annuelle,parametre_code,n_values,à confirmer,1,1,0,0,0,1915,1915,1913-01-01,1913-01-01,1915,,,db,
abh_sad,metadata,obs_parametre_coverage,référentiel,colonne_parametre,precipitation_journaliere,precipitation journaliere,parametre_code,n_values,à confirmer,1,1,0,0,0,546007,546007,1985-09-01,1985-09-01,546007,,,db,
abh_sad,metadata,obs_parametre_coverage,référentiel,colonne_parametre,inventaire_pollution,inventaire pollution,parametre_code,n_values,à confirmer,1,1,0,0,0,150,150,,,150,,,db,
abh_sad,metadata,obs_parametre_coverage,référentiel,colonne_parametre,debit,debit,parametre_code,n_values,à confirmer,1,1,0,0,0,19316,19316,1935-02-01,1935-02-01,19316,,,db,
abh_sad,metadata,obs_parametre_coverage,référentiel,colonne_parametre,mes,mes,parametre_code,n_values,à confirmer,1,1,0,0,0,1961,1961,1988-09-22,1988-09-22,1961,,,db,
abh_sad,metadata,obs_parametre_coverage,référentiel,colonne_parametre,dbo5,dbo5,parametre_code,n_values,à confirmer,1,1,0,0,0,1985,1985,1988-09-20,1988-09-20,1985,,,db,
abh_sad,metadata,obs_parametre_coverage,référentiel,colonne_parametre,niveau_barrage,niveau barrage,parametre_code,n_values,à confirmer,1,1,0,0,0,84831,84831,1996-12-01,1996-12-01,84831,,,db,
abh_sad,metadata,obs_parametre_coverage,référentiel,colonne_parametre,lacher_barrage,lacher barrage,parametre_code,n_values,à confirmer,1,1,0,0,0,0,0,1996-12-01,1996-12-01,0,,,db,
abh_sad,metadata,obs_parametre_coverage,référentiel,colonne_parametre,temperature_moy,temperature moy,parametre_code,n_values,à confirmer,1,1,0,0,0,0,0,,,0,,,db,
abh_sad,metadata,obs_parametre_coverage,référentiel,colonne_parametre,p_max,p max,parametre_code,n_values,à confirmer,1,1,0,0,0,1915,1915,1913-01-01,1913-01-01,1915,,,db,
abh_sad,metadata,obs_parametre_coverage,référentiel,colonne_parametre,dco,dco,parametre_code,n_values,à confirmer,1,1,0,0,0,1989,1989,1988-09-20,1988-09-20,1989,,,db,
abh_sad,metadata,obs_parametre_coverage,référentiel,colonne_parametre,o2,o2,parametre_code,n_values,à confirmer,1,1,0,0,0,1971,1971,1988-09-20,1988-09-20,1971,,,db,
abh_sad,metadata,obs_parametre_coverage,référentiel,colonne_parametre,no3,no3,parametre_code,n_values,à confirmer,1,1,0,0,0,1930,1930,1988-10-05,1988-10-05,1930,,,db,
abh_sad,metadata,obs_parametre_entite_compat,référentiel,colonne_parametre,temperature_max,temperature max,parametre_code,,à confirmer,1,,,,,,,2026-04-06 14:53:26.840091+00,2026-04-06 14:53:26.840091+00,,,,db,
abh_sad,metadata,obs_parametre_entite_compat,référentiel,colonne_parametre,evaporation,evaporation,parametre_code,,à confirmer,1,,,,,,,2026-04-06 15:26:45.134493+00,2026-04-06 15:26:45.134493+00,,,,db,
abh_sad,metadata,obs_parametre_entite_compat,référentiel,colonne_parametre,ph,ph,parametre_code,,à confirmer,1,,,,,,,2026-04-06 14:53:26.840091+00,2026-04-06 14:53:26.840091+00,,,,db,
abh_sad,metadata,obs_parametre_entite_compat,référentiel,colonne_parametre,volume_barrage,volume barrage,parametre_code,,à confirmer,1,,,,,,,2026-04-06 14:53:26.840091+00,2026-04-06 14:53:26.840091+00,,,,db,
abh_sad,metadata,obs_parametre_entite_compat,référentiel,colonne_parametre,temperature_min,temperature min,parametre_code,,à confirmer,1,,,,,,,2026-04-06 14:53:26.840091+00,2026-04-06 14:53:26.840091+00,,,,db,
abh_sad,metadata,obs_parametre_entite_compat,référentiel,colonne_parametre,p_annuelle,p annuelle,parametre_code,,à confirmer,1,,,,,,,2026-04-06 14:53:26.840091+00,2026-04-06 14:53:26.840091+00,,,,db,
abh_sad,metadata,obs_parametre_entite_compat,référentiel,colonne_parametre,precipitation_journaliere,precipitation journaliere,parametre_code,,à confirmer,1,,,,,,,2026-04-06 15:26:45.134493+00,2026-04-06 15:26:45.134493+00,,,,db,
abh_sad,metadata,obs_parametre_entite_compat,référentiel,colonne_parametre,inventaire_pollution,inventaire pollution,parametre_code,,à confirmer,1,,,,,,,2026-04-06 14:53:26.840091+00,2026-04-06 14:53:26.840091+00,,,,db,
abh_sad,metadata,obs_parametre_entite_compat,référentiel,colonne_parametre,debit,debit,parametre_code,,à confirmer,1,,,,,,,2026-04-06 14:53:26.840091+00,2026-04-06 14:53:26.840091+00,,,,db,
abh_sad,metadata,obs_parametre_entite_compat,référentiel,colonne_parametre,mes,mes,parametre_code,,à confirmer,1,,,,,,,2026-04-06 14:53:26.840091+00,2026-04-06 14:53:26.840091+00,,,,db,
abh_sad,metadata,obs_parametre_entite_compat,référentiel,colonne_parametre,dbo5,dbo5,parametre_code,,à confirmer,1,,,,,,,2026-04-06 14:53:26.840091+00,2026-04-06 14:53:26.840091+00,,,,db,
abh_sad,metadata,obs_parametre_entite_compat,référentiel,colonne_parametre,niveau_barrage,niveau barrage,parametre_code,,à confirmer,1,,,,,,,2026-04-06 14:53:26.840091+00,2026-04-06 14:53:26.840091+00,,,,db,
abh_sad,metadata,obs_parametre_entite_compat,référentiel,colonne_parametre,lacher_barrage,lacher barrage,parametre_code,,à confirmer,1,,,,,,,2026-04-06 14:53:26.840091+00,2026-04-06 14:53:26.840091+00,,,,db,
abh_sad,metadata,obs_parametre_entite_compat,référentiel,colonne_parametre,temperature_moy,temperature moy,parametre_code,,à confirmer,1,,,,,,,2026-04-06 14:53:26.840091+00,2026-04-06 14:53:26.840091+00,,,,db,
abh_sad,metadata,obs_parametre_entite_compat,référentiel,colonne_parametre,p_max,p max,parametre_code,,à confirmer,1,,,,,,,2026-04-06 14:53:26.840091+00,2026-04-06 14:53:26.840091+00,,,,db,
abh_sad,metadata,obs_parametre_entite_compat,référentiel,colonne_parametre,dco,dco,parametre_code,,à confirmer,1,,,,,,,2026-04-06 14:53:26.840091+00,2026-04-06 14:53:26.840091+00,,,,db,
abh_sad,metadata,obs_parametre_entite_compat,référentiel,colonne_parametre,o2,o2,parametre_code,,à confirmer,1,,,,,,,2026-04-06 14:53:26.840091+00,2026-04-06 14:53:26.840091+00,,,,db,
abh_sad,metadata,obs_parametre_entite_compat,référentiel,colonne_parametre,no3,no3,parametre_code,,à confirmer,1,,,,,,,2026-04-06 14:53:26.840091+00,2026-04-06 14:53:26.840091+00,,,,db,
abh_sad,metadata,obs_referentiel_parametre,référentiel,colonne_parametre,volume_barrage,volume barrage,parametre_code,,Mm3,1,,,,,,,2026-04-06 14:53:26.840091+00,2026-04-06 14:53:26.840091+00,,,,metadata,
abh_sad,metadata,obs_referentiel_parametre,référentiel,colonne_parametre,temperature_min,temperature min,parametre_code,,°C,1,,,,,,,2026-04-06 14:53:26.840091+00,2026-04-06 14:53:26.840091+00,,,,metadata,
abh_sad,metadata,obs_referentiel_parametre,référentiel,colonne_parametre,precipitation_journaliere,precipitation journaliere,parametre_code,,mm,1,,,,,,,2026-04-06 15:26:45.134493+00,2026-04-06 15:26:45.134493+00,,,,metadata,
abh_sad,metadata,obs_referentiel_parametre,référentiel,colonne_parametre,inventaire_pollution,inventaire pollution,parametre_code,,à confirmer,1,,,,,,,2026-04-06 14:53:26.840091+00,2026-04-06 14:53:26.840091+00,,,,metadata,
abh_sad,metadata,obs_referentiel_parametre,référentiel,colonne_parametre,debit,debit,parametre_code,,m3/s,1,,,,,,,2026-04-06 14:53:26.840091+00,2026-04-06 14:53:26.840091+00,,,,metadata,
abh_sad,metadata,obs_referentiel_parametre,référentiel,colonne_parametre,mes,mes,parametre_code,,mg/L,1,,,,,,,2026-04-06 14:53:26.840091+00,2026-04-06 14:53:26.840091+00,,,,metadata,
abh_sad,metadata,obs_referentiel_parametre,référentiel,colonne_parametre,dbo5,dbo5,parametre_code,,mg/L,1,,,,,,,2026-04-06 14:53:26.840091+00,2026-04-06 14:53:26.840091+00,,,,metadata,
abh_sad,metadata,obs_referentiel_parametre,référentiel,colonne_parametre,niveau_barrage,niveau barrage,parametre_code,,m,1,,,,,,,2026-04-06 14:53:26.840091+00,2026-04-06 14:53:26.840091+00,,,,metadata,
abh_sad,metadata,obs_referentiel_parametre,référentiel,colonne_parametre,temperature_moy,temperature moy,parametre_code,,°C,1,,,,,,,2026-04-06 14:53:26.840091+00,2026-04-06 14:53:26.840091+00,,,,metadata,
abh_sad,metadata,obs_referentiel_parametre,référentiel,colonne_parametre,dco,dco,parametre_code,,mg/L,1,,,,,,,2026-04-06 14:53:26.840091+00,2026-04-06 14:53:26.840091+00,,,,metadata,
abh_sad,metadata,obs_referentiel_parametre,référentiel,colonne_parametre,o2,o2,parametre_code,,mg/L,1,,,,,,,2026-04-06 14:53:26.840091+00,2026-04-06 14:53:26.840091+00,,,,metadata,
abh_sad,metadata,obs_referentiel_parametre,référentiel,colonne_parametre,temperature_max,temperature max,parametre_code,,°C,1,,,,,,,2026-04-06 14:53:26.840091+00,2026-04-06 14:53:26.840091+00,,,,metadata,
abh_sad,metadata,obs_referentiel_parametre,référentiel,colonne_parametre,evaporation,evaporation,parametre_code,,mm,1,,,,,,,2026-04-06 15:26:45.134493+00,2026-04-06 15:26:45.134493+00,,,,metadata,
abh_sad,metadata,obs_referentiel_parametre,référentiel,colonne_parametre,ph,ph,parametre_code,,pH,1,,,,,,,2026-04-06 14:53:26.840091+00,2026-04-06 14:53:26.840091+00,,,,metadata,
abh_sad,metadata,obs_referentiel_parametre,référentiel,colonne_parametre,p_annuelle,p annuelle,parametre_code,,mm,1,,,,,,,2026-04-06 14:53:26.840091+00,2026-04-06 14:53:26.840091+00,,,,metadata,
abh_sad,metadata,obs_referentiel_parametre,référentiel,colonne_parametre,lacher_barrage,lacher barrage,parametre_code,,m3/s,1,,,,,,,2026-04-06 14:53:26.840091+00,2026-04-06 14:53:26.840091+00,,,,metadata,
abh_sad,metadata,obs_referentiel_parametre,référentiel,colonne_parametre,p_max,p max,parametre_code,,mm,1,,,,,,,2026-04-06 14:53:26.840091+00,2026-04-06 14:53:26.840091+00,,,,metadata,
abh_sad,metadata,obs_referentiel_parametre,référentiel,colonne_parametre,no3,no3,parametre_code,,mg/L,1,,,,,,,2026-04-06 14:53:26.840091+00,2026-04-06 14:53:26.840091+00,,,,metadata,
abh_sad,meteo,mesure_evaporation,météo,colonne_large,pas_temps,pas temps,,pas_temps,à confirmer,48900,48900,0,0,48900,,,2013-07-06 00:00:00+00,2024-08-31 00:00:00+00,daily,,,db,
abh_sad,meteo,mesure_precipitation,météo,colonne_large,ire_precipitation,ire precipitation,,ire_precipitation,à confirmer,546007,546007,0,0,546007,,,1985-09-01 00:00:00+00,2024-08-31 00:00:00+00,1000/23,1213/22,1215/9,db,
abh_sad,meteo,mesure_precipitation,météo,colonne_large,pas_temps,pas temps,,pas_temps,à confirmer,546007,546007,0,0,546007,,,1985-09-01 00:00:00+00,2024-08-31 00:00:00+00,daily,,,db,
abh_sad,meteo,mesure_precipitation_annuelle_max,météo,colonne_large,ire_precipitation,ire precipitation,,ire_precipitation,à confirmer,2085,2085,0,0,2085,,,1913,2024,1424/600,1496/600,1523/600,db,
abh_sad,meteo,mesure_precipitation_annuelle_max,météo,colonne_large,annee_hydrologique_calculee,annee hydrologique calculee,,annee_hydrologique_calculee,à confirmer,2085,1915,170,0,0,1913,2024,1913,2024,1913,1914,1916,db,
abh_sad,meteo,mesure_precipitation_annuelle_max,météo,colonne_large,annee_hydrologique_debut_mois,annee hydrologique debut mois,,annee_hydrologique_debut_mois,à confirmer,2085,2085,0,0,0,9,9,1913,2024,9,,,db,
abh_sad,meteo,mesure_temperature,météo,colonne_large,val_min,val min,,val_min,à confirmer,0,0,0,,0,,,,,,,,db,
abh_sad,meteo,mesure_temperature,météo,colonne_large,val_max,val max,,val_max,à confirmer,0,0,0,,0,,,,,,,,db,
abh_sad,meteo,mesure_temperature,météo,colonne_large,val_moy,val moy,,val_moy,à confirmer,0,0,0,,0,,,,,,,,db,
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,O2_diss,o2 diss,parametre_qualite,valeur,à confirmer,633,633,0,0,0,0.2,921.2,1988-10-14 00:00:00+00,2024-11-29 00:00:00+00,0.2,1.02,1.2,db,
abh_sad,qualite,mesure_qualite_barrage,qualité,colonne_parametre,T_eau,t eau,parametre_qualite,valeur,à confirmer,602,602,0,0,0,6.4,81,1988-10-14 00:00:00+00,2025-09-22 00:00:00+00,10,11,11.5,db,
