review_id,review_bucket,source_layer,source_id,source_object_name,source_type,candidate_master_site_id,candidate_site_name,distance_m,match_score,issue_type,suggested_action,reviewer_decision,reviewer_comment,allowed_decisions
fb2a2045-16f5-4d3b-8cac-88e4c02417da,ORPHAN_REVIEW,infra.rejet_domestique,280,,REJET_DOMESTIQUE,,,,,MISSING_MAPPING,WAIT_SOURCE_FIX,,,WAIT_SOURCE_FIX|INVALID_SOURCE_DATA|CREATE_NEW_SITE|NOT_USABLE|REVIEW_LATER
e201811e-f443-43f3-bcde-9f932cfba20d,ORPHAN_REVIEW,infra.rejet_domestique,309,,REJET_DOMESTIQUE,,,,,MISSING_MAPPING,WAIT_SOURCE_FIX,,,WAIT_SOURCE_FIX|INVALID_SOURCE_DATA|CREATE_NEW_SITE|NOT_USABLE|REVIEW_LATER
c56a00d0-411c-40f9-946d-f5cddfd25ae0,ORPHAN_REVIEW,infra.rejet_domestique,311,,REJET_DOMESTIQUE,,,,,MISSING_MAPPING,WAIT_SOURCE_FIX,,,WAIT_SOURCE_FIX|INVALID_SOURCE_DATA|CREATE_NEW_SITE|NOT_USABLE|REVIEW_LATER
c8adceb8-057e-4ddb-843a-14f3b9d90445,ORPHAN_REVIEW,infra.rejet_domestique,331,,REJET_DOMESTIQUE,,,,,MISSING_MAPPING,WAIT_SOURCE_FIX,,,WAIT_SOURCE_FIX|INVALID_SOURCE_DATA|CREATE_NEW_SITE|NOT_USABLE|REVIEW_LATER
3af968db-7c35-472a-8d6c-4637acea73c8,ORPHAN_REVIEW,infra.rejet_domestique,332,,REJET_DOMESTIQUE,,,,,MISSING_MAPPING,WAIT_SOURCE_FIX,,,WAIT_SOURCE_FIX|INVALID_SOURCE_DATA|CREATE_NEW_SITE|NOT_USABLE|REVIEW_LATER
51d2b7f6-e070-494a-a870-e77026e4a046,ORPHAN_REVIEW,infra.rejet_domestique,360,,REJET_DOMESTIQUE,,,,,MISSING_MAPPING,WAIT_SOURCE_FIX,,,WAIT_SOURCE_FIX|INVALID_SOURCE_DATA|CREATE_NEW_SITE|NOT_USABLE|REVIEW_LATER
44842d50-51fa-4df7-a6d2-e6fd7387e397,ORPHAN_REVIEW,infra.rejet_domestique,362,,REJET_DOMESTIQUE,,,,,MISSING_MAPPING,WAIT_SOURCE_FIX,,,WAIT_SOURCE_FIX|INVALID_SOURCE_DATA|CREATE_NEW_SITE|NOT_USABLE|REVIEW_LATER
87767fb7-71f3-4263-b3c8-a50b727094c6,ORPHAN_REVIEW,infra.rejet_industriel,1,ROY AGRI MAROC,REJET_INDUSTRIEL,,,,,MISSING_MAPPING,WAIT_SOURCE_FIX,,,WAIT_SOURCE_FIX|INVALID_SOURCE_DATA|CREATE_NEW_SITE|NOT_USABLE|REVIEW_LATER
3f264bf8-5c1c-4074-b47e-0160fb3f0d06,ORPHAN_REVIEW,infra.rejet_industriel,10,Sotrameg,REJET_INDUSTRIEL,,,,,MISSING_MAPPING,WAIT_SOURCE_FIX,,,WAIT_SOURCE_FIX|INVALID_SOURCE_DATA|CREATE_NEW_SITE|NOT_USABLE|REVIEW_LATER
45d47c7c-d6e9-4edb-b174-0e34433305b4,ORPHAN_REVIEW,infra.rejet_industriel,11,Sunabel,REJET_INDUSTRIEL,,,,,MISSING_MAPPING,WAIT_SOURCE_FIX,,,WAIT_SOURCE_FIX|INVALID_SOURCE_DATA|CREATE_NEW_SITE|NOT_USABLE|REVIEW_LATER
2b70fb6b-dc30-4d9c-aaec-e8d6f3a8b4f0,ORPHAN_REVIEW,infra.rejet_industriel,2,UNIMER,REJET_INDUSTRIEL,,,,,MISSING_MAPPING,WAIT_SOURCE_FIX,,,WAIT_SOURCE_FIX|INVALID_SOURCE_DATA|CREATE_NEW_SITE|NOT_USABLE|REVIEW_LATER
3433afab-b61b-474f-b7e3-fdb6d71a1b5c,ORPHAN_REVIEW,infra.rejet_industriel,3,NATBERRY MAROC,REJET_INDUSTRIEL,,,,,MISSING_MAPPING,WAIT_SOURCE_FIX,,,WAIT_SOURCE_FIX|INVALID_SOURCE_DATA|CREATE_NEW_SITE|NOT_USABLE|REVIEW_LATER
eb61f343-84ec-4d1c-9a72-ee9c5091cc4a,ORPHAN_REVIEW,infra.rejet_industriel,4,MAZARIA BASSITA,REJET_INDUSTRIEL,,,,,MISSING_MAPPING,WAIT_SOURCE_FIX,,,WAIT_SOURCE_FIX|INVALID_SOURCE_DATA|CREATE_NEW_SITE|NOT_USABLE|REVIEW_LATER
9c0bc52d-a51a-49c5-bed4-8328a21ff884,ORPHAN_REVIEW,infra.rejet_industriel,5,Exta Nouvelle,REJET_INDUSTRIEL,,,,,MISSING_MAPPING,WAIT_SOURCE_FIX,,,WAIT_SOURCE_FIX|INVALID_SOURCE_DATA|CREATE_NEW_SITE|NOT_USABLE|REVIEW_LATER
996b2191-1941-4989-a356-bec74d21de35,ORPHAN_REVIEW,infra.rejet_industriel,6,Tannerie Tazi,REJET_INDUSTRIEL,,,,,MISSING_MAPPING,WAIT_SOURCE_FIX,,,WAIT_SOURCE_FIX|INVALID_SOURCE_DATA|CREATE_NEW_SITE|NOT_USABLE|REVIEW_LATER
e6be3130-2402-45b0-8384-f0a7dfb929e5,ORPHAN_REVIEW,infra.rejet_industriel,7,EnviroPack,REJET_INDUSTRIEL,,,,,MISSING_MAPPING,WAIT_SOURCE_FIX,,,WAIT_SOURCE_FIX|INVALID_SOURCE_DATA|CREATE_NEW_SITE|NOT_USABLE|REVIEW_LATER
c7f174c7-7ae2-48a2-9b88-3466c1693d73,ORPHAN_REVIEW,infra.rejet_industriel,8,Dépôt Arab Huiler,REJET_INDUSTRIEL,,,,,MISSING_MAPPING,WAIT_SOURCE_FIX,,,WAIT_SOURCE_FIX|INVALID_SOURCE_DATA|CREATE_NEW_SITE|NOT_USABLE|REVIEW_LATER
59c9b232-998f-4a01-9a4b-b60c3ba7d14c,ORPHAN_REVIEW,infra.rejet_industriel,9,GASTROMIXTE ,REJET_INDUSTRIEL,,,,,MISSING_MAPPING,WAIT_SOURCE_FIX,,,WAIT_SOURCE_FIX|INVALID_SOURCE_DATA|CREATE_NEW_SITE|NOT_USABLE|REVIEW_LATER
dc0709c7-cabc-4dee-bc04-03892b4389bb,ORPHAN_REVIEW,infra.rejet_inventaire_pollution,29b0b172-8fd1-48e0-90b5-b20cf40cd113,,REJET,,,,,MISSING_MAPPING,WAIT_SOURCE_FIX,,,WAIT_SOURCE_FIX|INVALID_SOURCE_DATA|CREATE_NEW_SITE|NOT_USABLE|REVIEW_LATER
2a6ea0dc-17a5-4df8-b6a9-ad7e901393ca,ORPHAN_REVIEW,infra.rejet_inventaire_pollution,462f7ec1-92b4-4d6c-9784-0382911ab0f2,,REJET,,,,,MISSING_MAPPING,WAIT_SOURCE_FIX,,,WAIT_SOURCE_FIX|INVALID_SOURCE_DATA|CREATE_NEW_SITE|NOT_USABLE|REVIEW_LATER
af1fc9df-a1ab-4008-805f-fddde13ea283,ORPHAN_REVIEW,infra.rejet_inventaire_pollution,778547ee-220a-43fa-9123-3ed3f2406316,,REJET,,,,,MISSING_MAPPING,WAIT_SOURCE_FIX,,,WAIT_SOURCE_FIX|INVALID_SOURCE_DATA|CREATE_NEW_SITE|NOT_USABLE|REVIEW_LATER
992cfc85-9ad8-498e-839e-4d32abdf501c,ORPHAN_REVIEW,infra.rejet_inventaire_pollution,8d6f3db5-3a75-47c8-8bf5-693dd953c212,,REJET,,,,,MISSING_MAPPING,WAIT_SOURCE_FIX,,,WAIT_SOURCE_FIX|INVALID_SOURCE_DATA|CREATE_NEW_SITE|NOT_USABLE|REVIEW_LATER
e98e18fe-7730-4c59-ba25-918e468015ef,ORPHAN_REVIEW,infra.rejet_inventaire_pollution,b27bff10-0d5a-4343-a832-9918ff29326d,,REJET,,,,,MISSING_MAPPING,WAIT_SOURCE_FIX,,,WAIT_SOURCE_FIX|INVALID_SOURCE_DATA|CREATE_NEW_SITE|NOT_USABLE|REVIEW_LATER
27358f5e-f9b2-4f68-ad18-b4ec394a049a,ORPHAN_REVIEW,infra.rejet_inventaire_pollution,c8f8cfe5-d07f-4754-a9fc-e05babff954d,,REJET,,,,,MISSING_MAPPING,WAIT_SOURCE_FIX,,,WAIT_SOURCE_FIX|INVALID_SOURCE_DATA|CREATE_NEW_SITE|NOT_USABLE|REVIEW_LATER
0d9fc650-6a67-4dc6-821c-56563269ddf7,ORPHAN_REVIEW,infra.rejet_inventaire_pollution,d00ee170-d1b3-4df9-8a11-b78755c76d0f,,REJET,,,,,MISSING_MAPPING,WAIT_SOURCE_FIX,,,WAIT_SOURCE_FIX|INVALID_SOURCE_DATA|CREATE_NEW_SITE|NOT_USABLE|REVIEW_LATER
df77bc58-0158-409b-b7ab-1d4202e4b27c,ORPHAN_REVIEW,infra.step,8,,STEP,,,,,MISSING_MAPPING,WAIT_SOURCE_FIX,,,WAIT_SOURCE_FIX|INVALID_SOURCE_DATA|CREATE_NEW_SITE|NOT_USABLE|REVIEW_LATER
c6ef02bc-cda7-4834-b5ff-e4a79d764d46,ORPHAN_REVIEW,infra.step,9,,STEP,,,,,MISSING_MAPPING,WAIT_SOURCE_FIX,,,WAIT_SOURCE_FIX|INVALID_SOURCE_DATA|CREATE_NEW_SITE|NOT_USABLE|REVIEW_LATER
ce90186c-fe09-4352-afa5-e94ea9f1ded6,ORPHAN_REVIEW,infra.step_inventaire_pollution,5db5b9da-f1d7-4812-b80b-914178feec97,,STEP,,,,,MISSING_MAPPING,WAIT_SOURCE_FIX,,,WAIT_SOURCE_FIX|INVALID_SOURCE_DATA|CREATE_NEW_SITE|NOT_USABLE|REVIEW_LATER
