base,schema,table,type_table,mode_detection,parametre_observe,parametre_normalise_auto,colonne_parametre,colonne_valeur,unite_detectee,volume_lignes,volume_valeurs_non_nulles,nb_valeurs_nulles,nb_valeurs_negatives,nb_valeurs_non_numeriques,min_valeur,max_valeur,premiere_date,derniere_date,exemple_valeur_1,exemple_valeur_2,exemple_valeur_3,source_origine,commentaire_auto,qualite_detection
abh_sad,qualite,source_pollution_mesure_param,pollution,colonne_parametre,CT,ct,param_code_legacy,valeur_raw,à confirmer,141,141,0,0,141,,,2026-04-03 14:40:19.178358+00,2026-04-03 14:40:19.178358+00,-,"1,0 x 107","1,0x105",db,paramètre pollution hérité,forte
abh_sad,qualite,source_pollution_mesure_param,pollution,colonne_parametre,Cu,cu,param_code_legacy,valeur_raw,à confirmer,141,141,0,0,122,0.018,0.234,2026-04-03 15:51:33.488142+00,2026-04-03 15:51:33.488142+00,-,0.018,0.022,db,paramètre pollution hérité,forte
abh_sad,qualite,source_pollution_mesure_param,pollution,colonne_parametre,DBO5,dbo5,param_code_legacy,valeur_raw,à confirmer,141,141,0,0,0,0.00000000000,17450.57000000000,2026-04-03 14:40:19.178358+00,2026-04-03 14:40:19.178358+00,0.00000000000,1.50250000000,107.11500000000,db,paramètre pollution hérité,forte
abh_sad,qualite,source_pollution_mesure_param,pollution,colonne_parametre,DCO,dco,param_code_legacy,valeur_raw,à confirmer,141,141,0,0,0,0.00000000000,30720.00000000000,2026-04-03 14:40:19.178358+00,2026-04-03 14:40:19.178358+00,0.00000000000,1029.12000000000,1052.16000000000,db,paramètre pollution hérité,forte
abh_sad,qualite,source_pollution_mesure_param,pollution,colonne_parametre,Fe,fe,param_code_legacy,valeur_raw,à confirmer,141,141,0,0,105,0.350,43.2,2026-04-03 14:40:19.178358+00,2026-04-03 14:40:19.178358+00,-,0.350,0.661,db,paramètre pollution hérité,forte
abh_sad,qualite,source_pollution_mesure_param,pollution,colonne_parametre,Fe2_,fe2,param_code_legacy,valeur_raw,à confirmer,141,141,0,0,140,5.624,5.624,2026-04-03 15:51:33.488142+00,2026-04-03 15:51:33.488142+00,-,5.624,,db,paramètre pollution hérité,forte
abh_sad,qualite,source_pollution_mesure_param,pollution,colonne_parametre,Hg,huiles graisses,param_code_legacy,valeur_raw,à confirmer,141,141,0,0,136,0.00026,0.00042,2026-04-03 15:51:33.488142+00,2026-04-03 15:51:33.488142+00,-,"<0,00025",0.00026,db,paramètre pollution hérité,forte
abh_sad,qualite,source_pollution_mesure_param,pollution,colonne_parametre,Huiles_Gra,huiles gra,param_code_legacy,valeur_raw,à confirmer,141,141,0,0,110,0.595,126,2026-04-03 15:51:33.488142+00,2026-04-03 15:51:33.488142+00,-,"< 1,7","<0,377",db,paramètre pollution hérité,forte
abh_sad,qualite,source_pollution_mesure_param,pollution,colonne_parametre,K_,k,param_code_legacy,valeur_raw,à confirmer,141,141,0,0,0,0.00000000000,633.00000000000,2026-04-03 15:51:33.488142+00,2026-04-03 15:51:33.488142+00,0.00000000000,10.60000000000,10.80000000000,db,paramètre pollution hérité,forte
abh_sad,qualite,source_pollution_mesure_param,pollution,colonne_parametre,Li,li,param_code_legacy,valeur_raw,à confirmer,141,141,0,0,135,0.031,0.116,2026-04-03 15:51:33.488142+00,2026-04-03 15:51:33.488142+00,-,"<0,020",0.031,db,paramètre pollution hérité,forte
abh_sad,qualite,source_pollution_mesure_param,pollution,colonne_parametre,MES,mes,param_code_legacy,valeur_raw,à confirmer,141,141,0,0,41,16.7,24008,2026-04-03 14:40:19.178358+00,2026-04-03 14:40:19.178358+00,-,"<3,11",1016,db,paramètre pollution hérité,forte
abh_sad,qualite,source_pollution_mesure_param,pollution,colonne_parametre,Mg__,mg,param_code_legacy,valeur_raw,à confirmer,141,141,0,0,0,0.00000000000,854.10000000000,2026-04-03 15:51:33.488142+00,2026-04-03 15:51:33.488142+00,0.00000000000,110.60000000000,119.10000000000,db,paramètre pollution hérité,forte
abh_sad,qualite,source_pollution_mesure_param,pollution,colonne_parametre,Mn,mn,param_code_legacy,valeur_raw,à confirmer,141,141,0,0,122,0.072,0.940,2026-04-03 14:40:19.178358+00,2026-04-03 14:40:19.178358+00,-,0.072,0.079,db,paramètre pollution hérité,forte
abh_sad,qualite,source_pollution_mesure_param,pollution,colonne_parametre,Mo,mo,param_code_legacy,valeur_raw,à confirmer,141,141,0,0,137,0.010,0.019,2026-04-03 15:51:33.488142+00,2026-04-03 15:51:33.488142+00,-,"<0,010",0.010,db,paramètre pollution hérité,forte
abh_sad,qualite,source_pollution_mesure_param,pollution,colonne_parametre,Na_,na,param_code_legacy,valeur_raw,à confirmer,141,141,0,0,0,0.00000000000,7573.00000000000,2026-04-03 15:51:33.488142+00,2026-04-03 15:51:33.488142+00,0.00000000000,103.00000000000,113.00000000000,db,paramètre pollution hérité,forte
abh_sad,qualite,source_pollution_mesure_param,pollution,colonne_parametre,NH4_,nh4,param_code_legacy,valeur_raw,à confirmer,141,141,0,0,0,0.00000000000,3420.00000000000,2026-04-03 15:51:33.488142+00,2026-04-03 15:51:33.488142+00,0.00000000000,0.44228571429,10.08000000000,db,paramètre pollution hérité,forte
abh_sad,qualite,source_pollution_mesure_param,pollution,colonne_parametre,Ni,ni,param_code_legacy,valeur_raw,à confirmer,141,141,0,0,126,0.010,0.074,2026-04-03 15:51:33.488142+00,2026-04-03 15:51:33.488142+00,-,"<0,010",0.010,db,paramètre pollution hérité,forte
abh_sad,qualite,source_pollution_mesure_param,pollution,colonne_parametre,NO2_,no2,param_code_legacy,valeur_raw,à confirmer,141,141,0,0,126,0.002,4.65,2026-04-03 15:51:33.488142+00,2026-04-03 15:51:33.488142+00,-,"<0,010",<0.010,db,paramètre pollution hérité,forte
abh_sad,qualite,source_pollution_mesure_param,pollution,colonne_parametre,NO3_,no3,param_code_legacy,valeur_raw,à confirmer,141,141,0,0,62,0.344,207,2026-04-03 15:51:33.488142+00,2026-04-03 15:51:33.488142+00,-,"<0,300",<0.300,db,paramètre pollution hérité,forte
abh_sad,qualite,source_pollution_mesure_param,pollution,colonne_parametre,NTK,ntk,param_code_legacy,valeur_raw,à confirmer,141,141,0,0,0,0.00000000000,3752.00000000000,2026-04-03 15:51:33.488142+00,2026-04-03 15:51:33.488142+00,0.00000000000,10.10000000000,10.40000000000,db,paramètre pollution hérité,forte
abh_sad,qualite,source_pollution_mesure_param,pollution,colonne_parametre,O2_Diss,o2 dissous,param_code_legacy,valeur_raw,à confirmer,141,141,0,0,0,0.00000000000,8.08000000000,2026-04-03 15:51:33.488142+00,2026-04-03 15:51:33.488142+00,0.00000000000,0.11000000000,0.17000000000,db,paramètre pollution hérité,forte
abh_sad,qualite,source_pollution_mesure_param,pollution,colonne_parametre,Pb,pb,param_code_legacy,valeur_raw,à confirmer,141,141,0,0,130,0.012,0.042,2026-04-03 15:51:33.488142+00,2026-04-03 15:51:33.488142+00,-,"<0,010",0.012,db,paramètre pollution hérité,forte
abh_sad,qualite,source_pollution_mesure_param,pollution,colonne_parametre,pH,ph,param_code_legacy,valeur_raw,à confirmer,141,141,0,0,0,0.00000000000,8.70000000000,2026-04-03 14:40:19.178358+00,2026-04-03 14:40:19.178358+00,0.00000000000,6.60000000000,6.65000000000,db,paramètre pollution hérité,forte
abh_sad,qualite,source_pollution_mesure_param,pollution,colonne_parametre,Phénol,phenol,param_code_legacy,valeur_raw,à confirmer,141,141,0,0,116,0.017,2.56,2026-04-03 15:51:33.488142+00,2026-04-03 15:51:33.488142+00,-,"<0,01","<0,065",db,paramètre pollution hérité,forte
abh_sad,qualite,source_pollution_mesure_param,pollution,colonne_parametre,PO43_,po43,param_code_legacy,valeur_raw,à confirmer,141,141,0,0,0,0.00000000000,99.12400000000,2026-04-03 15:51:33.488142+00,2026-04-03 15:51:33.488142+00,0.00000000000,0.33300000000,0.58500000000,db,paramètre pollution hérité,forte
abh_sad,qualite,source_pollution_mesure_param,pollution,colonne_parametre,PT,pt,param_code_legacy,valeur_raw,à confirmer,141,141,0,0,0,0.00000000000,506.03000000000,2026-04-03 15:51:33.488142+00,2026-04-03 15:51:33.488142+00,0.00000000000,1.09000000000,1.17500000000,db,paramètre pollution hérité,forte
abh_sad,qualite,source_pollution_mesure_param,pollution,colonne_parametre,Sb,sb,param_code_legacy,valeur_raw,à confirmer,141,141,0,0,141,,,2026-04-03 15:51:33.488142+00,2026-04-03 15:51:33.488142+00,-,"<0,010",,db,paramètre pollution hérité,forte
abh_sad,qualite,source_pollution_mesure_param,pollution,colonne_parametre,Se,se,param_code_legacy,valeur_raw,à confirmer,141,141,0,0,141,,,2026-04-03 15:51:33.488142+00,2026-04-03 15:51:33.488142+00,-,"<0,010",,db,paramètre pollution hérité,forte
abh_sad,qualite,source_pollution_mesure_param,pollution,colonne_parametre,SF,sf,param_code_legacy,valeur_raw,à confirmer,141,141,0,0,140,30,30,2026-04-03 14:40:19.178358+00,2026-04-03 14:40:19.178358+00,-,"1,0x104","1,0X104",db,paramètre pollution hérité,forte
abh_sad,qualite,source_pollution_mesure_param,pollution,colonne_parametre,Sn,sn,param_code_legacy,valeur_raw,à confirmer,141,141,0,0,126,0.010,0.885,2026-04-03 15:51:33.488142+00,2026-04-03 15:51:33.488142+00,-,0.010,0.014,db,paramètre pollution hérité,forte
abh_sad,qualite,source_pollution_mesure_param,pollution,colonne_parametre,SO4__,so4,param_code_legacy,valeur_raw,à confirmer,141,141,0,0,0,0.00000000000,1959.00000000000,2026-04-03 15:51:33.488142+00,2026-04-03 15:51:33.488142+00,0.00000000000,103.00000000000,108.00000000000,db,paramètre pollution hérité,forte
abh_sad,qualite,source_pollution_mesure_param,pollution,colonne_parametre,Sr,sr,param_code_legacy,valeur_raw,à confirmer,141,141,0,0,138,0.110,0.573,2026-04-03 15:51:33.488142+00,2026-04-03 15:51:33.488142+00,-,0.110,0.148,db,paramètre pollution hérité,forte
abh_sad,qualite,source_pollution_mesure_param,pollution,colonne_parametre,T_air,t air,param_code_legacy,valeur_raw,à confirmer,141,141,0,0,0,0.00000000000,35.00000000000,2026-04-03 14:40:19.178358+00,2026-04-03 14:40:19.178358+00,0.00000000000,10.00000000000,11.00000000000,db,paramètre pollution hérité,forte
abh_sad,qualite,source_pollution_mesure_param,pollution,colonne_parametre,T_eau,temperature eau,param_code_legacy,valeur_raw,à confirmer,141,141,0,0,0,0.00000000000,30.50000000000,2026-04-03 14:40:19.178358+00,2026-04-03 14:40:19.178358+00,0.00000000000,10.10000000000,11.30000000000,db,paramètre pollution hérité,forte
abh_sad,qualite,source_pollution_mesure_param,pollution,colonne_parametre,TH,th,param_code_legacy,valeur_raw,à confirmer,141,141,0,0,0,0.00000000000,437.48447549300,2026-04-03 14:40:19.178358+00,2026-04-03 14:40:19.178358+00,0.00000000000,13.48765432100,16.48339124220,db,paramètre pollution hérité,forte
abh_sad,qualite,source_pollution_mesure_param,pollution,colonne_parametre,Tl,tl,param_code_legacy,valeur_raw,à confirmer,141,141,0,0,136,0.032,0.113,2026-04-03 15:51:33.488142+00,2026-04-03 15:51:33.488142+00,-,0.032,0.050,db,paramètre pollution hérité,forte
abh_sad,qualite,source_pollution_mesure_param,pollution,colonne_parametre,Turbidité,turbidite,param_code_legacy,valeur_raw,à confirmer,141,141,0,0,0,0.00000000000,968.00000000000,2026-04-03 15:51:33.488142+00,2026-04-03 15:51:33.488142+00,0.00000000000,108.00000000000,110.00000000000,db,paramètre pollution hérité,forte
abh_sad,qualite,source_pollution_mesure_param,pollution,colonne_parametre,V,v,param_code_legacy,valeur_raw,à confirmer,141,141,0,0,129,0.011,0.372,2026-04-03 15:51:33.488142+00,2026-04-03 15:51:33.488142+00,-,"<0,010",0.011,db,paramètre pollution hérité,forte
abh_sad,qualite,source_pollution_mesure_param,pollution,colonne_parametre,Zn,zn,param_code_legacy,valeur_raw,à confirmer,141,141,0,0,127,0.056,0.592,2026-04-03 15:51:33.488142+00,2026-04-03 15:51:33.488142+00,-,"<0,00025",0.056,db,paramètre pollution hérité,forte
abh_sad,qualite,suivi_qualite_barrage_garde_hebdo,qualité,colonne_parametre,PO43-(mgP/l),po43- mgp/l,parametre_qualite,valeur,à confirmer,182,182,0,0,0,0.02,0.32,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.02,0.021,0.022,db,paramètre qualité métier,forte
abh_sad,qualite,suivi_qualite_barrage_garde_hebdo,qualité,colonne_parametre,MEST(mg/l),mest mg/l,parametre_qualite,valeur,à confirmer,182,182,0,0,0,6.8,47431,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,10.1,10.3,10.4,db,paramètre qualité métier,forte
abh_sad,qualite,suivi_qualite_barrage_garde_hebdo,qualité,colonne_parametre,Chl.A(µg/l),chl.a g/l,parametre_qualite,valeur,à confirmer,182,180,2,0,0,0.1,68.4,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.1,1.08,1.35,db,paramètre qualité métier,forte
abh_sad,qualite,suivi_qualite_barrage_garde_hebdo,qualité,colonne_parametre,Indicedephénol(mg/l),indicedephenol mg/l,parametre_qualite,valeur,à confirmer,182,182,0,0,0,0.01,0.2,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.01,0.011,0.012,db,paramètre qualité métier,forte
abh_sad,qualite,suivi_qualite_barrage_garde_hebdo,qualité,colonne_parametre,PT(mgP/l),pt mgp/l,parametre_qualite,valeur,à confirmer,182,178,4,0,0,0.05,0.691,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.05,0.051,0.053,db,paramètre qualité métier,forte
abh_sad,qualite,suivi_qualite_barrage_garde_hebdo,qualité,colonne_parametre,pH,ph,parametre_qualite,valeur,à confirmer,182,182,0,0,0,7.3,8.8,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,7.3,7.5,7.6,db,paramètre qualité métier,forte
abh_sad,qualite,suivi_qualite_barrage_garde_hebdo,qualité,colonne_parametre,IP(mgO2/l),ip mgo2/l,parametre_qualite,valeur,à confirmer,182,88,94,0,0,0.80334728,3.49,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.80334728,0.856,1.316872428,db,paramètre qualité métier,forte
abh_sad,qualite,suivi_qualite_barrage_garde_hebdo,qualité,colonne_parametre,Nickel(mg)/l,nickel mg /l,parametre_qualite,valeur,à confirmer,182,22,160,0,0,0.01,0.01,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.01,,,db,paramètre qualité métier,forte
abh_sad,qualite,suivi_qualite_barrage_garde_hebdo,qualité,colonne_parametre,T_eau,temperature eau,parametre_qualite,valeur,à confirmer,182,182,0,0,0,12.6,31.5,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,12.6,12.7,12.8,db,paramètre qualité métier,forte
abh_sad,qualite,suivi_qualite_barrage_garde_hebdo,qualité,colonne_parametre,Litium(mg/l),litium mg/l,parametre_qualite,valeur,à confirmer,182,22,160,0,0,0.0069,0.0643,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.0069,0.0086,0.0117,db,paramètre qualité métier,forte
abh_sad,qualite,suivi_qualite_barrage_garde_hebdo,qualité,colonne_parametre,NH4+(mgNH4+/l),nh4+ mgnh4+/l,parametre_qualite,valeur,à confirmer,182,182,0,0,0,0.02,3.27,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.02,0.021,0.023142857,db,paramètre qualité métier,forte
abh_sad,qualite,suivi_qualite_barrage_garde_hebdo,qualité,colonne_parametre,Cobalt(mg/l)),cobalt mg/l,parametre_qualite,valeur,à confirmer,182,22,160,0,0,0.005,0.005,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.005,,,db,paramètre qualité métier,forte
abh_sad,qualite,suivi_qualite_barrage_garde_hebdo,qualité,colonne_parametre,SiO2(mg/l),sio2 mg/l,parametre_qualite,valeur,à confirmer,182,22,160,0,0,0.709,7.99,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.709,0.858,1.38,db,paramètre qualité métier,forte
abh_sad,qualite,suivi_qualite_barrage_garde_hebdo,qualité,colonne_parametre,Aluminium(mg/l),aluminium mg/l,parametre_qualite,valeur,à confirmer,182,22,160,0,0,0.01,0.2478,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.01,0.0192,0.0216,db,paramètre qualité métier,forte
abh_sad,qualite,suivi_qualite_barrage_garde_hebdo,qualité,colonne_parametre,Manganèse(mg/l),manganese mg/l,parametre_qualite,valeur,à confirmer,182,180,2,0,0,0.005,0.137,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.005,0.05,0.064,db,paramètre qualité métier,forte
abh_sad,qualite,suivi_qualite_barrage_garde_hebdo,qualité,colonne_parametre,Fer(mg/l),fer mg/l,parametre_qualite,valeur,à confirmer,182,22,160,0,0,0.05,0.263,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.05,0.062,0.086,db,paramètre qualité métier,forte
abh_sad,qualite,suivi_qualite_barrage_garde_hebdo,qualité,colonne_parametre,Beryllium(mg/l),beryllium mg/l,parametre_qualite,valeur,à confirmer,182,22,160,0,0,0.005,0.005,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.005,,,db,paramètre qualité métier,forte
abh_sad,qualite,suivi_qualite_barrage_garde_hebdo,qualité,colonne_parametre,Bore(mg/l),bore mg/l,parametre_qualite,valeur,à confirmer,182,22,160,0,0,0.058,0.157,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.058,0.06,0.066,db,paramètre qualité métier,forte
abh_sad,qualite,suivi_qualite_barrage_garde_hebdo,qualité,colonne_parametre,Chrome(mg/l),chrome mg/l,parametre_qualite,valeur,à confirmer,182,22,160,0,0,0.005,0.005,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.005,,,db,paramètre qualité métier,forte
abh_sad,qualite,suivi_qualite_barrage_garde_hebdo,qualité,colonne_parametre,Plomb(mg/l),plomb mg/l,parametre_qualite,valeur,à confirmer,182,22,160,0,0,0.005,0.005,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.005,,,db,paramètre qualité métier,forte
abh_sad,qualite,suivi_qualite_barrage_garde_hebdo,qualité,colonne_parametre,Conductivitéà20°C(µs/cm),conductivite s/cm,parametre_qualite,valeur,à confirmer,182,182,0,0,0,676,3160,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,1011,1015,1016,db,paramètre qualité métier,forte
abh_sad,qualite,suivi_qualite_barrage_garde_hebdo,qualité,colonne_parametre,DisquedeSecchi(m),disquedesecchi m,parametre_qualite,valeur,à confirmer,182,91,91,0,0,0.01,1.2,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.01,0.15,0.2,db,paramètre qualité métier,forte
abh_sad,qualite,suivi_qualite_barrage_garde_hebdo,qualité,colonne_parametre,Sélénium(mg/l),selenium mg/l,parametre_qualite,valeur,à confirmer,182,22,160,0,0,0.005,0.005,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.005,,,db,paramètre qualité métier,forte
abh_sad,qualite,suivi_qualite_barrage_garde_hebdo,qualité,colonne_parametre,O2dissous(mgd'O2/l),o2dissous mgd'o2/l,parametre_qualite,valeur,à confirmer,182,182,0,0,0,4.14,16.3,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,10,10.04,10.12,db,paramètre qualité métier,forte
abh_sad,qualite,suivi_qualite_barrage_garde_hebdo,qualité,colonne_parametre,Cl-(mg/l),cl- mg/l,parametre_qualite,valeur,à confirmer,182,92,90,0,0,123,634,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,123,127,128,db,paramètre qualité métier,forte
abh_sad,qualite,suivi_qualite_barrage_garde_hebdo,qualité,colonne_parametre,SO4(mg/l),so4 mg/l,parametre_qualite,valeur,à confirmer,182,180,2,0,0,0.281,248,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.281,0.285,101,db,paramètre qualité métier,forte
abh_sad,qualite,suivi_qualite_barrage_garde_hebdo,qualité,colonne_parametre,NO3-(mg/l),no3- mg/l,parametre_qualite,valeur,à confirmer,182,180,2,0,0,0.892,81.7,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.892,0.948,1.106,db,paramètre qualité métier,forte
abh_sad,qualite,suivi_qualite_barrage_garde_hebdo,qualité,colonne_parametre,CF(UFC/100mL),cf ufc/100ml,parametre_qualite,valeur,à confirmer,182,88,94,0,0,0,110000,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0,10,100,db,paramètre qualité métier,forte
abh_sad,qualite,suivi_qualite_barrage_garde_hebdo,qualité,colonne_parametre,Ferdissous(mg/l),ferdissous mg/l,parametre_qualite,valeur,à confirmer,182,180,2,0,0,0.005,0.522,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.005,0.01,0.018,db,paramètre qualité métier,forte
abh_sad,qualite,suivi_qualite_barrage_garde_hebdo,qualité,colonne_parametre,Cuivre(mg/l),cuivre mg/l,parametre_qualite,valeur,à confirmer,182,22,160,0,0,0.005,0.0217,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.005,0.0052,0.0101,db,paramètre qualité métier,forte
abh_sad,qualite,suivi_qualite_barrage_garde_hebdo,qualité,colonne_parametre,Zinc(mg/l),zinc mg/l,parametre_qualite,valeur,à confirmer,182,22,160,0,0,0.01,0.0211,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.01,0.0123,0.0167,db,paramètre qualité métier,forte
abh_sad,qualite,suivi_qualite_barrage_garde_hebdo,qualité,colonne_parametre,Cadmium(mg/l),cadmium mg/l,parametre_qualite,valeur,à confirmer,182,22,160,0,0,0.0005,0.0005,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.0005,,,db,paramètre qualité métier,forte
abh_sad,qualite,suivi_qualite_barrage_garde_hebdo,qualité,colonne_parametre,Molybdène(mg/l),molybdene mg/l,parametre_qualite,valeur,à confirmer,182,22,160,0,0,0.01,0.01,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.01,,,db,paramètre qualité métier,forte
abh_sad,qualite,suivi_qualite_barrage_garde_hebdo,qualité,colonne_parametre,Arsenic(mg/l),arsenic mg/l,parametre_qualite,valeur,à confirmer,182,22,160,0,0,0.005,0.005,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.005,,,db,paramètre qualité métier,forte
abh_sad,qualite,suivi_qualite_barrage_garde_hebdo,qualité,colonne_parametre,T_air,t air,parametre_qualite,valeur,à confirmer,182,182,0,0,0,9,42,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,11,13,14,db,paramètre qualité métier,forte
abh_sad,qualite,suivi_qualite_barrage_garde_hebdo,qualité,colonne_parametre,Mercure(mg/l),mercure mg/l,parametre_qualite,valeur,à confirmer,182,22,160,0,0,0.00025,0.564,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.00025,0.564,,db,paramètre qualité métier,forte
abh_sad,qualite,suivi_qualite_barrage_garde_hebdo,qualité,colonne_parametre,Vanadium(mg/l),vanadium mg/l,parametre_qualite,valeur,à confirmer,182,22,160,0,0,0.005,0.01,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.005,0.01,,db,paramètre qualité métier,forte
abh_sad,qualite,suivi_qualite_barrage_garde_hebdo,qualité,colonne_parametre,F-(mg/l),f- mg/l,parametre_qualite,valeur,à confirmer,181,22,159,0,0,0.168,0.564,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.168,0.178,0.204,db,paramètre qualité métier,forte
abh_sad,qualite,suivi_qualite_barrage_garde_hebdo,qualité,colonne_parametre,CN(mg/l),cn mg/l,parametre_qualite,valeur,à confirmer,179,22,157,0,0,0.02,0.02,2023-01-03 00:00:00+00,2025-09-22 00:00:00+00,0.02,,,db,paramètre qualité métier,forte
abh_sad,swat_sebou,swat_reach_results,SWAT,swat_output,flow_in,flow in,,flow_in,à confirmer,0,0,0,,0,,,,,,,,db,variable modèle,forte
abh_sad,swat_sebou,swat_reach_results,SWAT,swat_output,flow_out,flow out,,flow_out,à confirmer,0,0,0,,0,,,,,,,,db,variable modèle,forte
abh_sad,swat_sebou,swat_reach_results,SWAT,swat_output,sed_in,sed in,,sed_in,à confirmer,0,0,0,,0,,,,,,,,db,variable modèle,forte
abh_sad,swat_sebou,swat_reach_results,SWAT,swat_output,sed_out,sed out,,sed_out,à confirmer,0,0,0,,0,,,,,,,,db,variable modèle,forte
abh_sad,swat_sebou,swat_reach_results,SWAT,swat_output,no3_out,no3 out,,no3_out,à confirmer,0,0,0,,0,,,,,,,,db,variable modèle,forte
abh_sad,swat_sebou,swat_reach_results,SWAT,swat_output,orgp_out,orgp out,,orgp_out,à confirmer,0,0,0,,0,,,,,,,,db,variable modèle,forte
abh_sad,swat_sebou,swat_reach_results,SWAT,swat_output,chla_out,chla out,,chla_out,à confirmer,0,0,0,,0,,,,,,,,db,variable modèle,forte
abh_sad,swat_sebou,swat_subbasin_results,SWAT,swat_output,precip,precip,,precip,à confirmer,0,0,0,,0,,,,,,,,db,variable modèle,forte
abh_sad,swat_sebou,swat_subbasin_results,SWAT,swat_output,sedp,sedp,,sedp,à confirmer,0,0,0,,0,,,,,,,,db,variable modèle,forte
abh_sad,swat_sebou,swat_subbasin_results,SWAT,swat_output,orgn,orgn,,orgn,à confirmer,0,0,0,,0,,,,,,,,db,variable modèle,forte
abh_sad,swat_sebou,swat_subbasin_results,SWAT,swat_output,solp,solp,,solp,à confirmer,0,0,0,,0,,,,,,,,db,variable modèle,forte
abh_sad,wasp_output,mesure_qualite_segment_ts,WASP,colonne_parametre,TCBOD,tcbo2 dissous,code_parametre,valeur,à confirmer,80388,80388,0,0,0,0,51.74196,2015-09-01 00:00:00+00,2025-08-31 09:41:00+00,0,0.000100702026,0.00010791974,db,code paramètre ou libellé hérité,moyenne
abh_sad,wasp_output,mesure_qualite_segment_ts,WASP,colonne_parametre,TN,tn,code_parametre,valeur,à confirmer,80388,80388,0,0,0,0,192.3133,2015-09-01 00:00:00+00,2025-08-31 09:41:00+00,0,0.00010095208,0.00010270675,db,code paramètre ou libellé hérité,moyenne
abh_sad,wasp_output,mesure_qualite_segment_ts,WASP,colonne_parametre,DO,do,code_parametre,valeur,à confirmer,80388,80388,0,0,0,0.00015072497,14.677821,2015-09-01 00:00:00+00,2025-08-31 09:41:00+00,0.00015072497,0.0001778318,0.000182162,db,code paramètre ou libellé hérité,moyenne
abh_sad,wasp_output,mesure_qualite_segment_ts,WASP,colonne_parametre,PH,ph,code_parametre,valeur,à confirmer,76734,76734,0,0,0,7.000068,12.414526,2015-09-01 00:00:00+00,2025-08-31 09:41:00+00,10.000012,10.000034,10.000145,db,code paramètre ou libellé hérité,moyenne
abh_sad,wasp_output,mesure_qualite_segment_ts,WASP,colonne_parametre,WATER_AGE,water age,code_parametre,valeur,à confirmer,76734,76734,0,0,0,1.0416669e-06,59.95033,2015-09-01 00:00:00+00,2025-08-31 09:41:00+00,0.03007652,0.038084127,0.040528588,db,code paramètre ou libellé hérité,moyenne
abh_sad,wasp_output,mesure_qualite_segment_ts,WASP,colonne_parametre,NO3_N,no3 n,code_parametre,valeur,à confirmer,76734,76734,0,0,0,0,28.551165,2015-09-01 00:00:00+00,2025-08-31 09:41:00+00,0,0.00010026327,0.00010212003,db,code paramètre ou libellé hérité,moyenne
abh_sad,wasp_output,mesure_qualite_segment_ts,WASP,colonne_parametre,CBOD_U,cbo2 dissous u,code_parametre,valeur,à confirmer,76734,76734,0,0,0,0,51.74196,2015-09-01 00:00:00+00,2025-08-31 09:41:00+00,0,0.000100702026,0.00010791974,db,code paramètre ou libellé hérité,moyenne
