source_schema,source_table,source_column_parametre,source_column_valeur,parametre_source,parametre_source_normalise,parametre_standard_metier,code_parametre_canonique,mapping_status,mapping_confidence,unite_source,unite_source_resolue,unite_standard,statut_unite,conversion_regle,regle_parsing,qa_flags,scope_migration,volume_total,nb_non_numerique,exemples_valeurs,action_migration,commentaire_preparation
staging,raw_mesures_qualite_nappes,parametre_qualite,val_qual_nap,Cr,cr,Cr,CR,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED,MESURE,3,0,valeur=0.02; date=1991-03-22; point=1161/15 || valeur=0.013; date=1991-03-26; point=160/15 || valeur=0.085; date=1993-08-10; point=897/16,MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_mesures_qualite_rivieres,parametre_qualite,val_qual_riv,Cr,cr,Cr,CR,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED,MESURE,54,0,valeur=200; date=1988-10-05; point=2496/15 || valeur=0.01; date=1988-10-06; point=1236/14 || valeur=20; date=1989-03-23; point=609/9,MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_idp_2024_mesures_qualite_globale,parametre_qualite,val_qual,Sb,sb,Sb,SB,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | NON_NUMERIC_PRESENT | UNIT_ASSUMED,MESURE,46,45,"valeur=<0,010; date=2024-09-13; point=S8 (Aval Ferme Agricole sidi kamel) || valeur=<0,010; date=2024-09-18; point=S29 (Aval_Conf_Rejet_Douar Ouled Jrir || valeur=<0,010; date=2024-09-18; point=S30 (Aval_Conf_Rejet_SHZ (Sidi Harazem)",MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_mesures_qualite_nappes,parametre_qualite,val_qual_nap,CrT,crt,Cr,CR,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED,MESURE,2,0,valeur=0.06; date=1991-03-27; point=2881/15 || valeur=0.02; date=1991-03-28; point=2043/15,MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_mesures_qualite_rivieres,parametre_qualite,val_qual_riv,CrT,crt,Cr,CR,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED,MESURE,389,0,valeur=0.005; date=1990-01-31; point=2496/15 || valeur=0.07; date=1994-05-17; point=2817/15 || valeur=0.05; date=1994-05-24; point=1236/14,MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_idp_2024_mesures_qualite_globale,parametre_qualite,val_qual,Cd,cd,Cd,CD,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | NON_NUMERIC_PRESENT | UNIT_ASSUMED,MESURE,46,44,"valeur=<0,0005; date=2024-09-13; point=S8 (Aval Ferme Agricole sidi kamel) || valeur=<0,0005; date=2024-09-18; point=S29 (Aval_Conf_Rejet_Douar Ouled Jrir || valeur=<0,0005; date=2024-09-18; point=S30 (Aval_Conf_Rejet_SHZ (Sidi Harazem)",MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_idp_2024_mesures_qualite_marche_cadre,parametre_qualite,val_qual,NH4+,nh4plus,NH4+,NH4,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + pas_conversion_N_NH4 + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | NON_NUMERIC_PRESENT | UNIT_ASSUMED,MESURE,127,41,aucun exemple non nul,MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_mesures_qualite_barrages,parametre_qualite,val_qual_barr,CT,ct,CT,CT,MAPPED,0.95,mg/L,UFC/100 mL,UFC/100 mL,UNIT_ASSUMED,aucune,numeric_microbio + decimal_comma + scientific_notation + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_CONFLICT | UNIT_ASSUMED,MESURE,135,0,valeur=3000; date=1988-10-14; point=788/21 || valeur=1000; date=1989-03-24; point=788/21 || valeur=9000; date=1994-05-30; point=3546/8,MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_mesures_qualite_nappes,parametre_qualite,val_qual_nap,CT,ct,CT,CT,MAPPED,0.95,mg/L,UFC/100 mL,UFC/100 mL,UNIT_ASSUMED,aucune,numeric_microbio + decimal_comma + scientific_notation + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_CONFLICT | UNIT_ASSUMED,MESURE,2560,0,valeur=16; date=1988-10-03; point=1652/22 || valeur=68000; date=1988-10-19; point=1475/9 || valeur=200; date=1989-03-31; point=2528/15,MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_mesures_qualite_rivieres,parametre_qualite,val_qual_riv,CT,ct,CT,CT,MAPPED,0.95,mg/L,UFC/100 mL,UFC/100 mL,UNIT_ASSUMED,aucune,numeric_microbio + decimal_comma + scientific_notation + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_CONFLICT | UNIT_ASSUMED,MESURE,1756,0,valeur=55000000; date=1988-09-20; point=2817/15 || valeur=26000; date=1988-10-05; point=2496/15 || valeur=26000; date=1988-10-06; point=1236/14,MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_types_mesures,parametre_qualite,,CT,ct,CT,CT,MAPPED,0.95,mg/L,UFC/100 mL,UFC/100 mL,UNIT_ASSUMED,aucune,numeric_microbio + decimal_comma + scientific_notation + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_CONFLICT | UNIT_ASSUMED | REFERENCE_ONLY,REFERENCE,1,0,colonne_valeur_absente,QUARANTAINE,Ligne de référentiel/source sans colonne valeur ; hors lot de migration des mesures.
staging,raw_idp_2024_mesures_qualite_marche_cadre,parametre_qualite,val_qual,NH4+ Spect,nh4plus_spect,NH4+,NH4,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + pas_conversion_N_NH4 + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | NON_NUMERIC_PRESENT | UNIT_ASSUMED,MESURE,127,41,"valeur=<0,016; date=2025-10-06; point=FORAGE ABD NBI BOUTABEQ || valeur=<0,016; date=2025-10-06; point=PUITS DAR BEL GHAZI || valeur=5,04; date=2025-10-06; point=DAYAT FOUARATE",MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_mesures_qualite_nappes,parametre_qualite,val_qual_nap,Cu,cu,Cu,CU,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED,MESURE,5,0,valeur=0.02; date=1991-03-22; point=1161/15 || valeur=0.02; date=1991-03-26; point=160/15 || valeur=0.8; date=1991-03-27; point=2881/15,MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_mesures_qualite_rivieres,parametre_qualite,val_qual_riv,Cu,cu,Cu,CU,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED,MESURE,272,0,valeur=0.005; date=1990-01-31; point=2496/15 || valeur=0.009; date=1990-02-01; point=1359/8 || valeur=0.004; date=1990-02-05; point=3261/14,MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_idp_2024_mesures_qualite_globale,parametre_qualite,val_qual,Mo,mo,Molybdène,MO_METAL,MAPPED,0.25,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | NON_NUMERIC_PRESENT | UNIT_ASSUMED | ATTR_MOLYBDENE,MESURE,46,40,"valeur=<0,010; date=2024-09-13; point=S8 (Aval Ferme Agricole sidi kamel) || valeur=<0,010; date=2024-09-18; point=S29 (Aval_Conf_Rejet_Douar Ouled Jrir || valeur=<0,010; date=2024-09-18; point=S30 (Aval_Conf_Rejet_SHZ (Sidi Harazem)",MIGRER_AVEC_FLAG,Séparation explicite Molybdène vs Matière organique.
staging,raw_suivi_qualite_brg_garde_hebdo,parametre_qualite,val_qual_brg_garde_hebdo,Cuivre(mg/l),cuivre_mg_l,Cu,CU,MAPPED,0.95,mg/l,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK,MESURE,182,0,valeur=0.005; date=2024-11-20; point=n/a || valeur=0.005; date=2024-12-11; point=n/a || valeur=0.005; date=2025-01-08; point=n/a,MIGRER,
staging,raw_idp_2024_mesures_qualite_marche_cadre,parametre_qualite,val_qual,IP,ip,Phenol,PHENOL,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + unite_nettoyee + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | NON_NUMERIC_PRESENT | UNIT_ASSUMED,MESURE,50,37,"valeur=<0,45; date=2025-10-06; point=FORAGE ABD NBI BOUTABEQ || valeur=<0,45; date=2025-10-06; point=PUITS DAR BEL GHAZI || valeur=0,667; date=2025-10-06; point=PUITS KBIR BOUTARTA",MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_idp_2024_mesures_qualite_marche_cadre,parametre_qualite,val_qual,PO43-,po43,PO4³-,PO4,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | NON_NUMERIC_PRESENT | UNIT_ASSUMED,MESURE,77,37,"valeur=1,62; date=2025-10-06; point=DAYAT FOUARATE || valeur=0,052; date=2025-10-06; point=DAYAT SIDI BOUGHABA || valeur=5,06; date=2025-10-07; point=AVAL STEP SIDI SLIMANE",MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_mesures_qualite_barrages,parametre_qualite,val_qual_barr,DBO5,dbo5,DBO5,DBO5,MAPPED,0.95,mg O2/L,mg O2/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + condition_mesure_dec2h + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_CONFLICT,MESURE,138,0,valeur=3; date=1988-10-14; point=788/21 || valeur=2; date=1989-03-24; point=788/21 || valeur=2; date=1990-01-30; point=788/21,MIGRER,
staging,raw_mesures_qualite_nappes,parametre_qualite,val_qual_nap,DBO5,dbo5,DBO5,DBO5,MAPPED,0.95,mg O2/L,mg O2/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + condition_mesure_dec2h + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_CONFLICT,MESURE,10,0,valeur=2; date=1988-10-19; point=1475/9 || valeur=2; date=1990-09-20; point=1182/14 || valeur=21; date=1990-09-21; point=2881/15,MIGRER,
staging,raw_mesures_qualite_rivieres,parametre_qualite,val_qual_riv,DBO5,dbo5,DBO5,DBO5,MAPPED,0.95,mg O2/L,mg O2/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + condition_mesure_dec2h + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_CONFLICT,MESURE,1961,0,valeur=97; date=1988-09-20; point=2817/15 || valeur=204; date=1988-09-22; point=1000/23 || valeur=3; date=1988-10-04; point=2169/15,MIGRER,
staging,raw_suivi_qualite_sebou_jr,parametre_qualite,val_qual_sebou_jr,DBO5,dbo5,DBO5,DBO5,MAPPED,0.95,mg O2/L,mg O2/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + condition_mesure_dec2h + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_CONFLICT,MESURE,4572,0,valeur=NaN; date=2023-12-07; point=2263/15 || valeur=NaN; date=2023-12-08; point=2263/15 || valeur=NaN; date=2023-12-09; point=2263/15,MIGRER_AVEC_FLAG,
staging,raw_types_mesures,parametre_qualite,,DBO5,dbo5,DBO5,DBO5,MAPPED,0.95,mg O2/L,mg O2/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + condition_mesure_dec2h + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_CONFLICT | REFERENCE_ONLY,REFERENCE,1,0,colonne_valeur_absente,QUARANTAINE,Ligne de référentiel/source sans colonne valeur ; hors lot de migration des mesures.
staging,raw_mesures_qualite_rivieres,parametre_qualite,val_qual_riv,DBO5_dec2h,dbo5_dec2h,DBO5_dec2h,DBO5_DEC2H,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + condition_mesure_dec2h + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED,MESURE,24,0,valeur=1; date=1990-01-31; point=2496/15 || valeur=3.2; date=1990-02-07; point=609/9 || valeur=55; date=1990-03-19; point=1000/23,MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_idp_2024_mesures_qualite_globale,parametre_qualite,val_qual,Phénol,phenol,Phenol,PHENOL,MAPPED,0.95,mg/L,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + unite_nettoyee + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK | NON_NUMERIC_PRESENT,MESURE,72,33,"valeur=<0.01; date=2024-09-13; point=S8 (Aval Ferme Agricole sidi kamel) || valeur=0,089; date=2024-09-13; point=REJET R1 EM (R1: SHZ-DOM2-R1) || valeur=0,065; date=2024-09-13; point=REJET R2 EM  (R2: SHZ-DOM2-R2)",MIGRER_AVEC_FLAG,
staging,raw_idp_2024_mesures_qualite_marche_cadre,parametre_qualite,val_qual,Fe,fe,Fe,FE,MAPPED,0.95,mg/L,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + forme_chimique_obligatoire + limites_detection + quarantine_si_forme_absente,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | FORME_CHIMIQUE_GEREE_D3_1 | UNIT_OK | NON_NUMERIC_PRESENT | FORME_CHIMIQUE_TOTAL_DEDUITE,MESURE,78,32,"valeur=<0,050; date=2025-10-06; point=FORAGE ABD NBI BOUTABEQ || valeur=<0,050; date=2025-10-06; point=PUITS DAR BEL GHAZI || valeur=<0,050; date=2025-10-06; point=PUITS KBIR BOUTARTA",MIGRER_AVEC_FLAG,
staging,raw_mesures_qualite_barrages,parametre_qualite,val_qual_barr,DCO,dco,DCO_dec2h,DCO_DEC2H,MAPPED,0.95,mg O2/L,mg O2/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + condition_mesure_dec2h + qa_DCO_DBO5 + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | QA_DCO_DBO5 | UNIT_CONFLICT,MESURE,137,0,valeur=32; date=1988-10-14; point=788/21 || valeur=12; date=1989-03-24; point=788/21 || valeur=30; date=1990-01-30; point=788/21,MIGRER,
staging,raw_mesures_qualite_nappes,parametre_qualite,val_qual_nap,DCO,dco,DCO_dec2h,DCO_DEC2H,MAPPED,0.95,mg O2/L,mg O2/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + condition_mesure_dec2h + qa_DCO_DBO5 + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | QA_DCO_DBO5 | UNIT_CONFLICT,MESURE,179,0,valeur=22; date=1988-10-19; point=1475/9 || valeur=6; date=1990-09-20; point=1182/14 || valeur=4; date=1991-01-24; point=159/22,MIGRER,
staging,raw_mesures_qualite_rivieres,parametre_qualite,val_qual_riv,DCO,dco,DCO_dec2h,DCO_DEC2H,MAPPED,0.95,mg O2/L,mg O2/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + condition_mesure_dec2h + qa_DCO_DBO5 + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | QA_DCO_DBO5 | UNIT_CONFLICT,MESURE,1932,0,valeur=480; date=1988-09-20; point=2817/15 || valeur=454; date=1988-09-22; point=1000/23 || valeur=12; date=1988-10-04; point=2169/15,MIGRER,
staging,raw_suivi_qualite_sebou_jr,parametre_qualite,val_qual_sebou_jr,DCO,dco,DCO_dec2h,DCO_DEC2H,MAPPED,0.95,mg O2/L,mg O2/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + condition_mesure_dec2h + qa_DCO_DBO5 + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | QA_DCO_DBO5 | UNIT_CONFLICT,MESURE,4572,0,valeur=NaN; date=2023-12-07; point=2263/15 || valeur=NaN; date=2023-12-08; point=2263/15 || valeur=NaN; date=2023-12-09; point=2263/15,MIGRER_AVEC_FLAG,
staging,raw_types_mesures,parametre_qualite,,DCO,dco,DCO_dec2h,DCO_DEC2H,MAPPED,0.95,mg O2/L,mg O2/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + condition_mesure_dec2h + qa_DCO_DBO5 + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | QA_DCO_DBO5 | UNIT_CONFLICT | REFERENCE_ONLY,REFERENCE,1,0,colonne_valeur_absente,QUARANTAINE,Ligne de référentiel/source sans colonne valeur ; hors lot de migration des mesures.
staging,raw_idp_2024_mesures_qualite_marche_cadre,parametre_qualite,val_qual,DCO 2h décant.,dco_2h_decant,DCO,DCO,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + condition_mesure_dec2h + qa_DCO_DBO5 + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | QA_DCO_DBO5 | UNIT_MISSING | UNIT_ASSUMED,MESURE,4,0,aucun exemple non nul,MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_idp_2024_mesures_qualite_globale,parametre_qualite,val_qual,DCO D 2h,dco_d_2h,DCO,DCO,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + condition_mesure_dec2h + qa_DCO_DBO5 + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | QA_DCO_DBO5 | UNIT_MISSING | UNIT_ASSUMED,MESURE,2,0,aucun exemple non nul,MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_mesures_qualite_barrages,parametre_qualite,val_qual_barr,DCO_dec2h,dco_dec2h,DCO_dec2h,DCO_DEC2H,MAPPED,0.95,mg O2/L,mg O2/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + condition_mesure_dec2h + qa_DCO_DBO5 + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | QA_DCO_DBO5 | UNIT_CONFLICT,MESURE,1,0,valeur=34.27; date=2002-11-25; point=3546/8,MIGRER,
staging,raw_mesures_qualite_rivieres,parametre_qualite,val_qual_riv,DCO_dec2h,dco_dec2h,DCO_dec2h,DCO_DEC2H,MAPPED,0.95,mg O2/L,mg O2/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + condition_mesure_dec2h + qa_DCO_DBO5 + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | QA_DCO_DBO5 | UNIT_CONFLICT,MESURE,57,0,valeur=16; date=1990-01-31; point=2496/15 || valeur=10; date=1990-02-07; point=609/9 || valeur=144; date=1990-03-19; point=1000/23,MIGRER,
staging,raw_types_mesures,parametre_qualite,,DCO_dec2h,dco_dec2h,DCO_dec2h,DCO_DEC2H,MAPPED,0.95,mg O2/L,mg O2/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + condition_mesure_dec2h + qa_DCO_DBO5 + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | QA_DCO_DBO5 | UNIT_CONFLICT | REFERENCE_ONLY,REFERENCE,1,0,colonne_valeur_absente,QUARANTAINE,Ligne de référentiel/source sans colonne valeur ; hors lot de migration des mesures.
staging,raw_mesures_debit_sources,,debit,debit,debit,Debit,DEBIT,MAPPED,0.90,à confirmer,m3/s,m3/s,UNIT_ASSUMED,aucune,numeric_decimal_comma + timestep + flags_series_temporelles + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | FLAG_GAP_TIME_SERIES | FLAG_TIMESTEP_IRREGULAR | FLAG_DUPLICATE_TIMESTEP | UNIT_MISSING | UNIT_ASSUMED,MESURE,2816,0,valeur=842; date=n/a; point=n/a || valeur=273; date=n/a; point=n/a || valeur=2206; date=n/a; point=n/a,MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_mesures_qualite_barrages,parametre_qualite,val_qual_barr,Debit,debit,Debit,DEBIT,MAPPED,0.90,m³/s,m3/s,m3/s,UNIT_OK,aucune,numeric_decimal_comma + timestep + flags_series_temporelles + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | FLAG_GAP_TIME_SERIES | FLAG_TIMESTEP_IRREGULAR | FLAG_DUPLICATE_TIMESTEP | UNIT_UNKNOWN,MESURE,8,0,valeur=369; date=1988-10-14; point=788/21 || valeur=5050; date=1989-03-24; point=788/21 || valeur=4100; date=1990-01-30; point=788/21,MIGRER_AVEC_FLAG,
staging,raw_mesures_qualite_nappes,parametre_qualite,val_qual_nap,Debit,debit,Debit,DEBIT,MAPPED,0.90,m³/s,m3/s,m3/s,UNIT_OK,aucune,numeric_decimal_comma + timestep + flags_series_temporelles + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | FLAG_GAP_TIME_SERIES | FLAG_TIMESTEP_IRREGULAR | FLAG_DUPLICATE_TIMESTEP | UNIT_UNKNOWN,MESURE,5,0,valeur=519; date=1988-10-19; point=1475/9 || valeur=31.6; date=1990-09-20; point=1182/14 || valeur=10; date=1990-09-21; point=2881/15,MIGRER_AVEC_FLAG,
staging,raw_mesures_qualite_rivieres,parametre_qualite,val_qual_riv,Debit,debit,Debit,DEBIT,MAPPED,0.90,m³/s,m3/s,m3/s,UNIT_OK,aucune,numeric_decimal_comma + timestep + flags_series_temporelles + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | FLAG_GAP_TIME_SERIES | FLAG_TIMESTEP_IRREGULAR | FLAG_DUPLICATE_TIMESTEP | UNIT_UNKNOWN,MESURE,162,0,valeur=148; date=1988-09-22; point=1000/23 || valeur=25.4; date=1988-10-04; point=2169/15 || valeur=5190; date=1988-10-05; point=2496/15,MIGRER_AVEC_FLAG,
