source_schema,source_table,source_column_parametre,source_column_valeur,parametre_source,parametre_source_normalise,parametre_standard_metier,code_parametre_canonique,mapping_status,mapping_confidence,unite_source,unite_source_resolue,unite_standard,statut_unite,conversion_regle,regle_parsing,qa_flags,scope_migration,volume_total,nb_non_numerique,exemples_valeurs,action_migration,commentaire_preparation
staging,raw_idp_2024_mesures_qualite_globale,parametre_qualite,val_qual,CT,ct,CT,CT,MAPPED,0.95,mg/L,UFC/100 mL,UFC/100 mL,UNIT_ASSUMED,aucune,numeric_microbio + decimal_comma + scientific_notation + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_CONFLICT | NON_NUMERIC_PRESENT | UNIT_ASSUMED,MESURE,184,173,"valeur=3,4x102; date=2024-09-13; point=S1 (Aval_conf_Rejet_MOG (Mograne) || valeur=1,8x102; date=2024-09-13; point=S2 (Barrage de garde) || valeur=1,1x102; date=2024-09-13; point=S3 (Station Pompage Ferme (Amont Bge de garde)",MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_mesures_qualite_rivieres,parametre_qualite,val_qual_riv,Ag,ag,Ag,AG,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED,MESURE,9,0,valeur=19; date=1994-07-06; point=1508/9 || valeur=19; date=1994-07-11; point=3502/8 || valeur=0.03; date=1994-09-21; point=756/16,MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_idp_2024_mesures_qualite_globale,parametre_qualite,val_qual,CF,cf,CF,CF,MAPPED,0.95,UFC/100mL,UFC/100 mL,UFC/100 mL,UNIT_OK,aucune,numeric_microbio + decimal_comma + scientific_notation + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK | NON_NUMERIC_PRESENT,MESURE,184,164,"valeur=2,4x102; date=2024-09-13; point=S1 (Aval_conf_Rejet_MOG (Mograne) || valeur=1,5x102; date=2024-09-13; point=S2 (Barrage de garde) || valeur=90; date=2024-09-13; point=S3 (Station Pompage Ferme (Amont Bge de garde)",MIGRER_AVEC_FLAG,
staging,raw_mesures_qualite_nappes,parametre_qualite,val_qual_nap,Al,al,Al,AL,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED,MESURE,4,0,valeur=0.07; date=1991-03-27; point=2881/15 || valeur=0.02; date=1991-03-28; point=2043/15 || valeur=0.051; date=2007-02-16; point=3340/14,MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_mesures_qualite_rivieres,parametre_qualite,val_qual_riv,Al,al,Al,AL,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED,MESURE,54,0,valeur=6; date=1991-08-19; point=4220/14 || valeur=19; date=1994-07-06; point=1508/9 || valeur=19; date=1994-07-11; point=3502/8,MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_suivi_qualite_brg_garde_hebdo,parametre_qualite,val_qual_brg_garde_hebdo,Aluminium(mg/l),aluminium_mg_l,Al,AL,MAPPED,0.95,mg/l,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK,MESURE,182,0,valeur=0.0408; date=2024-11-20; point=n/a || valeur=0.037; date=2024-12-11; point=n/a || valeur=0.0426; date=2025-01-08; point=n/a,MIGRER,
staging,raw_suivi_qualite_sebou_jr,parametre_qualite,val_qual_sebou_jr,Ammonium,ammonium,NH4+,NH4,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + pas_conversion_N_NH4 + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED,MESURE,4572,0,valeur=NaN; date=2023-12-07; point=2263/15 || valeur=NaN; date=2023-12-08; point=2263/15 || valeur=32.112; date=2023-12-09; point=2263/15,MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_barrages_abhs,,apports_hm,apports_hm,apports_hm,Apports_hm3,APPORTS_HM3,MAPPED,0.95,à confirmer,Mm³,Mm³,UNIT_ASSUMED,aucune,numeric_decimal_comma + null_non_migre_si_applicable + flags_series_temporelles + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED,MESURE,34,0,valeur=84; date=n/a; point=035310905 || valeur=247; date=n/a; point=035310311 || valeur=557; date=n/a; point=034510301,MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_mesures_niv_eau_barrages,,apports_mm3,apports_mm3,apports_mm3,Apports_hm3,APPORTS_HM3,MAPPED,0.95,Mm3,Mm3,Mm³,UNIT_OK,aucune,numeric_decimal_comma + null_non_migre_si_applicable + flags_series_temporelles + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK,MESURE,85166,0,valeur=1.3886; date=1996-12-01; point=1182/9 || valeur=0.9316; date=1996-12-02; point=1182/9 || valeur=0.9416; date=1996-12-03; point=1182/9,MIGRER,
staging,raw_idp_2024_mesures_qualite_globale,parametre_qualite,val_qual,SF,sf,SF,SF,MAPPED,0.95,g/L,UFC/100 mL,UFC/100 mL,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_CONFLICT | NON_NUMERIC_PRESENT | UNIT_ASSUMED,MESURE,184,164,"valeur=3,9x102; date=2024-09-13; point=S1 (Aval_conf_Rejet_MOG (Mograne) || valeur=65; date=2024-09-13; point=S2 (Barrage de garde) || valeur=1,4x102; date=2024-09-13; point=S3 (Station Pompage Ferme (Amont Bge de garde)",MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_suivi_qualite_brg_garde_hebdo,parametre_qualite,val_qual_brg_garde_hebdo,Arsenic(mg/l),arsenic_mg_l,As,AS,MAPPED,0.95,mg/l,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK,MESURE,182,0,valeur=0.005; date=2024-11-20; point=n/a || valeur=0.005; date=2024-12-11; point=n/a || valeur=0.005; date=2025-01-08; point=n/a,MIGRER,
staging,raw_idp_2024_mesures_qualite_globale,parametre_qualite,val_qual,NO2-,no2,NO2-,NO2,MAPPED,0.95,mg/L,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + conversion_ugL_vers_mgL_si_detectee + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_CONVERSION_UGL_TO_MGL_IF_DETECTED | UNIT_OK | NON_NUMERIC_PRESENT,MESURE,189,110,"valeur=0,432; date=2024-09-13; point=S1 (Aval_conf_Rejet_MOG (Mograne) || valeur=0,08; date=2024-09-13; point=S2 (Barrage de garde) || valeur=0,074; date=2024-09-13; point=S3 (Station Pompage Ferme (Amont Bge de garde)",MIGRER_AVEC_FLAG,
staging,raw_mesures_qualite_nappes,parametre_qualite,val_qual_nap,As,as,As,AS,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED,MESURE,3,0,valeur=0.015; date=1991-03-27; point=2881/15 || valeur=0.01; date=1991-03-28; point=2043/15 || valeur=0.01; date=1993-08-10; point=897/16,MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_mesures_qualite_rivieres,parametre_qualite,val_qual_riv,As,as,As,AS,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED,MESURE,240,0,valeur=0.015; date=1993-03-09; point=756/16 || valeur=0.01; date=1993-03-12; point=2400/14 || valeur=0.015; date=1993-03-18; point=3261/14,MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_mesures_qualite_barrages,parametre_qualite,val_qual_barr,Azote_Org,azote_org,N_org,N_ORG,MAPPED,0.95,mg/L,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK,MESURE,1,0,valeur=0.25; date=2003-11-13; point=1710/9,MIGRER,
staging,raw_mesures_qualite_nappes,parametre_qualite,val_qual_nap,Azote_Org,azote_org,N_org,N_ORG,MAPPED,0.95,mg/L,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK,MESURE,1,0,valeur=0.15; date=1994-07-12; point=1102/13,MIGRER,
staging,raw_mesures_qualite_rivieres,parametre_qualite,val_qual_riv,Azote_Org,azote_org,N_org,N_ORG,MAPPED,0.95,mg/L,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK,MESURE,2,0,valeur=0; date=1994-07-06; point=1508/9 || valeur=0; date=1994-07-11; point=3502/8,MIGRER,
staging,raw_types_mesures,parametre_qualite,,Azote_Org,azote_org,N_org,N_ORG,MAPPED,0.95,mg/L,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK | REFERENCE_ONLY,REFERENCE,1,0,colonne_valeur_absente,QUARANTAINE,Ligne de référentiel/source sans colonne valeur ; hors lot de migration des mesures.
staging,raw_mesures_qualite_barrages,parametre_qualite,val_qual_barr,Azote_tot_kjeld,azote_tot_kjeld,NTK,NTK,MAPPED,0.95,mg/L,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK,MESURE,1,0,valeur=0.371; date=1996-10-24; point=3264/15,MIGRER,
staging,raw_types_mesures,parametre_qualite,,Azote_tot_kjeld,azote_tot_kjeld,NTK,NTK,MAPPED,0.95,mg/L,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK | REFERENCE_ONLY,REFERENCE,1,0,colonne_valeur_absente,QUARANTAINE,Ligne de référentiel/source sans colonne valeur ; hors lot de migration des mesures.
staging,raw_mesures_qualite_barrages,parametre_qualite,val_qual_barr,Azote_tot_kjeldhal,azote_tot_kjeldhal,NTK,NTK,MAPPED,0.95,mg/L,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK,MESURE,147,0,valeur=12.95; date=1988-10-14; point=788/21 || valeur=0.56; date=1989-03-24; point=788/21 || valeur=0.27; date=1990-01-30; point=788/21,MIGRER,
staging,raw_mesures_qualite_nappes,parametre_qualite,val_qual_nap,Azote_tot_kjeldhal,azote_tot_kjeldhal,NTK,NTK,MAPPED,0.95,mg/L,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK,MESURE,206,0,valeur=11.74; date=1988-10-19; point=1475/9 || valeur=10.5; date=1990-09-21; point=2881/15 || valeur=0.17; date=1991-01-24; point=159/22,MIGRER,
staging,raw_mesures_qualite_rivieres,parametre_qualite,val_qual_riv,Azote_tot_kjeldhal,azote_tot_kjeldhal,NTK,NTK,MAPPED,0.95,mg/L,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK,MESURE,1580,0,valeur=40.32; date=1988-09-22; point=1000/23 || valeur=5.33; date=1988-10-04; point=2169/15 || valeur=30.99; date=1988-10-05; point=2496/15,MIGRER,
staging,raw_types_mesures,parametre_qualite,,Azote_tot_kjeldhal,azote_tot_kjeldhal,NTK,NTK,MAPPED,0.95,mg/L,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK | REFERENCE_ONLY,REFERENCE,1,0,colonne_valeur_absente,QUARANTAINE,Ligne de référentiel/source sans colonne valeur ; hors lot de migration des mesures.
staging,raw_mesures_qualite_barrages,parametre_qualite,val_qual_barr,Azote_Total,azote_total,N_tot,N_TOT,MAPPED,0.95,mg/L,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK,MESURE,11,0,valeur=0.302; date=2013-09-16; point=788/21 || valeur=0.938; date=2013-10-14; point=3546/8 || valeur=0.175; date=2015-08-13; point=788/21,MIGRER,
staging,raw_mesures_qualite_rivieres,parametre_qualite,val_qual_riv,Azote_Total,azote_total,N_tot,N_TOT,MAPPED,0.95,mg/L,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK,MESURE,358,0,valeur=1.33; date=2002-07-28; point=3502/8 || valeur=0.49; date=2003-06-10; point=607/9 || valeur=22.4; date=2003-08-28; point=2396/14,MIGRER,
staging,raw_types_mesures,parametre_qualite,,Azote_Total,azote_total,N_tot,N_TOT,MAPPED,0.95,mg/L,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK | REFERENCE_ONLY,REFERENCE,1,0,colonne_valeur_absente,QUARANTAINE,Ligne de référentiel/source sans colonne valeur ; hors lot de migration des mesures.
staging,raw_idp_2024_mesures_qualite_marche_cadre,parametre_qualite,val_qual,Mn5,mn5,Mn,MN,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + forme_chimique_si_detectable + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | FORME_CHIMIQUE_OPTIONNELLE | UNIT_MISSING | NON_NUMERIC_PRESENT | SOURCE_ERROR_DETECTED | MN5_NORMALISE_MN | UNIT_ASSUMED,MESURE,88,80,"valeur=<0,050; date=2025-10-06; point=FORAGE ABD NBI BOUTABEQ || valeur=<0,050; date=2025-10-06; point=PUITS DAR BEL GHAZI || valeur=<0,050; date=2025-10-06; point=DAYAT FOUARATE",MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_mesures_qualite_rivieres,parametre_qualite,val_qual_riv,Ba,ba,Ba,BA,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED,MESURE,18,0,valeur=2.2; date=1996-02-13; point=756/16 || valeur=0.0743; date=2003-05-27; point=756/16 || valeur=0.0645; date=2003-05-29; point=1236/14,MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_idp_2024_mesures_qualite_marche_cadre,parametre_qualite,val_qual,CT,ct,CT,CT,MAPPED,0.95,mg/L,UFC/100 mL,UFC/100 mL,UNIT_ASSUMED,aucune,numeric_microbio + decimal_comma + scientific_notation + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_CONFLICT | NON_NUMERIC_PRESENT | UNIT_ASSUMED,MESURE,89,61,"valeur=80; date=2025-10-06; point=FORAGE ABD NBI BOUTABEQ || valeur=0; date=2025-10-06; point=PUITS DAR BEL GHAZI || valeur=1,5.104; date=2025-10-06; point=PUITS KBIR BOUTARTA",MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_suivi_qualite_brg_garde_hebdo,parametre_qualite,val_qual_brg_garde_hebdo,Beryllium(mg/l),beryllium_mg_l,Be,BE,MAPPED,0.95,mg/l,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK,MESURE,182,0,valeur=0.005; date=2024-11-20; point=n/a || valeur=0.005; date=2024-12-11; point=n/a || valeur=0.005; date=2025-01-08; point=n/a,MIGRER,
staging,raw_idp_2024_mesures_qualite_globale,parametre_qualite,val_qual,Bilan_Ionique,bilan_ionique,Bilan_Ion,BILAN_ION,MAPPED,0.95,à confirmer,%,%,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED,MESURE,28,0,"valeur=3,750072287; date=2024-09-20; point=RZI_DEC_PE1 (Puits Fouad ELBRINI) || valeur=3,102461377; date=2024-09-22; point=MBK_DOM_PE1 (Forage Belaje) || valeur=3,298896337; date=2024-09-22; point=MBK_DEC_PE1 (Forage Ferme ZIANI Bel Arbi)",MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_idp_2024_mesures_qualite_marche_cadre,parametre_qualite,val_qual,Bilan_Ionique,bilan_ionique,Bilan_Ion,BILAN_ION,MAPPED,0.95,à confirmer,%,%,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED,MESURE,89,0,"valeur=0,040490623; date=2025-10-06; point=FORAGE ABD NBI BOUTABEQ || valeur=1,650723954; date=2025-10-06; point=PUITS DAR BEL GHAZI || valeur=3,658071587; date=2025-10-06; point=PUITS KBIR BOUTARTA",MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_suivi_qualite_brg_garde_hebdo,parametre_qualite,val_qual_brg_garde_hebdo,Bore(mg/l),bore_mg_l,Bore(mg/l),UNREC_BORE_MG_L,UNMAPPED,0.10,mg/l,mg/L,mg/l,UNIT_OK,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_UNKNOWN,MESURE,182,0,valeur=0.084; date=2024-11-20; point=n/a || valeur=0.11; date=2024-12-11; point=n/a || valeur=0.113; date=2025-01-08; point=n/a,MIGRER_AVEC_FLAG,
staging,raw_mesures_qualite_barrages,parametre_qualite,val_qual_barr,Ca,ca,Ca,CA,MAPPED,0.95,mg/L,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK,MESURE,126,0,valeur=56; date=1992-06-05; point=788/21 || valeur=48.1; date=1993-04-15; point=788/21 || valeur=64.92; date=1994-05-30; point=3546/8,MIGRER,
staging,raw_mesures_qualite_nappes,parametre_qualite,val_qual_nap,Ca,ca,Ca,CA,MAPPED,0.95,mg/L,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK,MESURE,2550,0,valeur=67.3; date=1988-10-03; point=1652/22 || valeur=122.6; date=1989-03-31; point=2528/15 || valeur=994; date=1991-03-27; point=2881/15,MIGRER,
staging,raw_mesures_qualite_rivieres,parametre_qualite,val_qual_riv,Ca,ca,Ca,CA,MAPPED,0.95,mg/L,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK,MESURE,1741,0,valeur=72.1; date=1989-03-23; point=1540/15 || valeur=55.3; date=1989-03-23; point=609/9 || valeur=52.8; date=1989-04-02; point=3396/15,MIGRER,
staging,raw_types_mesures,parametre_qualite,,Ca,ca,Ca,CA,MAPPED,0.95,mg/L,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK | REFERENCE_ONLY,REFERENCE,1,0,colonne_valeur_absente,QUARANTAINE,Ligne de référentiel/source sans colonne valeur ; hors lot de migration des mesures.
staging,raw_idp_2024_mesures_qualite_globale,parametre_qualite,val_qual,Ca++,caplusplus,Ca,CA,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED,MESURE,189,0,"valeur=258,5; date=2024-09-13; point=S1 (Aval_conf_Rejet_MOG (Mograne) || valeur=56,1; date=2024-09-13; point=S2 (Barrage de garde) || valeur=55,1; date=2024-09-13; point=S3 (Station Pompage Ferme (Amont Bge de garde)",MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_idp_2024_mesures_qualite_marche_cadre,parametre_qualite,val_qual,Ca++,caplusplus,Ca,CA,MAPPED,0.95,à confirmer,mg/L,mg/L,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED,MESURE,89,0,"valeur=128; date=2025-10-06; point=FORAGE ABD NBI BOUTABEQ || valeur=104; date=2025-10-06; point=PUITS DAR BEL GHAZI || valeur=91,4; date=2025-10-06; point=PUITS KBIR BOUTARTA",MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_idp_2024_mesures_qualite_marche_cadre,parametre_qualite,val_qual,SF,sf,SF,SF,MAPPED,0.95,g/L,UFC/100 mL,UFC/100 mL,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_CONFLICT | NON_NUMERIC_PRESENT | UNIT_ASSUMED,MESURE,89,54,"valeur=12; date=2025-10-06; point=FORAGE ABD NBI BOUTABEQ || valeur=0; date=2025-10-06; point=PUITS DAR BEL GHAZI || valeur=1,3.103; date=2025-10-06; point=PUITS KBIR BOUTARTA",MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
staging,raw_suivi_qualite_brg_garde_hebdo,parametre_qualite,val_qual_brg_garde_hebdo,Cadmium(mg/l),cadmium_mg_l,Cd,CD,MAPPED,0.95,mg/l,mg/L,mg/L,UNIT_OK,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_OK,MESURE,182,0,valeur=0.0005; date=2024-11-20; point=n/a || valeur=0.0005; date=2024-12-11; point=n/a || valeur=0.0005; date=2025-01-08; point=n/a,MIGRER,
staging,raw_step_abhs,,cap_equiv_hab,cap_equiv_hab,cap_equiv_hab,Cap_equiv,CAP_EQUIV,MAPPED,0.95,à confirmer,EH,EH,UNIT_ASSUMED,aucune,numeric_decimal_comma + limites_detection + quarantine_non_convertible,INFERIEUR | SUPERIEUR | DECIMAL_COMMA | SCIENTIFIC_NOTATION | NON_NUMERIC_QUARANTINE | UNIT_MISSING | UNIT_ASSUMED,MESURE,41,0,valeur=12000; date=n/a; point=042811107 || valeur=4720; date=n/a; point=042810701 || valeur=37907; date=n/a; point=042810301,MIGRER_AVEC_FLAG,Unité standard métier appliquée par défaut en l’absence d’unité source fiable.
