scenario_id,Segment_rejet,Crejet_mg_L,QRejet_m3_s,QSebou_m3_s,QInnaouen_m3_s,QOuergha_m3_s,C_SidiAllalTazi_mg_L,C_BgGarde_mg_L,Statut
SC_QR02_C02_QS02_QI01_QO07,Segment_Pollution_base,150,0.277777778,15,10,400,0.025623772,0.029566225,SUFFISANT
SC_QR02_C02_QS02_QI02_QO01,Segment_Pollution_base,150,0.277777778,15,25,10,0.163698822,0.082452022,SUFFISANT
SC_QR02_C02_QS02_QI02_QO02,Segment_Pollution_base,150,0.277777778,15,25,25,0.194243148,0.135770231,SUFFISANT
SC_QR02_C02_QS02_QI02_QO03,Segment_Pollution_base,150,0.277777778,15,25,50,0.160649776,0.155293599,SUFFISANT
SC_QR02_C02_QS02_QI02_QO04,Segment_Pollution_base,150,0.277777778,15,25,100,0.071226977,0.093465254,SUFFISANT
SC_QR02_C02_QS02_QI02_QO05,Segment_Pollution_base,150,0.277777778,15,25,150,0.031148242,0.046826769,SUFFISANT
SC_QR02_C02_QS02_QI02_QO06,Segment_Pollution_base,150,0.277777778,15,25,200,0.015007439,0.024224408,SUFFISANT
SC_QR02_C02_QS02_QI02_QO07,Segment_Pollution_base,150,0.277777778,15,25,400,0.020863773,0.014747061,SUFFISANT
SC_QR02_C02_QS02_QI03_QO01,Segment_Pollution_base,150,0.277777778,15,50,10,0.100572996,0.160005361,SUFFISANT
SC_QR02_C02_QS02_QI03_QO02,Segment_Pollution_base,150,0.277777778,15,50,25,0.050254881,0.094120726,SUFFISANT
SC_QR02_C02_QS02_QI03_QO03,Segment_Pollution_base,150,0.277777778,15,50,50,0.037669159,0.03675982,SUFFISANT
SC_QR02_C02_QS02_QI03_QO04,Segment_Pollution_base,150,0.277777778,15,50,100,0.065549195,0.038866054,SUFFISANT
SC_QR02_C02_QS02_QI03_QO05,Segment_Pollution_base,150,0.277777778,15,50,150,0.072083339,0.05397277,SUFFISANT
SC_QR02_C02_QS02_QI03_QO06,Segment_Pollution_base,150,0.277777778,15,50,200,0.066990018,0.058013055,SUFFISANT
SC_QR02_C02_QS02_QI03_QO07,Segment_Pollution_base,150,0.277777778,15,50,400,0.034725122,0.038749356,SUFFISANT
SC_QR02_C02_QS03_QI01_QO01,Segment_Pollution_base,150,0.277777778,30,10,10,0.1671253,0.08499746,SUFFISANT
SC_QR02_C02_QS03_QI01_QO02,Segment_Pollution_base,150,0.277777778,30,10,25,0.196322009,0.138545051,SUFFISANT
SC_QR02_C02_QS03_QI01_QO03,Segment_Pollution_base,150,0.277777778,30,10,50,0.160300061,0.156403735,SUFFISANT
SC_QR02_C02_QS03_QI01_QO04,Segment_Pollution_base,150,0.277777778,30,10,100,0.06984029,0.092454791,SUFFISANT
SC_QR02_C02_QS03_QI01_QO05,Segment_Pollution_base,150,0.277777778,30,10,150,0.030180434,0.045756355,SUFFISANT
SC_QR02_C02_QS03_QI01_QO06,Segment_Pollution_base,150,0.277777778,30,10,200,0.014411932,0.023454051,SUFFISANT
SC_QR02_C02_QS03_QI01_QO07,Segment_Pollution_base,150,0.277777778,30,10,400,0.021433173,0.015243806,SUFFISANT
SC_QR02_C02_QS03_QI02_QO01,Segment_Pollution_base,150,0.277777778,30,25,10,0.205918923,0.226047307,SUFFISANT
SC_QR02_C02_QS03_QI02_QO02,Segment_Pollution_base,150,0.277777778,30,25,25,0.12858212,0.174039781,SUFFISANT
SC_QR02_C02_QS03_QI02_QO03,Segment_Pollution_base,150,0.277777778,30,25,50,0.054323435,0.091542207,SUFFISANT
SC_QR02_C02_QS03_QI02_QO04,Segment_Pollution_base,150,0.277777778,30,25,100,0.03196748,0.022844441,SUFFISANT
SC_QR02_C02_QS03_QI02_QO05,Segment_Pollution_base,150,0.277777778,30,25,150,0.046099689,0.027603848,SUFFISANT
SC_QR02_C02_QS03_QI02_QO06,Segment_Pollution_base,150,0.277777778,30,25,200,0.05143214,0.036508884,SUFFISANT
SC_QR02_C02_QS03_QI02_QO07,Segment_Pollution_base,150,0.277777778,30,25,400,0.039658908,0.038126033,SUFFISANT
SC_QR02_C02_QS03_QI03_QO01,Segment_Pollution_base,150,0.277777778,30,50,10,0.056879546,0.041928347,SUFFISANT
SC_QR02_C02_QS03_QI03_QO02,Segment_Pollution_base,150,0.277777778,30,50,25,0.07783033,0.035956338,SUFFISANT
SC_QR02_C02_QS03_QI03_QO03,Segment_Pollution_base,150,0.277777778,30,50,50,0.099388421,0.060052454,SUFFISANT
SC_QR02_C02_QS03_QI03_QO04,Segment_Pollution_base,150,0.277777778,30,50,100,0.100126795,0.083757028,SUFFISANT
SC_QR02_C02_QS03_QI03_QO05,Segment_Pollution_base,150,0.277777778,30,50,150,0.07967478,0.0799817,SUFFISANT
SC_QR02_C02_QS03_QI03_QO06,Segment_Pollution_base,150,0.277777778,30,50,200,0.059304122,0.066632695,SUFFISANT
SC_QR02_C02_QS03_QI03_QO07,Segment_Pollution_base,150,0.277777778,30,50,400,0.01858562,0.025388082,SUFFISANT
SC_QR02_C03_QS01_QI01_QO01,Segment_Pollution_base,200,0.277777778,7.5,10,10,0.336280257,0.451170057,SUFFISANT
SC_QR02_C03_QS01_QI01_QO02,Segment_Pollution_base,200,0.277777778,7.5,10,25,0.25282377,0.156362906,SUFFISANT
SC_QR02_C03_QS01_QI01_QO03,Segment_Pollution_base,200,0.277777778,7.5,10,50,0.22933796,0.212323427,SUFFISANT
SC_QR02_C03_QS01_QI01_QO04,Segment_Pollution_base,200,0.277777778,7.5,10,100,0.0956733,0.119349316,SUFFISANT
SC_QR02_C03_QS01_QI01_QO05,Segment_Pollution_base,200,0.277777778,7.5,10,150,0.041634887,0.057791043,SUFFISANT
SC_QR02_C03_QS01_QI01_QO06,Segment_Pollution_base,200,0.277777778,7.5,10,200,0.038473669,0.030355057,SUFFISANT
SC_QR02_C03_QS01_QI01_QO07,Segment_Pollution_base,200,0.277777778,7.5,10,400,0.036513474,0.031826217,SUFFISANT
SC_QR02_C03_QS01_QI02_QO01,Segment_Pollution_base,200,0.277777778,7.5,25,10,0.225350544,0.332740039,SUFFISANT
SC_QR02_C03_QS01_QI02_QO02,Segment_Pollution_base,200,0.277777778,7.5,25,25,0.127066657,0.143887922,SUFFISANT
SC_QR02_C03_QS01_QI02_QO03,Segment_Pollution_base,200,0.277777778,7.5,25,50,0.181485116,0.122464143,SUFFISANT
SC_QR02_C03_QS01_QI02_QO04,Segment_Pollution_base,200,0.277777778,7.5,25,100,0.144487411,0.141654208,SUFFISANT
SC_QR02_C03_QS01_QI02_QO05,Segment_Pollution_base,200,0.277777778,7.5,25,150,0.08935219,0.103502862,SUFFISANT
SC_QR02_C03_QS01_QI02_QO06,Segment_Pollution_base,200,0.277777778,7.5,25,200,0.055038735,0.069707662,SUFFISANT
SC_QR02_C03_QS01_QI02_QO07,Segment_Pollution_base,200,0.277777778,7.5,25,400,0.011964734,0.017135324,SUFFISANT
SC_QR02_C03_QS01_QI03_QO01,Segment_Pollution_base,200,0.277777778,7.5,50,10,0.245835796,0.291465342,SUFFISANT
SC_QR02_C03_QS01_QI03_QO02,Segment_Pollution_base,200,0.277777778,7.5,50,25,0.146922544,0.211772382,SUFFISANT
SC_QR02_C03_QS01_QI03_QO03,Segment_Pollution_base,200,0.277777778,7.5,50,50,0.059451908,0.10534519,SUFFISANT
SC_QR02_C03_QS01_QI03_QO04,Segment_Pollution_base,200,0.277777778,7.5,50,100,0.049691211,0.024799807,SUFFISANT
SC_QR02_C03_QS01_QI03_QO05,Segment_Pollution_base,200,0.277777778,7.5,50,150,0.067848556,0.042379964,SUFFISANT
SC_QR02_C03_QS01_QI03_QO06,Segment_Pollution_base,200,0.277777778,7.5,50,200,0.073106498,0.053823482,SUFFISANT
SC_QR02_C03_QS01_QI03_QO07,Segment_Pollution_base,200,0.277777778,7.5,50,400,0.052543141,0.051819205,SUFFISANT
SC_QR02_C03_QS02_QI01_QO01,Segment_Pollution_base,200,0.277777778,15,10,10,0.433563977,0.356461555,SUFFISANT
SC_QR02_C03_QS02_QI01_QO02,Segment_Pollution_base,200,0.277777778,15,10,25,0.266784489,0.316391706,SUFFISANT
SC_QR02_C03_QS02_QI01_QO03,Segment_Pollution_base,200,0.277777778,15,10,50,0.089080878,0.141991645,SUFFISANT
SC_QR02_C03_QS02_QI01_QO04,Segment_Pollution_base,200,0.277777778,15,10,100,0.109447792,0.077025488,SUFFISANT
SC_QR02_C03_QS02_QI01_QO05,Segment_Pollution_base,200,0.277777778,15,10,150,0.102368064,0.088629268,SUFFISANT
SC_QR02_C03_QS02_QI01_QO06,Segment_Pollution_base,200,0.277777778,15,10,200,0.083574548,0.081109896,SUFFISANT
SC_QR02_C03_QS02_QI01_QO07,Segment_Pollution_base,200,0.277777778,15,10,400,0.034165028,0.039421633,SUFFISANT
SC_QR02_C03_QS02_QI02_QO01,Segment_Pollution_base,200,0.277777778,15,25,10,0.218265101,0.109936036,SUFFISANT
SC_QR02_C03_QS02_QI02_QO02,Segment_Pollution_base,200,0.277777778,15,25,25,0.258990854,0.181026965,SUFFISANT
SC_QR02_C03_QS02_QI02_QO03,Segment_Pollution_base,200,0.277777778,15,25,50,0.214199692,0.207058147,SUFFISANT
SC_QR02_C03_QS02_QI02_QO04,Segment_Pollution_base,200,0.277777778,15,25,100,0.09496931,0.124620333,SUFFISANT
SC_QR02_C03_QS02_QI02_QO05,Segment_Pollution_base,200,0.277777778,15,25,150,0.041530993,0.062435687,SUFFISANT
SC_QR02_C03_QS02_QI02_QO06,Segment_Pollution_base,200,0.277777778,15,25,200,0.020009918,0.032299213,SUFFISANT
SC_QR02_C03_QS02_QI02_QO07,Segment_Pollution_base,200,0.277777778,15,25,400,0.027818363,0.019662747,SUFFISANT
SC_QR02_C03_QS02_QI03_QO01,Segment_Pollution_base,200,0.277777778,15,50,10,0.134097323,0.213340476,SUFFISANT
SC_QR02_C03_QS02_QI03_QO02,Segment_Pollution_base,200,0.277777778,15,50,25,0.067006506,0.125494301,SUFFISANT
SC_QR02_C03_QS02_QI03_QO03,Segment_Pollution_base,200,0.277777778,15,50,50,0.050225548,0.049013097,SUFFISANT
SC_QR02_C03_QS02_QI03_QO04,Segment_Pollution_base,200,0.277777778,15,50,100,0.087398931,0.051821407,SUFFISANT
SC_QR02_C03_QS02_QI03_QO05,Segment_Pollution_base,200,0.277777778,15,50,150,0.096111119,0.071963698,SUFFISANT
SC_QR02_C03_QS02_QI03_QO06,Segment_Pollution_base,200,0.277777778,15,50,200,0.089320019,0.077350736,SUFFISANT
SC_QR02_C03_QS02_QI03_QO07,Segment_Pollution_base,200,0.277777778,15,50,400,0.046300162,0.051665809,SUFFISANT
SC_QR02_C03_QS03_QI01_QO01,Segment_Pollution_base,200,0.277777778,30,10,10,0.222833738,0.113329947,SUFFISANT
SC_QR02_C03_QS03_QI01_QO02,Segment_Pollution_base,200,0.277777778,30,10,25,0.261762679,0.18472673,SUFFISANT
SC_QR02_C03_QS03_QI01_QO03,Segment_Pollution_base,200,0.277777778,30,10,50,0.213733405,0.208538309,SUFFISANT
SC_QR02_C03_QS03_QI01_QO04,Segment_Pollution_base,200,0.277777778,30,10,100,0.093120381,0.12327306,SUFFISANT
SC_QR02_C03_QS03_QI01_QO05,Segment_Pollution_base,200,0.277777778,30,10,150,0.040240582,0.061008472,SUFFISANT
SC_QR02_C03_QS03_QI01_QO06,Segment_Pollution_base,200,0.277777778,30,10,200,0.01921591,0.031272069,SUFFISANT
SC_QR02_C03_QS03_QI01_QO07,Segment_Pollution_base,200,0.277777778,30,10,400,0.028577562,0.020325074,SUFFISANT
SC_QR02_C03_QS03_QI02_QO01,Segment_Pollution_base,200,0.277777778,30,25,10,0.274558544,0.3013964,SUFFISANT
SC_QR02_C03_QS03_QI02_QO02,Segment_Pollution_base,200,0.277777778,30,25,25,0.171442807,0.232053041,SUFFISANT
SC_QR02_C03_QS03_QI02_QO03,Segment_Pollution_base,200,0.277777778,30,25,50,0.072431244,0.122056283,SUFFISANT
SC_QR02_C03_QS03_QI02_QO04,Segment_Pollution_base,200,0.277777778,30,25,100,0.042623304,0.030459257,SUFFISANT
SC_QR02_C03_QS03_QI02_QO05,Segment_Pollution_base,200,0.277777778,30,25,150,0.061466258,0.036805131,SUFFISANT
SC_QR02_C03_QS03_QI02_QO06,Segment_Pollution_base,200,0.277777778,30,25,200,0.068576194,0.048678514,SUFFISANT
SC_QR02_C03_QS03_QI02_QO07,Segment_Pollution_base,200,0.277777778,30,25,400,0.052878544,0.050834712,SUFFISANT
SC_QR02_C03_QS03_QI03_QO01,Segment_Pollution_base,200,0.277777778,30,50,10,0.075839393,0.055904463,SUFFISANT
SC_QR02_C03_QS03_QI03_QO02,Segment_Pollution_base,200,0.277777778,30,50,25,0.103773773,0.047941782,SUFFISANT
SC_QR02_C03_QS03_QI03_QO03,Segment_Pollution_base,200,0.277777778,30,50,50,0.132517904,0.080069937,SUFFISANT
SC_QR02_C03_QS03_QI03_QO04,Segment_Pollution_base,200,0.277777778,30,50,100,0.133502409,0.11167603,SUFFISANT
SC_QR02_C03_QS03_QI03_QO05,Segment_Pollution_base,200,0.277777778,30,50,150,0.106233038,0.106642261,SUFFISANT
SC_QR02_C03_QS03_QI03_QO06,Segment_Pollution_base,200,0.277777778,30,50,200,0.079072163,0.088843599,SUFFISANT
SC_QR02_C03_QS03_QI03_QO07,Segment_Pollution_base,200,0.277777778,30,50,400,0.024780829,0.033850778,SUFFISANT
SC_QR02_C04_QS01_QI01_QO01,Segment_Pollution_base,250,0.277777778,7.5,10,10,0.420350283,0.563962579,INSUFFISANT
SC_QR02_C04_QS01_QI01_QO02,Segment_Pollution_base,250,0.277777778,7.5,10,25,0.316029698,0.195453644,SUFFISANT
SC_QR02_C04_QS01_QI01_QO03,Segment_Pollution_base,250,0.277777778,7.5,10,50,0.286672443,0.265404284,SUFFISANT
SC_QR02_C04_QS01_QI01_QO04,Segment_Pollution_base,250,0.277777778,7.5,10,100,0.119591631,0.149186641,SUFFISANT
SC_QR02_C04_QS01_QI01_QO05,Segment_Pollution_base,250,0.277777778,7.5,10,150,0.052043613,0.072238803,SUFFISANT
SC_QR02_C04_QS01_QI01_QO06,Segment_Pollution_base,250,0.277777778,7.5,10,200,0.04809209,0.037943818,SUFFISANT
SC_QR02_C04_QS01_QI01_QO07,Segment_Pollution_base,250,0.277777778,7.5,10,400,0.04564184,0.03978277,SUFFISANT
SC_QR02_C04_QS01_QI02_QO01,Segment_Pollution_base,250,0.277777778,7.5,25,10,0.281688184,0.415925026,SUFFISANT
SC_QR02_C04_QS01_QI02_QO02,Segment_Pollution_base,250,0.277777778,7.5,25,25,0.158833325,0.179859906,SUFFISANT
SC_QR02_C04_QS01_QI02_QO03,Segment_Pollution_base,250,0.277777778,7.5,25,50,0.226856381,0.15308018,SUFFISANT
SC_QR02_C04_QS01_QI02_QO04,Segment_Pollution_base,250,0.277777778,7.5,25,100,0.180609271,0.177067757,SUFFISANT
SC_QR02_C04_QS01_QI02_QO05,Segment_Pollution_base,250,0.277777778,7.5,25,150,0.111690246,0.129378572,SUFFISANT
SC_QR02_C04_QS01_QI02_QO06,Segment_Pollution_base,250,0.277777778,7.5,25,200,0.068798415,0.087134577,SUFFISANT
SC_QR02_C04_QS01_QI02_QO07,Segment_Pollution_base,250,0.277777778,7.5,25,400,0.014955918,0.021419154,SUFFISANT
SC_QR02_C04_QS01_QI03_QO01,Segment_Pollution_base,250,0.277777778,7.5,50,10,0.307294756,0.364331663,SUFFISANT
SC_QR02_C04_QS01_QI03_QO02,Segment_Pollution_base,250,0.277777778,7.5,50,25,0.183653161,0.264715493,SUFFISANT
SC_QR02_C04_QS01_QI03_QO03,Segment_Pollution_base,250,0.277777778,7.5,50,50,0.074314885,0.131681472,SUFFISANT
SC_QR02_C04_QS01_QI03_QO04,Segment_Pollution_base,250,0.277777778,7.5,50,100,0.062114011,0.030999759,SUFFISANT
SC_QR02_C04_QS01_QI03_QO05,Segment_Pollution_base,250,0.277777778,7.5,50,150,0.084810689,0.052974954,SUFFISANT
SC_QR02_C04_QS01_QI03_QO06,Segment_Pollution_base,250,0.277777778,7.5,50,200,0.091383114,0.067279354,SUFFISANT
SC_QR02_C04_QS01_QI03_QO07,Segment_Pollution_base,250,0.277777778,7.5,50,400,0.065678924,0.064774007,SUFFISANT
SC_QR02_C04_QS02_QI01_QO01,Segment_Pollution_base,250,0.277777778,15,10,10,0.541954935,0.445576966,INSUFFISANT
SC_QR02_C04_QS02_QI01_QO02,Segment_Pollution_base,250,0.277777778,15,10,25,0.333480626,0.395489663,SUFFISANT
SC_QR02_C04_QS02_QI01_QO03,Segment_Pollution_base,250,0.277777778,15,10,50,0.111351095,0.177489564,SUFFISANT
SC_QR02_C04_QS02_QI01_QO04,Segment_Pollution_base,250,0.277777778,15,10,100,0.136809736,0.096281871,SUFFISANT
SC_QR02_C04_QS02_QI01_QO05,Segment_Pollution_base,250,0.277777778,15,10,150,0.127960086,0.11078658,SUFFISANT
SC_QR02_C04_QS02_QI01_QO06,Segment_Pollution_base,250,0.277777778,15,10,200,0.104468189,0.101387374,SUFFISANT
SC_QR02_C04_QS02_QI01_QO07,Segment_Pollution_base,250,0.277777778,15,10,400,0.042706285,0.049277041,SUFFISANT
SC_QR02_C04_QS02_QI02_QO01,Segment_Pollution_base,250,0.277777778,15,25,10,0.27283138,0.137420043,SUFFISANT
SC_QR02_C04_QS02_QI02_QO02,Segment_Pollution_base,250,0.277777778,15,25,25,0.323738575,0.226283714,SUFFISANT
SC_QR02_C04_QS02_QI02_QO03,Segment_Pollution_base,250,0.277777778,15,25,50,0.267749608,0.25882268,SUFFISANT
SC_QR02_C04_QS02_QI02_QO04,Segment_Pollution_base,250,0.277777778,15,25,100,0.118711635,0.155775413,SUFFISANT
SC_QR02_C04_QS02_QI02_QO05,Segment_Pollution_base,250,0.277777778,15,25,150,0.051913738,0.078044608,SUFFISANT
SC_QR02_C04_QS02_QI02_QO06,Segment_Pollution_base,250,0.277777778,15,25,200,0.025012398,0.040374015,SUFFISANT
SC_QR02_C04_QS02_QI02_QO07,Segment_Pollution_base,250,0.277777778,15,25,400,0.034772955,0.024578433,SUFFISANT
SC_QR02_C04_QS02_QI03_QO01,Segment_Pollution_base,250,0.277777778,15,50,10,0.167621672,0.266675591,SUFFISANT
SC_QR02_C04_QS02_QI03_QO02,Segment_Pollution_base,250,0.277777778,15,50,25,0.083758138,0.156867877,SUFFISANT
SC_QR02_C04_QS02_QI03_QO03,Segment_Pollution_base,250,0.277777778,15,50,50,0.062781937,0.061266366,SUFFISANT
SC_QR02_C04_QS02_QI03_QO04,Segment_Pollution_base,250,0.277777778,15,50,100,0.109248661,0.064776756,SUFFISANT
SC_QR02_C04_QS02_QI03_QO05,Segment_Pollution_base,250,0.277777778,15,50,150,0.120138898,0.089954622,SUFFISANT
SC_QR02_C04_QS02_QI03_QO06,Segment_Pollution_base,250,0.277777778,15,50,200,0.111650027,0.096688427,SUFFISANT
SC_QR02_C04_QS02_QI03_QO07,Segment_Pollution_base,250,0.277777778,15,50,400,0.057875201,0.064582258,SUFFISANT
SC_QR02_C04_QS03_QI01_QO01,Segment_Pollution_base,250,0.277777778,30,10,10,0.278542191,0.141662434,SUFFISANT
SC_QR02_C04_QS03_QI01_QO02,Segment_Pollution_base,250,0.277777778,30,10,25,0.327203333,0.230908409,SUFFISANT
SC_QR02_C04_QS03_QI01_QO03,Segment_Pollution_base,250,0.277777778,30,10,50,0.267166764,0.260672867,SUFFISANT
SC_QR02_C04_QS03_QI01_QO04,Segment_Pollution_base,250,0.277777778,30,10,100,0.116400473,0.154091328,SUFFISANT
SC_QR02_C04_QS03_QI01_QO05,Segment_Pollution_base,250,0.277777778,30,10,150,0.050300725,0.076260589,SUFFISANT
SC_QR02_C04_QS03_QI01_QO06,Segment_Pollution_base,250,0.277777778,30,10,200,0.024019886,0.039090082,SUFFISANT
SC_QR02_C04_QS03_QI01_QO07,Segment_Pollution_base,250,0.277777778,30,10,400,0.035721954,0.025406344,SUFFISANT
SC_QR02_C04_QS03_QI02_QO01,Segment_Pollution_base,250,0.277777778,30,25,10,0.34319821,0.376745492,SUFFISANT
SC_QR02_C04_QS03_QI02_QO02,Segment_Pollution_base,250,0.277777778,30,25,25,0.214303523,0.290066302,SUFFISANT
SC_QR02_C04_QS03_QI02_QO03,Segment_Pollution_base,250,0.277777778,30,25,50,0.090539053,0.152570352,SUFFISANT
SC_QR02_C04_QS03_QI02_QO04,Segment_Pollution_base,250,0.277777778,30,25,100,0.053279132,0.038074069,SUFFISANT
SC_QR02_C04_QS03_QI02_QO05,Segment_Pollution_base,250,0.277777778,30,25,150,0.076832816,0.046006411,SUFFISANT
SC_QR02_C04_QS03_QI02_QO06,Segment_Pollution_base,250,0.277777778,30,25,200,0.085720234,0.060848143,SUFFISANT
SC_QR02_C04_QS03_QI02_QO07,Segment_Pollution_base,250,0.277777778,30,25,400,0.066098183,0.063543387,SUFFISANT
SC_QR02_C04_QS03_QI03_QO01,Segment_Pollution_base,250,0.277777778,30,50,10,0.094799243,0.069880575,SUFFISANT
SC_QR02_C04_QS03_QI03_QO02,Segment_Pollution_base,250,0.277777778,30,50,25,0.129717216,0.059927225,SUFFISANT
SC_QR02_C04_QS03_QI03_QO03,Segment_Pollution_base,250,0.277777778,30,50,50,0.165647373,0.100087427,SUFFISANT
SC_QR02_C04_QS03_QI03_QO04,Segment_Pollution_base,250,0.277777778,30,50,100,0.166878015,0.139595047,SUFFISANT
SC_QR02_C04_QS03_QI03_QO05,Segment_Pollution_base,250,0.277777778,30,50,150,0.132791296,0.133302823,SUFFISANT
SC_QR02_C04_QS03_QI03_QO06,Segment_Pollution_base,250,0.277777778,30,50,200,0.098840199,0.111054495,SUFFISANT
SC_QR02_C04_QS03_QI03_QO07,Segment_Pollution_base,250,0.277777778,30,50,400,0.030976037,0.042313471,SUFFISANT
SC_QR02_C05_QS01_QI01_QO01,Segment_Pollution_base,300,0.277777778,7.5,10,10,0.50442034,0.676755071,INSUFFISANT
SC_QR02_C05_QS01_QI01_QO02,Segment_Pollution_base,300,0.277777778,7.5,10,25,0.379235655,0.234544367,SUFFISANT
SC_QR02_C05_QS01_QI01_QO03,Segment_Pollution_base,300,0.277777778,7.5,10,50,0.344006956,0.318485111,SUFFISANT
SC_QR02_C05_QS01_QI01_QO04,Segment_Pollution_base,300,0.277777778,7.5,10,100,0.143509954,0.179023966,SUFFISANT
SC_QR02_C05_QS01_QI01_QO05,Segment_Pollution_base,300,0.277777778,7.5,10,150,0.062452335,0.086686559,SUFFISANT
SC_QR02_C05_QS01_QI01_QO06,Segment_Pollution_base,300,0.277777778,7.5,10,200,0.05771051,0.045532584,SUFFISANT
SC_QR02_C05_QS01_QI01_QO07,Segment_Pollution_base,300,0.277777778,7.5,10,400,0.054770205,0.047739323,SUFFISANT
SC_QR02_C05_QS01_QI02_QO01,Segment_Pollution_base,300,0.277777778,7.5,25,10,0.338025808,0.499110043,SUFFISANT
SC_QR02_C05_QS01_QI02_QO02,Segment_Pollution_base,300,0.277777778,7.5,25,25,0.190599993,0.215831876,SUFFISANT
SC_QR02_C05_QS01_QI02_QO03,Segment_Pollution_base,300,0.277777778,7.5,25,50,0.272227675,0.183696225,SUFFISANT
SC_QR02_C05_QS01_QI02_QO04,Segment_Pollution_base,300,0.277777778,7.5,25,100,0.216731131,0.212481305,SUFFISANT
SC_QR02_C05_QS01_QI02_QO05,Segment_Pollution_base,300,0.277777778,7.5,25,150,0.134028286,0.155254304,SUFFISANT
SC_QR02_C05_QS01_QI02_QO06,Segment_Pollution_base,300,0.277777778,7.5,25,200,0.082558103,0.1045615,SUFFISANT
SC_QR02_C05_QS01_QI02_QO07,Segment_Pollution_base,300,0.277777778,7.5,25,400,0.017947102,0.025702987,SUFFISANT
SC_QR02_C05_QS01_QI03_QO01,Segment_Pollution_base,300,0.277777778,7.5,50,10,0.368753701,0.437198013,SUFFISANT
SC_QR02_C05_QS01_QI03_QO02,Segment_Pollution_base,300,0.277777778,7.5,50,25,0.220383808,0.317658573,SUFFISANT
SC_QR02_C05_QS01_QI03_QO03,Segment_Pollution_base,300,0.277777778,7.5,50,50,0.089177869,0.158017784,SUFFISANT
SC_QR02_C05_QS01_QI03_QO04,Segment_Pollution_base,300,0.277777778,7.5,50,100,0.074536815,0.03719971,SUFFISANT
SC_QR02_C05_QS01_QI03_QO05,Segment_Pollution_base,300,0.277777778,7.5,50,150,0.101772837,0.063569941,SUFFISANT
SC_QR02_C05_QS01_QI03_QO06,Segment_Pollution_base,300,0.277777778,7.5,50,200,0.109659739,0.080735222,SUFFISANT
SC_QR02_C05_QS01_QI03_QO07,Segment_Pollution_base,300,0.277777778,7.5,50,400,0.078814708,0.077728808,SUFFISANT
SC_QR02_C05_QS02_QI01_QO01,Segment_Pollution_base,300,0.277777778,15,10,10,0.650345922,0.534692347,INSUFFISANT
SC_QR02_C05_QS02_QI01_QO02,Segment_Pollution_base,300,0.277777778,15,10,25,0.400176764,0.47458759,SUFFISANT
SC_QR02_C05_QS02_QI01_QO03,Segment_Pollution_base,300,0.277777778,15,10,50,0.133621335,0.212987468,SUFFISANT
SC_QR02_C05_QS02_QI01_QO04,Segment_Pollution_base,300,0.277777778,15,10,100,0.164171696,0.115538239,SUFFISANT
SC_QR02_C05_QS02_QI01_QO05,Segment_Pollution_base,300,0.277777778,15,10,150,0.1535521,0.132943898,SUFFISANT
SC_QR02_C05_QS02_QI01_QO06,Segment_Pollution_base,300,0.277777778,15,10,200,0.12536183,0.121664844,SUFFISANT
SC_QR02_C05_QS02_QI01_QO07,Segment_Pollution_base,300,0.277777778,15,10,400,0.051247545,0.059132449,SUFFISANT
SC_QR02_C05_QS02_QI02_QO01,Segment_Pollution_base,300,0.277777778,15,25,10,0.327397645,0.164904043,SUFFISANT
SC_QR02_C05_QS02_QI02_QO02,Segment_Pollution_base,300,0.277777778,15,25,25,0.388486296,0.271540463,SUFFISANT
SC_QR02_C05_QS02_QI02_QO03,Segment_Pollution_base,300,0.277777778,15,25,50,0.321299553,0.310587198,SUFFISANT
SC_QR02_C05_QS02_QI02_QO04,Segment_Pollution_base,300,0.277777778,15,25,100,0.142453954,0.186930507,SUFFISANT
SC_QR02_C05_QS02_QI02_QO05,Segment_Pollution_base,300,0.277777778,15,25,150,0.062296484,0.093653537,SUFFISANT
SC_QR02_C05_QS02_QI02_QO06,Segment_Pollution_base,300,0.277777778,15,25,200,0.030014878,0.048448816,SUFFISANT
SC_QR02_C05_QS02_QI02_QO07,Segment_Pollution_base,300,0.277777778,15,25,400,0.041727547,0.029494122,SUFFISANT
SC_QR02_C05_QS02_QI03_QO01,Segment_Pollution_base,300,0.277777778,15,50,10,0.201145992,0.320010722,SUFFISANT
SC_QR02_C05_QS02_QI03_QO02,Segment_Pollution_base,300,0.277777778,15,50,25,0.100509763,0.188241452,SUFFISANT
SC_QR02_C05_QS02_QI03_QO03,Segment_Pollution_base,300,0.277777778,15,50,50,0.075338319,0.07351964,SUFFISANT
SC_QR02_C05_QS02_QI03_QO04,Segment_Pollution_base,300,0.277777778,15,50,100,0.13109839,0.077732109,SUFFISANT
SC_QR02_C05_QS02_QI03_QO05,Segment_Pollution_base,300,0.277777778,15,50,150,0.144166678,0.107945539,SUFFISANT
SC_QR02_C05_QS02_QI03_QO06,Segment_Pollution_base,300,0.277777778,15,50,200,0.133980036,0.116026111,SUFFISANT
SC_QR02_C05_QS02_QI03_QO07,Segment_Pollution_base,300,0.277777778,15,50,400,0.069450244,0.077498712,SUFFISANT
SC_QR02_C05_QS03_QI01_QO01,Segment_Pollution_base,300,0.277777778,30,10,10,0.334250599,0.16999492,SUFFISANT
