scenario_id,Segment_rejet,Crejet_mg_L,QRejet_m3_s,QSebou_m3_s,QInnaouen_m3_s,QOuergha_m3_s,C_SidiAllalTazi_mg_L,C_BgGarde_mg_L,Statut
SC_QR01_C04_QS01_QI02_QO05,Segment_Pollution_base,250,0.055555556,7.5,25,150,0.022989752,0.026404181,SUFFISANT
SC_QR01_C04_QS01_QI02_QO06,Segment_Pollution_base,250,0.055555556,7.5,25,200,0.014259016,0.017941181,SUFFISANT
SC_QR01_C04_QS01_QI02_QO07,Segment_Pollution_base,250,0.055555556,7.5,25,400,0.003135466,0.004474882,SUFFISANT
SC_QR01_C04_QS01_QI03_QO01,Segment_Pollution_base,250,0.055555556,7.5,50,10,0.063184164,0.074142464,SUFFISANT
SC_QR01_C04_QS01_QI03_QO02,Segment_Pollution_base,250,0.055555556,7.5,50,25,0.037928071,0.054331105,SUFFISANT
SC_QR01_C04_QS01_QI03_QO03,Segment_Pollution_base,250,0.055555556,7.5,50,50,0.015368619,0.027174708,SUFFISANT
SC_QR01_C04_QS01_QI03_QO04,Segment_Pollution_base,250,0.055555556,7.5,50,100,0.011928716,0.006394599,SUFFISANT
SC_QR01_C04_QS01_QI03_QO05,Segment_Pollution_base,250,0.055555556,7.5,50,150,0.016647341,0.010209473,SUFFISANT
SC_QR01_C04_QS01_QI03_QO06,Segment_Pollution_base,250,0.055555556,7.5,50,200,0.018165734,0.013191168,SUFFISANT
SC_QR01_C04_QS01_QI03_QO07,Segment_Pollution_base,250,0.055555556,7.5,50,400,0.013324537,0.013059587,SUFFISANT
SC_QR01_C04_QS02_QI01_QO01,Segment_Pollution_base,250,0.055555556,15,10,10,0.109435953,0.087656669,SUFFISANT
SC_QR01_C04_QS02_QI01_QO02,Segment_Pollution_base,250,0.055555556,15,10,25,0.069182582,0.080640271,SUFFISANT
SC_QR01_C04_QS02_QI01_QO03,Segment_Pollution_base,250,0.055555556,15,10,50,0.023538042,0.037121031,SUFFISANT
SC_QR01_C04_QS02_QI01_QO04,Segment_Pollution_base,250,0.055555556,15,10,100,0.026756661,0.018471239,SUFFISANT
SC_QR01_C04_QS02_QI01_QO05,Segment_Pollution_base,250,0.055555556,15,10,150,0.025572656,0.021827307,SUFFISANT
SC_QR01_C04_QS02_QI01_QO06,Segment_Pollution_base,250,0.055555556,15,10,200,0.021143194,0.020285616,SUFFISANT
SC_QR01_C04_QS02_QI01_QO07,Segment_Pollution_base,250,0.055555556,15,10,400,0.008843502,0.010133239,SUFFISANT
SC_QR01_C04_QS02_QI02_QO01,Segment_Pollution_base,250,0.055555556,15,25,10,0.05320096,0.028490322,SUFFISANT
SC_QR01_C04_QS02_QI02_QO02,Segment_Pollution_base,250,0.055555556,15,25,25,0.064633034,0.04425332,SUFFISANT
SC_QR01_C04_QS02_QI02_QO03,Segment_Pollution_base,250,0.055555556,15,25,50,0.054505769,0.052006822,SUFFISANT
SC_QR01_C04_QS02_QI02_QO04,Segment_Pollution_base,250,0.055555556,15,25,100,0.024516812,0.031964265,SUFFISANT
SC_QR01_C04_QS02_QI02_QO05,Segment_Pollution_base,250,0.055555556,15,25,150,0.010773181,0.016135963,SUFFISANT
SC_QR01_C04_QS02_QI02_QO06,Segment_Pollution_base,250,0.055555556,15,25,200,0.005200149,0.008375351,SUFFISANT
SC_QR01_C04_QS02_QI02_QO07,Segment_Pollution_base,250,0.055555556,15,25,400,0.006759834,0.004711898,SUFFISANT
SC_QR01_C04_QS02_QI03_QO01,Segment_Pollution_base,250,0.055555556,15,50,10,0.034619596,0.054832902,SUFFISANT
SC_QR01_C04_QS02_QI03_QO02,Segment_Pollution_base,250,0.055555556,15,50,25,0.017286912,0.032338906,SUFFISANT
SC_QR01_C04_QS02_QI03_QO03,Segment_Pollution_base,250,0.055555556,15,50,50,0.011962762,0.012617755,SUFFISANT
SC_QR01_C04_QS02_QI03_QO04,Segment_Pollution_base,250,0.055555556,15,50,100,0.021508595,0.012502383,SUFFISANT
SC_QR01_C04_QS02_QI03_QO05,Segment_Pollution_base,250,0.055555556,15,50,150,0.024026254,0.017750526,SUFFISANT
SC_QR01_C04_QS02_QI03_QO06,Segment_Pollution_base,250,0.055555556,15,50,200,0.022520987,0.019317806,SUFFISANT
SC_QR01_C04_QS02_QI03_QO07,Segment_Pollution_base,250,0.055555556,15,50,400,0.011820781,0.013142426,SUFFISANT
SC_QR01_C04_QS03_QI01_QO01,Segment_Pollution_base,250,0.055555556,30,10,10,0.054380305,0.027636727,SUFFISANT
SC_QR01_C04_QS03_QI01_QO02,Segment_Pollution_base,250,0.055555556,30,10,25,0.065384783,0.045211516,SUFFISANT
SC_QR01_C04_QS03_QI01_QO03,Segment_Pollution_base,250,0.055555556,30,10,50,0.054417372,0.052421048,SUFFISANT
SC_QR01_C04_QS03_QI01_QO04,Segment_Pollution_base,250,0.055555556,30,10,100,0.024041636,0.031628594,SUFFISANT
SC_QR01_C04_QS03_QI01_QO05,Segment_Pollution_base,250,0.055555556,30,10,150,0.010436174,0.015766999,SUFFISANT
SC_QR01_C04_QS03_QI01_QO06,Segment_Pollution_base,250,0.055555556,30,10,200,0.004991565,0.00810704,SUFFISANT
SC_QR01_C04_QS03_QI01_QO07,Segment_Pollution_base,250,0.055555556,30,10,400,0.006954218,0.004878524,SUFFISANT
SC_QR01_C04_QS03_QI02_QO01,Segment_Pollution_base,250,0.055555556,30,25,10,0.070372909,0.076372638,SUFFISANT
SC_QR01_C04_QS03_QI02_QO02,Segment_Pollution_base,250,0.055555556,30,25,25,0.044178002,0.059385162,SUFFISANT
SC_QR01_C04_QS03_QI02_QO03,Segment_Pollution_base,250,0.055555556,30,25,50,0.018702377,0.031438079,SUFFISANT
SC_QR01_C04_QS03_QI02_QO04,Segment_Pollution_base,250,0.055555556,30,25,100,0.010182275,0.007846759,SUFFISANT
SC_QR01_C04_QS03_QI02_QO05,Segment_Pollution_base,250,0.055555556,30,25,150,0.015027199,0.008826981,SUFFISANT
SC_QR01_C04_QS03_QI02_QO06,Segment_Pollution_base,250,0.055555556,30,25,200,0.016991239,0.011888058,SUFFISANT
SC_QR01_C04_QS03_QI02_QO07,Segment_Pollution_base,250,0.055555556,30,25,400,0.013385923,0.012785392,SUFFISANT
SC_QR01_C04_QS03_QI03_QO01,Segment_Pollution_base,250,0.055555556,30,50,10,0.018203752,0.014367865,SUFFISANT
SC_QR01_C04_QS03_QI03_QO02,Segment_Pollution_base,250,0.055555556,30,50,25,0.025320634,0.011382896,SUFFISANT
SC_QR01_C04_QS03_QI03_QO03,Segment_Pollution_base,250,0.055555556,30,50,50,0.03290518,0.019494379,SUFFISANT
SC_QR01_C04_QS03_QI03_QO04,Segment_Pollution_base,250,0.055555556,30,50,100,0.033715729,0.027900055,SUFFISANT
SC_QR01_C04_QS03_QI03_QO05,Segment_Pollution_base,250,0.055555556,30,50,150,0.027017703,0.026949869,SUFFISANT
SC_QR01_C04_QS03_QI03_QO06,Segment_Pollution_base,250,0.055555556,30,50,200,0.020175844,0.022579325,SUFFISANT
SC_QR01_C04_QS03_QI03_QO07,Segment_Pollution_base,250,0.055555556,30,50,400,0.006341189,0.008657357,SUFFISANT
SC_QR01_C05_QS01_QI01_QO01,Segment_Pollution_base,300,0.055555556,7.5,10,10,0.107253507,0.140083,SUFFISANT
SC_QR01_C05_QS01_QI01_QO02,Segment_Pollution_base,300,0.055555556,7.5,10,25,0.073200822,0.048156802,SUFFISANT
SC_QR01_C05_QS01_QI01_QO03,Segment_Pollution_base,300,0.055555556,7.5,10,50,0.06955412,0.063008048,SUFFISANT
SC_QR01_C05_QS01_QI01_QO04,Segment_Pollution_base,300,0.055555556,7.5,10,100,0.030152583,0.037072107,SUFFISANT
SC_QR01_C05_QS01_QI01_QO05,Segment_Pollution_base,300,0.055555556,7.5,10,150,0.013364887,0.018337807,SUFFISANT
SC_QR01_C05_QS01_QI01_QO06,Segment_Pollution_base,300,0.055555556,7.5,10,200,0.010839396,0.009758442,SUFFISANT
SC_QR01_C05_QS01_QI01_QO07,Segment_Pollution_base,300,0.055555556,7.5,10,400,0.010717522,0.009223747,SUFFISANT
SC_QR01_C05_QS01_QI02_QO01,Segment_Pollution_base,300,0.055555556,7.5,25,10,0.070876583,0.103187963,SUFFISANT
SC_QR01_C05_QS01_QI02_QO02,Segment_Pollution_base,300,0.055555556,7.5,25,25,0.036369763,0.045265466,SUFFISANT
SC_QR01_C05_QS01_QI02_QO03,Segment_Pollution_base,300,0.055555556,7.5,25,50,0.053768408,0.035528384,SUFFISANT
SC_QR01_C05_QS01_QI02_QO04,Segment_Pollution_base,300,0.055555556,7.5,25,100,0.044060517,0.042670373,SUFFISANT
SC_QR01_C05_QS01_QI02_QO05,Segment_Pollution_base,300,0.055555556,7.5,25,150,0.027587702,0.031685017,SUFFISANT
SC_QR01_C05_QS01_QI02_QO06,Segment_Pollution_base,300,0.055555556,7.5,25,200,0.017110821,0.021529416,SUFFISANT
SC_QR01_C05_QS01_QI02_QO07,Segment_Pollution_base,300,0.055555556,7.5,25,400,0.003762559,0.005369858,SUFFISANT
SC_QR01_C05_QS01_QI03_QO01,Segment_Pollution_base,300,0.055555556,7.5,50,10,0.075820997,0.088970959,SUFFISANT
SC_QR01_C05_QS01_QI03_QO02,Segment_Pollution_base,300,0.055555556,7.5,50,25,0.045513686,0.065197326,SUFFISANT
SC_QR01_C05_QS01_QI03_QO03,Segment_Pollution_base,300,0.055555556,7.5,50,50,0.018442342,0.032609649,SUFFISANT
SC_QR01_C05_QS01_QI03_QO04,Segment_Pollution_base,300,0.055555556,7.5,50,100,0.014314459,0.007673519,SUFFISANT
SC_QR01_C05_QS01_QI03_QO05,Segment_Pollution_base,300,0.055555556,7.5,50,150,0.019976808,0.012251368,SUFFISANT
SC_QR01_C05_QS01_QI03_QO06,Segment_Pollution_base,300,0.055555556,7.5,50,200,0.021798879,0.015829401,SUFFISANT
SC_QR01_C05_QS01_QI03_QO07,Segment_Pollution_base,300,0.055555556,7.5,50,400,0.015989447,0.015671503,SUFFISANT
SC_QR01_C05_QS02_QI01_QO01,Segment_Pollution_base,300,0.055555556,15,10,10,0.131323144,0.105188005,SUFFISANT
SC_QR01_C05_QS02_QI01_QO02,Segment_Pollution_base,300,0.055555556,15,10,25,0.083019093,0.09676832,SUFFISANT
SC_QR01_C05_QS02_QI01_QO03,Segment_Pollution_base,300,0.055555556,15,10,50,0.02824565,0.044545241,SUFFISANT
SC_QR01_C05_QS02_QI01_QO04,Segment_Pollution_base,300,0.055555556,15,10,100,0.03210799,0.022165488,SUFFISANT
SC_QR01_C05_QS02_QI01_QO05,Segment_Pollution_base,300,0.055555556,15,10,150,0.030687187,0.026192766,SUFFISANT
SC_QR01_C05_QS02_QI01_QO06,Segment_Pollution_base,300,0.055555556,15,10,200,0.025371833,0.02434274,SUFFISANT
SC_QR01_C05_QS02_QI01_QO07,Segment_Pollution_base,300,0.055555556,15,10,400,0.010612202,0.012159887,SUFFISANT
SC_QR01_C05_QS02_QI02_QO01,Segment_Pollution_base,300,0.055555556,15,25,10,0.063841149,0.034188386,SUFFISANT
SC_QR01_C05_QS02_QI02_QO02,Segment_Pollution_base,300,0.055555556,15,25,25,0.077559642,0.053103987,SUFFISANT
SC_QR01_C05_QS02_QI02_QO03,Segment_Pollution_base,300,0.055555556,15,25,50,0.065406926,0.062408183,SUFFISANT
SC_QR01_C05_QS02_QI02_QO04,Segment_Pollution_base,300,0.055555556,15,25,100,0.029420175,0.03835712,SUFFISANT
SC_QR01_C05_QS02_QI02_QO05,Segment_Pollution_base,300,0.055555556,15,25,150,0.012927817,0.019363154,SUFFISANT
SC_QR01_C05_QS02_QI02_QO06,Segment_Pollution_base,300,0.055555556,15,25,200,0.006240179,0.010050422,SUFFISANT
SC_QR01_C05_QS02_QI02_QO07,Segment_Pollution_base,300,0.055555556,15,25,400,0.008111801,0.005654277,SUFFISANT
SC_QR01_C05_QS02_QI03_QO01,Segment_Pollution_base,300,0.055555556,15,50,10,0.041543514,0.065799482,SUFFISANT
SC_QR01_C05_QS02_QI03_QO02,Segment_Pollution_base,300,0.055555556,15,50,25,0.020744294,0.038806684,SUFFISANT
SC_QR01_C05_QS02_QI03_QO03,Segment_Pollution_base,300,0.055555556,15,50,50,0.014355314,0.015141306,SUFFISANT
SC_QR01_C05_QS02_QI03_QO04,Segment_Pollution_base,300,0.055555556,15,50,100,0.025810312,0.015002861,SUFFISANT
SC_QR01_C05_QS02_QI03_QO05,Segment_Pollution_base,300,0.055555556,15,50,150,0.028831504,0.021300631,SUFFISANT
SC_QR01_C05_QS02_QI03_QO06,Segment_Pollution_base,300,0.055555556,15,50,200,0.027025186,0.023181366,SUFFISANT
SC_QR01_C05_QS02_QI03_QO07,Segment_Pollution_base,300,0.055555556,15,50,400,0.014184938,0.015770912,SUFFISANT
SC_QR01_C05_QS03_QI01_QO01,Segment_Pollution_base,300,0.055555556,30,10,10,0.065256357,0.033164073,SUFFISANT
SC_QR01_C05_QS03_QI01_QO02,Segment_Pollution_base,300,0.055555556,30,10,25,0.078461736,0.05425382,SUFFISANT
SC_QR01_C05_QS03_QI01_QO03,Segment_Pollution_base,300,0.055555556,30,10,50,0.065300845,0.062905252,SUFFISANT
SC_QR01_C05_QS03_QI01_QO04,Segment_Pollution_base,300,0.055555556,30,10,100,0.028849965,0.037954312,SUFFISANT
SC_QR01_C05_QS03_QI01_QO05,Segment_Pollution_base,300,0.055555556,30,10,150,0.012523409,0.018920399,SUFFISANT
SC_QR01_C05_QS03_QI01_QO06,Segment_Pollution_base,300,0.055555556,30,10,200,0.005989878,0.009728448,SUFFISANT
SC_QR01_C05_QS03_QI01_QO07,Segment_Pollution_base,300,0.055555556,30,10,400,0.008345061,0.005854229,SUFFISANT
SC_QR01_C05_QS03_QI02_QO01,Segment_Pollution_base,300,0.055555556,30,25,10,0.084447488,0.09164717,SUFFISANT
SC_QR01_C05_QS03_QI02_QO02,Segment_Pollution_base,300,0.055555556,30,25,25,0.0530136,0.071262196,SUFFISANT
SC_QR01_C05_QS03_QI02_QO03,Segment_Pollution_base,300,0.055555556,30,25,50,0.022442853,0.037725694,SUFFISANT
SC_QR01_C05_QS03_QI02_QO04,Segment_Pollution_base,300,0.055555556,30,25,100,0.01221873,0.00941611,SUFFISANT
SC_QR01_C05_QS03_QI02_QO05,Segment_Pollution_base,300,0.055555556,30,25,150,0.018032638,0.010592378,SUFFISANT
SC_QR01_C05_QS03_QI02_QO06,Segment_Pollution_base,300,0.055555556,30,25,200,0.02038949,0.01426567,SUFFISANT
SC_QR01_C05_QS03_QI02_QO07,Segment_Pollution_base,300,0.055555556,30,25,400,0.016063107,0.015342469,SUFFISANT
SC_QR01_C05_QS03_QI03_QO01,Segment_Pollution_base,300,0.055555556,30,50,10,0.021844503,0.017241439,SUFFISANT
SC_QR01_C05_QS03_QI03_QO02,Segment_Pollution_base,300,0.055555556,30,50,25,0.03038476,0.013659474,SUFFISANT
SC_QR01_C05_QS03_QI03_QO03,Segment_Pollution_base,300,0.055555556,30,50,50,0.039486215,0.023393253,SUFFISANT
SC_QR01_C05_QS03_QI03_QO04,Segment_Pollution_base,300,0.055555556,30,50,100,0.040458869,0.033480067,SUFFISANT
SC_QR01_C05_QS03_QI03_QO05,Segment_Pollution_base,300,0.055555556,30,50,150,0.032421242,0.032339845,SUFFISANT
SC_QR01_C05_QS03_QI03_QO06,Segment_Pollution_base,300,0.055555556,30,50,200,0.024211012,0.027095189,SUFFISANT
SC_QR01_C05_QS03_QI03_QO07,Segment_Pollution_base,300,0.055555556,30,50,400,0.007609427,0.010388828,SUFFISANT
SC_QR02_C01_QS01_QI01_QO01,Segment_Pollution_base,100,0.277777778,7.5,10,10,0.168140128,0.225585029,SUFFISANT
SC_QR02_C01_QS01_QI01_QO02,Segment_Pollution_base,100,0.277777778,7.5,10,25,0.126411885,0.078181453,SUFFISANT
SC_QR02_C01_QS01_QI01_QO03,Segment_Pollution_base,100,0.277777778,7.5,10,50,0.11466898,0.106161714,SUFFISANT
SC_QR02_C01_QS01_QI01_QO04,Segment_Pollution_base,100,0.277777778,7.5,10,100,0.04783665,0.059674658,SUFFISANT
SC_QR02_C01_QS01_QI01_QO05,Segment_Pollution_base,100,0.277777778,7.5,10,150,0.020817444,0.028895522,SUFFISANT
SC_QR02_C01_QS01_QI01_QO06,Segment_Pollution_base,100,0.277777778,7.5,10,200,0.019236835,0.015177528,SUFFISANT
SC_QR02_C01_QS01_QI01_QO07,Segment_Pollution_base,100,0.277777778,7.5,10,400,0.018256737,0.015913108,SUFFISANT
SC_QR02_C01_QS01_QI02_QO01,Segment_Pollution_base,100,0.277777778,7.5,25,10,0.112675272,0.166370019,SUFFISANT
SC_QR02_C01_QS01_QI02_QO02,Segment_Pollution_base,100,0.277777778,7.5,25,25,0.063533328,0.071943961,SUFFISANT
SC_QR02_C01_QS01_QI02_QO03,Segment_Pollution_base,100,0.277777778,7.5,25,50,0.090742558,0.061232071,SUFFISANT
SC_QR02_C01_QS01_QI02_QO04,Segment_Pollution_base,100,0.277777778,7.5,25,100,0.072243705,0.070827104,SUFFISANT
SC_QR02_C01_QS01_QI02_QO05,Segment_Pollution_base,100,0.277777778,7.5,25,150,0.044676095,0.051751431,SUFFISANT
SC_QR02_C01_QS01_QI02_QO06,Segment_Pollution_base,100,0.277777778,7.5,25,200,0.027519368,0.034853831,SUFFISANT
SC_QR02_C01_QS01_QI02_QO07,Segment_Pollution_base,100,0.277777778,7.5,25,400,0.005982367,0.008567662,SUFFISANT
SC_QR02_C01_QS01_QI03_QO01,Segment_Pollution_base,100,0.277777778,7.5,50,10,0.122917898,0.145732671,SUFFISANT
SC_QR02_C01_QS01_QI03_QO02,Segment_Pollution_base,100,0.277777778,7.5,50,25,0.073461272,0.105886191,SUFFISANT
SC_QR02_C01_QS01_QI03_QO03,Segment_Pollution_base,100,0.277777778,7.5,50,50,0.029725954,0.052672595,SUFFISANT
SC_QR02_C01_QS01_QI03_QO04,Segment_Pollution_base,100,0.277777778,7.5,50,100,0.024845606,0.012399903,SUFFISANT
SC_QR02_C01_QS01_QI03_QO05,Segment_Pollution_base,100,0.277777778,7.5,50,150,0.033924278,0.021189982,SUFFISANT
SC_QR02_C01_QS01_QI03_QO06,Segment_Pollution_base,100,0.277777778,7.5,50,200,0.036553249,0.026911741,SUFFISANT
SC_QR02_C01_QS01_QI03_QO07,Segment_Pollution_base,100,0.277777778,7.5,50,400,0.02627157,0.025909603,SUFFISANT
SC_QR02_C01_QS02_QI01_QO01,Segment_Pollution_base,100,0.277777778,15,10,10,0.216781989,0.178230777,SUFFISANT
SC_QR02_C01_QS02_QI01_QO02,Segment_Pollution_base,100,0.277777778,15,10,25,0.133392245,0.158195853,SUFFISANT
SC_QR02_C01_QS02_QI01_QO03,Segment_Pollution_base,100,0.277777778,15,10,50,0.044540439,0.070995823,SUFFISANT
SC_QR02_C01_QS02_QI01_QO04,Segment_Pollution_base,100,0.277777778,15,10,100,0.054723896,0.038512744,SUFFISANT
SC_QR02_C01_QS02_QI01_QO05,Segment_Pollution_base,100,0.277777778,15,10,150,0.051184032,0.044314634,SUFFISANT
SC_QR02_C01_QS02_QI01_QO06,Segment_Pollution_base,100,0.277777778,15,10,200,0.041787274,0.040554948,SUFFISANT
SC_QR02_C01_QS02_QI01_QO07,Segment_Pollution_base,100,0.277777778,15,10,400,0.017082514,0.019710816,SUFFISANT
SC_QR02_C01_QS02_QI02_QO01,Segment_Pollution_base,100,0.277777778,15,25,10,0.109132551,0.054968018,SUFFISANT
SC_QR02_C01_QS02_QI02_QO02,Segment_Pollution_base,100,0.277777778,15,25,25,0.129495427,0.090513483,SUFFISANT
SC_QR02_C01_QS02_QI02_QO03,Segment_Pollution_base,100,0.277777778,15,25,50,0.107099846,0.103529073,SUFFISANT
SC_QR02_C01_QS02_QI02_QO04,Segment_Pollution_base,100,0.277777778,15,25,100,0.047484655,0.062310167,SUFFISANT
SC_QR02_C01_QS02_QI02_QO05,Segment_Pollution_base,100,0.277777778,15,25,150,0.020765496,0.031217843,SUFFISANT
SC_QR02_C01_QS02_QI02_QO06,Segment_Pollution_base,100,0.277777778,15,25,200,0.010004959,0.016149607,SUFFISANT
SC_QR02_C01_QS02_QI02_QO07,Segment_Pollution_base,100,0.277777778,15,25,400,0.013909182,0.009831374,SUFFISANT
SC_QR02_C01_QS02_QI03_QO01,Segment_Pollution_base,100,0.277777778,15,50,10,0.067048661,0.106670238,SUFFISANT
SC_QR02_C01_QS02_QI03_QO02,Segment_Pollution_base,100,0.277777778,15,50,25,0.033503253,0.062747151,SUFFISANT
SC_QR02_C01_QS02_QI03_QO03,Segment_Pollution_base,100,0.277777778,15,50,50,0.025112774,0.024506548,SUFFISANT
SC_QR02_C01_QS02_QI03_QO04,Segment_Pollution_base,100,0.277777778,15,50,100,0.043699466,0.025910703,SUFFISANT
SC_QR02_C01_QS02_QI03_QO05,Segment_Pollution_base,100,0.277777778,15,50,150,0.048055559,0.035981849,SUFFISANT
SC_QR02_C01_QS02_QI03_QO06,Segment_Pollution_base,100,0.277777778,15,50,200,0.044660009,0.038675368,SUFFISANT
SC_QR02_C01_QS02_QI03_QO07,Segment_Pollution_base,100,0.277777778,15,50,400,0.023150081,0.025832905,SUFFISANT
SC_QR02_C01_QS03_QI01_QO01,Segment_Pollution_base,100,0.277777778,30,10,10,0.111416869,0.056664973,SUFFISANT
SC_QR02_C01_QS03_QI01_QO02,Segment_Pollution_base,100,0.277777778,30,10,25,0.130881339,0.092363365,SUFFISANT
SC_QR02_C01_QS03_QI01_QO03,Segment_Pollution_base,100,0.277777778,30,10,50,0.106866702,0.104269154,SUFFISANT
SC_QR02_C01_QS03_QI01_QO04,Segment_Pollution_base,100,0.277777778,30,10,100,0.046560191,0.06163653,SUFFISANT
SC_QR02_C01_QS03_QI01_QO05,Segment_Pollution_base,100,0.277777778,30,10,150,0.020120291,0.030504236,SUFFISANT
SC_QR02_C01_QS03_QI01_QO06,Segment_Pollution_base,100,0.277777778,30,10,200,0.009607955,0.015636034,SUFFISANT
SC_QR02_C01_QS03_QI01_QO07,Segment_Pollution_base,100,0.277777778,30,10,400,0.014288781,0.010162537,SUFFISANT
SC_QR02_C01_QS03_QI02_QO01,Segment_Pollution_base,100,0.277777778,30,25,10,0.137279272,0.1506982,SUFFISANT
SC_QR02_C01_QS03_QI02_QO02,Segment_Pollution_base,100,0.277777778,30,25,25,0.085721403,0.116026521,SUFFISANT
SC_QR02_C01_QS03_QI02_QO03,Segment_Pollution_base,100,0.277777778,30,25,50,0.036215622,0.061028142,SUFFISANT
SC_QR02_C01_QS03_QI02_QO04,Segment_Pollution_base,100,0.277777778,30,25,100,0.021311652,0.015229628,SUFFISANT
SC_QR02_C01_QS03_QI02_QO05,Segment_Pollution_base,100,0.277777778,30,25,150,0.030733129,0.018402565,SUFFISANT
SC_QR02_C01_QS03_QI02_QO06,Segment_Pollution_base,100,0.277777778,30,25,200,0.034288097,0.024339257,SUFFISANT
SC_QR02_C01_QS03_QI02_QO07,Segment_Pollution_base,100,0.277777778,30,25,400,0.026439272,0.025417356,SUFFISANT
SC_QR02_C01_QS03_QI03_QO01,Segment_Pollution_base,100,0.277777778,30,50,10,0.037919696,0.027952231,SUFFISANT
SC_QR02_C01_QS03_QI03_QO02,Segment_Pollution_base,100,0.277777778,30,50,25,0.051886886,0.023970891,SUFFISANT
SC_QR02_C01_QS03_QI03_QO03,Segment_Pollution_base,100,0.277777778,30,50,50,0.066258952,0.040034968,SUFFISANT
SC_QR02_C01_QS03_QI03_QO04,Segment_Pollution_base,100,0.277777778,30,50,100,0.066751204,0.055838015,SUFFISANT
SC_QR02_C01_QS03_QI03_QO05,Segment_Pollution_base,100,0.277777778,30,50,150,0.053116519,0.053321131,SUFFISANT
SC_QR02_C01_QS03_QI03_QO06,Segment_Pollution_base,100,0.277777778,30,50,200,0.039536081,0.044421799,SUFFISANT
SC_QR02_C01_QS03_QI03_QO07,Segment_Pollution_base,100,0.277777778,30,50,400,0.012390414,0.016925389,SUFFISANT
SC_QR02_C02_QS01_QI01_QO01,Segment_Pollution_base,150,0.277777778,7.5,10,10,0.25221017,0.338377535,SUFFISANT
SC_QR02_C02_QS01_QI01_QO02,Segment_Pollution_base,150,0.277777778,7.5,10,25,0.189617828,0.117272183,SUFFISANT
SC_QR02_C02_QS01_QI01_QO03,Segment_Pollution_base,150,0.277777778,7.5,10,50,0.172003478,0.159242555,SUFFISANT
SC_QR02_C02_QS01_QI01_QO04,Segment_Pollution_base,150,0.277777778,7.5,10,100,0.071754977,0.089511983,SUFFISANT
SC_QR02_C02_QS01_QI01_QO05,Segment_Pollution_base,150,0.277777778,7.5,10,150,0.031226167,0.04334328,SUFFISANT
SC_QR02_C02_QS01_QI01_QO06,Segment_Pollution_base,150,0.277777778,7.5,10,200,0.028855255,0.022766292,SUFFISANT
SC_QR02_C02_QS01_QI01_QO07,Segment_Pollution_base,150,0.277777778,7.5,10,400,0.027385103,0.023869662,SUFFISANT
SC_QR02_C02_QS01_QI02_QO01,Segment_Pollution_base,150,0.277777778,7.5,25,10,0.169012904,0.249555022,SUFFISANT
SC_QR02_C02_QS01_QI02_QO02,Segment_Pollution_base,150,0.277777778,7.5,25,25,0.095299996,0.107915938,SUFFISANT
SC_QR02_C02_QS01_QI02_QO03,Segment_Pollution_base,150,0.277777778,7.5,25,50,0.136113837,0.091848113,SUFFISANT
SC_QR02_C02_QS01_QI02_QO04,Segment_Pollution_base,150,0.277777778,7.5,25,100,0.108365566,0.106240653,SUFFISANT
SC_QR02_C02_QS01_QI02_QO05,Segment_Pollution_base,150,0.277777778,7.5,25,150,0.067014143,0.077627152,SUFFISANT
SC_QR02_C02_QS01_QI02_QO06,Segment_Pollution_base,150,0.277777778,7.5,25,200,0.041279051,0.05228075,SUFFISANT
SC_QR02_C02_QS01_QI02_QO07,Segment_Pollution_base,150,0.277777778,7.5,25,400,0.008973551,0.012851493,SUFFISANT
SC_QR02_C02_QS01_QI03_QO01,Segment_Pollution_base,150,0.277777778,7.5,50,10,0.184376851,0.218599007,SUFFISANT
SC_QR02_C02_QS01_QI03_QO02,Segment_Pollution_base,150,0.277777778,7.5,50,25,0.110191904,0.158829287,SUFFISANT
SC_QR02_C02_QS01_QI03_QO03,Segment_Pollution_base,150,0.277777778,7.5,50,50,0.044588935,0.079008892,SUFFISANT
SC_QR02_C02_QS01_QI03_QO04,Segment_Pollution_base,150,0.277777778,7.5,50,100,0.037268408,0.018599855,SUFFISANT
SC_QR02_C02_QS01_QI03_QO05,Segment_Pollution_base,150,0.277777778,7.5,50,150,0.050886419,0.03178497,SUFFISANT
SC_QR02_C02_QS01_QI03_QO06,Segment_Pollution_base,150,0.277777778,7.5,50,200,0.054829869,0.040367611,SUFFISANT
SC_QR02_C02_QS01_QI03_QO07,Segment_Pollution_base,150,0.277777778,7.5,50,400,0.039407354,0.038864404,SUFFISANT
SC_QR02_C02_QS02_QI01_QO01,Segment_Pollution_base,150,0.277777778,15,10,10,0.325172961,0.267346174,SUFFISANT
SC_QR02_C02_QS02_QI01_QO02,Segment_Pollution_base,150,0.277777778,15,10,25,0.200088382,0.237293795,SUFFISANT
SC_QR02_C02_QS02_QI01_QO03,Segment_Pollution_base,150,0.277777778,15,10,50,0.066810668,0.106493734,SUFFISANT
SC_QR02_C02_QS02_QI01_QO04,Segment_Pollution_base,150,0.277777778,15,10,100,0.082085848,0.05776912,SUFFISANT
SC_QR02_C02_QS02_QI01_QO05,Segment_Pollution_base,150,0.277777778,15,10,150,0.07677605,0.066471949,SUFFISANT
SC_QR02_C02_QS02_QI01_QO06,Segment_Pollution_base,150,0.277777778,15,10,200,0.062680915,0.060832422,SUFFISANT
