node_id,geom
179,01010000204F66000080490C828AF01C410062A1567FF11441
180,01010000204F66000000C8985B9EA42041803D0A1715861B41
181,01010000204F660000004D848D00391D4100EEEB40D0E11441
182,01010000204F66000044749E55E56D1B414F9677CE73251541
183,01010000204F66000080AEB6A241621D414050FC9846E51441
184,01010000204F660000806ABCB44A5B194100197317C8051941
185,01010000204F660000801E852BA82D1D41809999598D171541
186,01010000204F66000000CBA105AC121D41C0FA5C6DC2451541
187,01010000204F6600000077BE1F43351B4100C3642A44521741
188,01010000204F660000802E6E6367961B41C0073DDB41F51841
189,01010000204F66000080158C0A680F1D41C054C1E835841541
190,01010000204F66000080E5D0A28B041D41C02B6519B4B81541
191,01010000204F6600000055302A1D211B41802497FFE15A1541
192,01010000204F66000000F628DC54F21D4140C4B16EB3AD1541
193,01010000204F6600000005341157021E418051495D79781541
194,01010000204F66000080AC8B5BE3601D41406519228FA01441
195,01010000204F660000802BF697AA3A1D41003411F6ABA81441
196,01010000204F66000000A2B4B7603B1D418036ABFEAD731441
197,01010000204F6600008014AEC746091B4100C364AA4D1E1741
198,01010000204F66000080A982D12C8C1E4180C5FEF21C491441
199,01010000204F66000080ABAD18DB331E41401AC05BC10F1641
200,01010000204F66000080D3BC233D521E4140431CAB2A961441
201,01010000204F66000000083DDB0E661E4100295C4FE2651441
202,01010000204F66000080900FFA91E01A41801A2F9DD03B1541
203,01010000204F66000080218E3559BE1F414090A078FDB61441
204,01010000204F660000009BE65D58721F41C04E40130F131541
205,01010000204F6600000070CE487D511F41C0B88DC65DF21541
206,01010000204F6600000051DADBF3621F41805CFEC337711541
207,01010000204F660000B4143925E6611B41F2E714BC78041541
208,01010000204F66000080DA1BFC25101F418095438B13411641
209,01010000204F66000000DCD7C17CAF1E414039B44819DF1441
210,01010000204F66000000651922C5D4194180D0B319E5621A41
211,01010000204F6600008094F686495B1E4140A089B0E8421541
212,01010000204F66000000DAACBA8C6B1E4100AF25643D081541
213,01010000204F66000080A0F8F1C1801B41C089B02139DD1441
214,01010000204F66000000E4835E814C1E418068916D7DCF1441
215,01010000204F66000000F016881E811E414027A0C905081541
216,01010000204F660000002428BEB0E91D414013610330471541
217,01010000204F66000000E10BD306C21D41C0E53FA46E371641
218,01010000204F6600000089412063491E41C035CDBB107D1541
219,01010000204F660000005EBA09844C1E41C0E1E91578B21541
220,01010000204F66000080F163CC92531B41C0BE0E5C407C1741
221,01010000204F6600000057ECEF104A1E41C03099EAD7E71541
222,01010000204F66000000E561A167FD1E41807CD03377B11641
223,01010000204F66000040F7E4E19EC41B41005E4B887DBB1441
224,01010000204F6600004021B0F2621D1F4160FDF675F5021741
225,01010000204F660000802C439CF8951D41C03B4E91C0941741
226,01010000204F660000C0CDAA8FE8091F41608FC275C85B1741
227,01010000204F6600008017B7112FF11E4100D9CE37D0701741
228,01010000204F660000005E4B08899E1B4140F6971D61D21441
229,01010000204F66000080A44E005E1F1F41801F636EB62B1741
230,01010000204F66000000151D49E24B1F4180B96BC92B221741
231,01010000204F66000080C2F568D8B91F41C08BDB6806AA1741
232,01010000204F66000080847C909F941B41007E1DB864851441
233,01010000204F66000080EB51585504204140D6C5ADF50C1841
234,01010000204F660000008941606D421D41406B9A37F90E1741
235,01010000204F66000000FED4B830E11F4180FD65F73BDB1741
236,01010000204F6600008009F920CCC81E4140764F1EB5251841
237,01010000204F660000001B9E1EA0AF1A410081954321141B41
238,01010000204F6600000019739762E01E4140643B1F1DFA1741
239,01010000204F66000080F4DB5706F21E4100C3646A31DC1741
240,01010000204F660000804694766CF81E41C0270FCB2FCA1741
241,01010000204F66000080A757CA0BC31D4100EEEB80C36A1741
242,01010000204F66000080832F4CF0361D41408E753102DA1741
243,01010000204F66000080B81E45C46E1D41C0F753E359C41741
244,01010000204F660000008195C39A1E1D41005917B708751741
245,01010000204F6600008031776DD8251D4100075F18E54D1741
246,01010000204F66000000B072689E3C1D41803F35DE1C2C1741
247,01010000204F66000040DE020960061C41403CBDD2126B1441
