source_row_id,ire_barrage,date_jr,barrage_id,rn,exclusion_reason
62534,2847/15,2019-05-26,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
62544,2847/15,2019-05-27,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
62554,2847/15,2019-05-28,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
62564,2847/15,2019-05-29,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
62574,2847/15,2019-05-30,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
62584,2847/15,2019-05-31,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
62594,2847/15,2019-06-01,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
62604,2847/15,2019-06-02,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
62614,2847/15,2019-06-03,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
62624,2847/15,2019-06-04,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
62634,2847/15,2019-06-05,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
62644,2847/15,2019-06-06,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
62654,2847/15,2019-06-07,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
62664,2847/15,2019-06-08,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
62674,2847/15,2019-06-09,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
62684,2847/15,2019-06-10,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
62694,2847/15,2019-06-11,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
62704,2847/15,2019-06-12,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
62714,2847/15,2019-06-13,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
62724,2847/15,2019-06-14,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
62734,2847/15,2019-06-15,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
62744,2847/15,2019-06-16,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
62754,2847/15,2019-06-17,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
62764,2847/15,2019-06-18,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
62774,2847/15,2019-06-19,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
62784,2847/15,2019-06-20,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
62794,2847/15,2019-06-21,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
62804,2847/15,2019-06-22,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
62814,2847/15,2019-06-23,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
62824,2847/15,2019-06-24,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
62834,2847/15,2019-06-25,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
62844,2847/15,2019-06-26,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
62854,2847/15,2019-06-27,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
62864,2847/15,2019-06-28,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
62874,2847/15,2019-06-29,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
62884,2847/15,2019-06-30,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
62894,2847/15,2019-07-01,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
62904,2847/15,2019-07-02,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
62914,2847/15,2019-07-03,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
62924,2847/15,2019-07-04,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
62934,2847/15,2019-07-05,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
62944,2847/15,2019-07-06,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
62954,2847/15,2019-07-07,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
62964,2847/15,2019-07-08,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
62974,2847/15,2019-07-09,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
62984,2847/15,2019-07-10,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
62994,2847/15,2019-07-11,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63004,2847/15,2019-07-12,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63014,2847/15,2019-07-13,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63024,2847/15,2019-07-14,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63034,2847/15,2019-07-15,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63044,2847/15,2019-07-16,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63054,2847/15,2019-07-17,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63064,2847/15,2019-07-18,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63074,2847/15,2019-07-19,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63084,2847/15,2019-07-20,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63094,2847/15,2019-07-21,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63104,2847/15,2019-07-22,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63114,2847/15,2019-07-23,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63124,2847/15,2019-07-24,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63134,2847/15,2019-07-25,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63144,2847/15,2019-07-26,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63154,2847/15,2019-07-27,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63164,2847/15,2019-07-28,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63174,2847/15,2019-07-29,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63184,2847/15,2019-07-30,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63194,2847/15,2019-07-31,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63204,2847/15,2019-08-01,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63214,2847/15,2019-08-02,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63224,2847/15,2019-08-03,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63234,2847/15,2019-08-04,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63244,2847/15,2019-08-05,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63254,2847/15,2019-08-06,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63264,2847/15,2019-08-07,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63274,2847/15,2019-08-08,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63284,2847/15,2019-08-09,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63294,2847/15,2019-08-10,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63304,2847/15,2019-08-11,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63314,2847/15,2019-08-12,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63324,2847/15,2019-08-13,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63334,2847/15,2019-08-14,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63344,2847/15,2019-08-15,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63354,2847/15,2019-08-16,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63364,2847/15,2019-08-17,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63374,2847/15,2019-08-18,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63384,2847/15,2019-08-19,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63394,2847/15,2019-08-20,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63404,2847/15,2019-08-21,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63414,2847/15,2019-08-22,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63424,2847/15,2019-08-23,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63434,2847/15,2019-08-24,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63444,2847/15,2019-08-25,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63454,2847/15,2019-08-26,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63464,2847/15,2019-08-27,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63474,2847/15,2019-08-28,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63484,2847/15,2019-08-29,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63494,2847/15,2019-08-30,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
63504,2847/15,2019-08-31,b4b6fa28-6aaa-4ddc-96ab-7ebfe817e0c1,2,DUPLICATE_SOURCE_KEY
