table_a,id_point_a,x_a,y_a,table_b,id_point_b,x_b,y_b,distance_m,type_match
staging.raw_idp_2024_mesures_qualite_globale,10,404650.0,423453.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1000,396617.0,425212.0,8223.331,distant
staging.raw_idp_2024_mesures_qualite_globale,100,411388.0,436987.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1292,411255.0,436360.0,640.951,distant
staging.raw_idp_2024_mesures_qualite_globale,1000,491774.0,413700.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1427,492000.0,413900.0,301.788,distant
staging.raw_idp_2024_mesures_qualite_globale,1001,491774.0,413700.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1427,492000.0,413900.0,301.788,distant
staging.raw_idp_2024_mesures_qualite_globale,1002,543094.0,401261.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1023,543300.0,399700.0,1574.534,distant
staging.raw_idp_2024_mesures_qualite_globale,1003,543094.0,401261.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1023,543300.0,399700.0,1574.534,distant
staging.raw_idp_2024_mesures_qualite_globale,1004,543094.0,401261.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1023,543300.0,399700.0,1574.534,distant
staging.raw_idp_2024_mesures_qualite_globale,1005,543094.0,401261.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1023,543300.0,399700.0,1574.534,distant
staging.raw_idp_2024_mesures_qualite_globale,1006,543094.0,401261.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1023,543300.0,399700.0,1574.534,distant
staging.raw_idp_2024_mesures_qualite_globale,1007,543094.0,401261.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1023,543300.0,399700.0,1574.534,distant
staging.raw_idp_2024_mesures_qualite_globale,1008,543094.0,401261.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1023,543300.0,399700.0,1574.534,distant
staging.raw_idp_2024_mesures_qualite_globale,1009,543094.0,401261.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1023,543300.0,399700.0,1574.534,distant
staging.raw_idp_2024_mesures_qualite_globale,101,411388.0,436987.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1292,411255.0,436360.0,640.951,distant
staging.raw_idp_2024_mesures_qualite_globale,1010,543094.0,401261.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1023,543300.0,399700.0,1574.534,distant
staging.raw_idp_2024_mesures_qualite_globale,1011,543094.0,401261.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1023,543300.0,399700.0,1574.534,distant
staging.raw_idp_2024_mesures_qualite_globale,1012,543094.0,401261.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1023,543300.0,399700.0,1574.534,distant
staging.raw_idp_2024_mesures_qualite_globale,1013,543094.0,401261.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1023,543300.0,399700.0,1574.534,distant
staging.raw_idp_2024_mesures_qualite_globale,1014,543094.0,401261.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1023,543300.0,399700.0,1574.534,distant
staging.raw_idp_2024_mesures_qualite_globale,1015,543094.0,401261.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1023,543300.0,399700.0,1574.534,distant
staging.raw_idp_2024_mesures_qualite_globale,1016,543094.0,401261.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1023,543300.0,399700.0,1574.534,distant
staging.raw_idp_2024_mesures_qualite_globale,1017,543094.0,401261.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1023,543300.0,399700.0,1574.534,distant
staging.raw_idp_2024_mesures_qualite_globale,1018,543094.0,401261.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1023,543300.0,399700.0,1574.534,distant
staging.raw_idp_2024_mesures_qualite_globale,1019,543094.0,401261.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1023,543300.0,399700.0,1574.534,distant
staging.raw_idp_2024_mesures_qualite_globale,102,411388.0,436987.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1292,411255.0,436360.0,640.951,distant
staging.raw_idp_2024_mesures_qualite_globale,1020,543094.0,401261.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1023,543300.0,399700.0,1574.534,distant
staging.raw_idp_2024_mesures_qualite_globale,1021,543094.0,401261.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1023,543300.0,399700.0,1574.534,distant
staging.raw_idp_2024_mesures_qualite_globale,1022,543094.0,401261.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1023,543300.0,399700.0,1574.534,distant
staging.raw_idp_2024_mesures_qualite_globale,1023,543094.0,401261.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1023,543300.0,399700.0,1574.534,distant
staging.raw_idp_2024_mesures_qualite_globale,1024,543094.0,401261.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1023,543300.0,399700.0,1574.534,distant
staging.raw_idp_2024_mesures_qualite_globale,1025,543094.0,401261.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1023,543300.0,399700.0,1574.534,distant
staging.raw_idp_2024_mesures_qualite_globale,1026,543094.0,401261.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1023,543300.0,399700.0,1574.534,distant
staging.raw_idp_2024_mesures_qualite_globale,1027,543094.0,401261.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1023,543300.0,399700.0,1574.534,distant
staging.raw_idp_2024_mesures_qualite_globale,1028,543094.0,401261.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1023,543300.0,399700.0,1574.534,distant
staging.raw_idp_2024_mesures_qualite_globale,1029,543094.0,401261.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1023,543300.0,399700.0,1574.534,distant
staging.raw_idp_2024_mesures_qualite_globale,103,411388.0,436987.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1292,411255.0,436360.0,640.951,distant
staging.raw_idp_2024_mesures_qualite_globale,1030,543094.0,401261.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1023,543300.0,399700.0,1574.534,distant
staging.raw_idp_2024_mesures_qualite_globale,1031,543094.0,401261.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1023,543300.0,399700.0,1574.534,distant
staging.raw_idp_2024_mesures_qualite_globale,1032,543094.0,401261.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1023,543300.0,399700.0,1574.534,distant
staging.raw_idp_2024_mesures_qualite_globale,1033,543094.0,401261.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1023,543300.0,399700.0,1574.534,distant
staging.raw_idp_2024_mesures_qualite_globale,1034,543094.0,401261.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1023,543300.0,399700.0,1574.534,distant
staging.raw_idp_2024_mesures_qualite_globale,1035,543094.0,401261.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1023,543300.0,399700.0,1574.534,distant
staging.raw_idp_2024_mesures_qualite_globale,1036,543094.0,401261.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1023,543300.0,399700.0,1574.534,distant
staging.raw_idp_2024_mesures_qualite_globale,1037,543094.0,401261.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1023,543300.0,399700.0,1574.534,distant
staging.raw_idp_2024_mesures_qualite_globale,1038,543094.0,401261.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1023,543300.0,399700.0,1574.534,distant
staging.raw_idp_2024_mesures_qualite_globale,1039,543094.0,401261.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1023,543300.0,399700.0,1574.534,distant
staging.raw_idp_2024_mesures_qualite_globale,104,411388.0,436987.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1292,411255.0,436360.0,640.951,distant
staging.raw_idp_2024_mesures_qualite_globale,1040,543094.0,401261.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1023,543300.0,399700.0,1574.534,distant
staging.raw_idp_2024_mesures_qualite_globale,1041,543094.0,401261.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1023,543300.0,399700.0,1574.534,distant
staging.raw_idp_2024_mesures_qualite_globale,1042,543094.0,401261.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1023,543300.0,399700.0,1574.534,distant
staging.raw_idp_2024_mesures_qualite_globale,1043,544486.0,387178.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,2030,543750.0,387094.0,740.778,distant
staging.raw_idp_2024_mesures_qualite_globale,1044,544486.0,387178.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,2030,543750.0,387094.0,740.778,distant
staging.raw_idp_2024_mesures_qualite_globale,1045,544486.0,387178.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,2030,543750.0,387094.0,740.778,distant
staging.raw_idp_2024_mesures_qualite_globale,1046,544486.0,387178.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,2030,543750.0,387094.0,740.778,distant
staging.raw_idp_2024_mesures_qualite_globale,1047,544486.0,387178.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,2030,543750.0,387094.0,740.778,distant
staging.raw_idp_2024_mesures_qualite_globale,1048,544486.0,387178.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,2030,543750.0,387094.0,740.778,distant
staging.raw_idp_2024_mesures_qualite_globale,1049,544486.0,387178.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,2030,543750.0,387094.0,740.778,distant
staging.raw_idp_2024_mesures_qualite_globale,105,411388.0,436987.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1292,411255.0,436360.0,640.951,distant
staging.raw_idp_2024_mesures_qualite_globale,1050,544486.0,387178.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,2030,543750.0,387094.0,740.778,distant
staging.raw_idp_2024_mesures_qualite_globale,1051,544486.0,387178.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,2030,543750.0,387094.0,740.778,distant
staging.raw_idp_2024_mesures_qualite_globale,1052,544486.0,387178.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,2030,543750.0,387094.0,740.778,distant
staging.raw_idp_2024_mesures_qualite_globale,1053,544486.0,387178.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,2030,543750.0,387094.0,740.778,distant
staging.raw_idp_2024_mesures_qualite_globale,1054,544486.0,387178.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,2030,543750.0,387094.0,740.778,distant
staging.raw_idp_2024_mesures_qualite_globale,1055,544486.0,387178.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,2030,543750.0,387094.0,740.778,distant
staging.raw_idp_2024_mesures_qualite_globale,1056,544486.0,387178.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,2030,543750.0,387094.0,740.778,distant
staging.raw_idp_2024_mesures_qualite_globale,1057,544486.0,387178.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,2030,543750.0,387094.0,740.778,distant
staging.raw_idp_2024_mesures_qualite_globale,1058,544486.0,387178.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,2030,543750.0,387094.0,740.778,distant
staging.raw_idp_2024_mesures_qualite_globale,1059,544486.0,387178.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,2030,543750.0,387094.0,740.778,distant
staging.raw_idp_2024_mesures_qualite_globale,106,411388.0,436987.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1292,411255.0,436360.0,640.951,distant
staging.raw_idp_2024_mesures_qualite_globale,1060,544486.0,387178.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,2030,543750.0,387094.0,740.778,distant
staging.raw_idp_2024_mesures_qualite_globale,1061,544486.0,387178.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,2030,543750.0,387094.0,740.778,distant
staging.raw_idp_2024_mesures_qualite_globale,1062,544486.0,387178.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,2030,543750.0,387094.0,740.778,distant
staging.raw_idp_2024_mesures_qualite_globale,1063,544486.0,387178.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,2030,543750.0,387094.0,740.778,distant
staging.raw_idp_2024_mesures_qualite_globale,1064,544486.0,387178.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,2030,543750.0,387094.0,740.778,distant
staging.raw_idp_2024_mesures_qualite_globale,1065,544486.0,387178.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,2030,543750.0,387094.0,740.778,distant
staging.raw_idp_2024_mesures_qualite_globale,1066,544486.0,387178.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,2030,543750.0,387094.0,740.778,distant
staging.raw_idp_2024_mesures_qualite_globale,1067,544486.0,387178.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,2030,543750.0,387094.0,740.778,distant
staging.raw_idp_2024_mesures_qualite_globale,1068,544486.0,387178.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,2030,543750.0,387094.0,740.778,distant
staging.raw_idp_2024_mesures_qualite_globale,1069,544486.0,387178.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,2030,543750.0,387094.0,740.778,distant
staging.raw_idp_2024_mesures_qualite_globale,107,411388.0,436987.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1292,411255.0,436360.0,640.951,distant
staging.raw_idp_2024_mesures_qualite_globale,1070,544486.0,387178.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,2030,543750.0,387094.0,740.778,distant
staging.raw_idp_2024_mesures_qualite_globale,1071,544486.0,387178.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,2030,543750.0,387094.0,740.778,distant
staging.raw_idp_2024_mesures_qualite_globale,1072,544486.0,387178.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,2030,543750.0,387094.0,740.778,distant
staging.raw_idp_2024_mesures_qualite_globale,1073,544486.0,387178.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,2030,543750.0,387094.0,740.778,distant
staging.raw_idp_2024_mesures_qualite_globale,1074,544486.0,387178.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,2030,543750.0,387094.0,740.778,distant
staging.raw_idp_2024_mesures_qualite_globale,1075,544486.0,387178.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,2030,543750.0,387094.0,740.778,distant
staging.raw_idp_2024_mesures_qualite_globale,1076,544486.0,387178.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,2030,543750.0,387094.0,740.778,distant
staging.raw_idp_2024_mesures_qualite_globale,1077,544486.0,387178.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,2030,543750.0,387094.0,740.778,distant
staging.raw_idp_2024_mesures_qualite_globale,1078,544486.0,387178.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,2030,543750.0,387094.0,740.778,distant
staging.raw_idp_2024_mesures_qualite_globale,1079,544486.0,387178.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,2030,543750.0,387094.0,740.778,distant
staging.raw_idp_2024_mesures_qualite_globale,108,411388.0,436987.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1292,411255.0,436360.0,640.951,distant
staging.raw_idp_2024_mesures_qualite_globale,1080,544486.0,387178.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,2030,543750.0,387094.0,740.778,distant
staging.raw_idp_2024_mesures_qualite_globale,1081,544486.0,387178.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,2030,543750.0,387094.0,740.778,distant
staging.raw_idp_2024_mesures_qualite_globale,1082,544486.0,387178.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,2030,543750.0,387094.0,740.778,distant
staging.raw_idp_2024_mesures_qualite_globale,1083,544486.0,387178.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,2030,543750.0,387094.0,740.778,distant
staging.raw_idp_2024_mesures_qualite_globale,1084,485741.0,430051.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,619,473637.0,426830.0,12525.241,distant
staging.raw_idp_2024_mesures_qualite_globale,1085,485741.0,430051.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,619,473637.0,426830.0,12525.241,distant
staging.raw_idp_2024_mesures_qualite_globale,1086,485741.0,430051.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,619,473637.0,426830.0,12525.241,distant
staging.raw_idp_2024_mesures_qualite_globale,1087,485741.0,430051.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,619,473637.0,426830.0,12525.241,distant
staging.raw_idp_2024_mesures_qualite_globale,1088,485741.0,430051.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,619,473637.0,426830.0,12525.241,distant
staging.raw_idp_2024_mesures_qualite_globale,1089,485741.0,430051.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,619,473637.0,426830.0,12525.241,distant
staging.raw_idp_2024_mesures_qualite_globale,109,411388.0,436987.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1292,411255.0,436360.0,640.951,distant
staging.raw_idp_2024_mesures_qualite_globale,1090,485741.0,430051.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,619,473637.0,426830.0,12525.241,distant
staging.raw_idp_2024_mesures_qualite_globale,1091,485741.0,430051.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,619,473637.0,426830.0,12525.241,distant
staging.raw_idp_2024_mesures_qualite_globale,1092,485741.0,430051.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,619,473637.0,426830.0,12525.241,distant
staging.raw_idp_2024_mesures_qualite_globale,1093,485741.0,430051.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,619,473637.0,426830.0,12525.241,distant
staging.raw_idp_2024_mesures_qualite_globale,1094,485741.0,430051.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,619,473637.0,426830.0,12525.241,distant
staging.raw_idp_2024_mesures_qualite_globale,1095,485741.0,430051.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,619,473637.0,426830.0,12525.241,distant
staging.raw_idp_2024_mesures_qualite_globale,1096,485741.0,430051.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,619,473637.0,426830.0,12525.241,distant
staging.raw_idp_2024_mesures_qualite_globale,1097,485741.0,430051.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,619,473637.0,426830.0,12525.241,distant
staging.raw_idp_2024_mesures_qualite_globale,1098,485741.0,430051.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,619,473637.0,426830.0,12525.241,distant
staging.raw_idp_2024_mesures_qualite_globale,1099,485741.0,430051.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,619,473637.0,426830.0,12525.241,distant
staging.raw_idp_2024_mesures_qualite_globale,11,404650.0,423453.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1000,396617.0,425212.0,8223.331,distant
staging.raw_idp_2024_mesures_qualite_globale,110,411388.0,436987.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1292,411255.0,436360.0,640.951,distant
staging.raw_idp_2024_mesures_qualite_globale,1100,485741.0,430051.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,619,473637.0,426830.0,12525.241,distant
staging.raw_idp_2024_mesures_qualite_globale,1101,485741.0,430051.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,619,473637.0,426830.0,12525.241,distant
staging.raw_idp_2024_mesures_qualite_globale,1102,485741.0,430051.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,619,473637.0,426830.0,12525.241,distant
staging.raw_idp_2024_mesures_qualite_globale,1103,485741.0,430051.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,619,473637.0,426830.0,12525.241,distant
staging.raw_idp_2024_mesures_qualite_globale,1104,485741.0,430051.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,619,473637.0,426830.0,12525.241,distant
staging.raw_idp_2024_mesures_qualite_globale,1105,485741.0,430051.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,619,473637.0,426830.0,12525.241,distant
staging.raw_idp_2024_mesures_qualite_globale,1106,485741.0,430051.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,619,473637.0,426830.0,12525.241,distant
staging.raw_idp_2024_mesures_qualite_globale,1107,485741.0,430051.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,619,473637.0,426830.0,12525.241,distant
staging.raw_idp_2024_mesures_qualite_globale,1108,485741.0,430051.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,619,473637.0,426830.0,12525.241,distant
staging.raw_idp_2024_mesures_qualite_globale,1109,485741.0,430051.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,619,473637.0,426830.0,12525.241,distant
staging.raw_idp_2024_mesures_qualite_globale,111,411388.0,436987.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1292,411255.0,436360.0,640.951,distant
staging.raw_idp_2024_mesures_qualite_globale,1110,485741.0,430051.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,619,473637.0,426830.0,12525.241,distant
staging.raw_idp_2024_mesures_qualite_globale,1111,485741.0,430051.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,619,473637.0,426830.0,12525.241,distant
staging.raw_idp_2024_mesures_qualite_globale,1112,485741.0,430051.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,619,473637.0,426830.0,12525.241,distant
staging.raw_idp_2024_mesures_qualite_globale,1113,485741.0,430051.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,619,473637.0,426830.0,12525.241,distant
staging.raw_idp_2024_mesures_qualite_globale,1114,485741.0,430051.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,619,473637.0,426830.0,12525.241,distant
staging.raw_idp_2024_mesures_qualite_globale,1115,485741.0,430051.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,619,473637.0,426830.0,12525.241,distant
staging.raw_idp_2024_mesures_qualite_globale,1116,485741.0,430051.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,619,473637.0,426830.0,12525.241,distant
staging.raw_idp_2024_mesures_qualite_globale,1117,485741.0,430051.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,619,473637.0,426830.0,12525.241,distant
staging.raw_idp_2024_mesures_qualite_globale,1118,485741.0,430051.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,619,473637.0,426830.0,12525.241,distant
staging.raw_idp_2024_mesures_qualite_globale,1119,485741.0,430051.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,619,473637.0,426830.0,12525.241,distant
staging.raw_idp_2024_mesures_qualite_globale,112,411388.0,436987.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1292,411255.0,436360.0,640.951,distant
staging.raw_idp_2024_mesures_qualite_globale,1120,485741.0,430051.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,619,473637.0,426830.0,12525.241,distant
staging.raw_idp_2024_mesures_qualite_globale,1121,485741.0,430051.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,619,473637.0,426830.0,12525.241,distant
staging.raw_idp_2024_mesures_qualite_globale,1122,485741.0,430051.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,619,473637.0,426830.0,12525.241,distant
staging.raw_idp_2024_mesures_qualite_globale,1123,485741.0,430051.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,619,473637.0,426830.0,12525.241,distant
staging.raw_idp_2024_mesures_qualite_globale,1124,485741.0,430051.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,619,473637.0,426830.0,12525.241,distant
staging.raw_idp_2024_mesures_qualite_globale,1125,514759.0,421189.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1388,519684.0,418218.0,5751.736,distant
staging.raw_idp_2024_mesures_qualite_globale,1126,514759.0,421189.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1388,519684.0,418218.0,5751.736,distant
staging.raw_idp_2024_mesures_qualite_globale,1127,514759.0,421189.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1388,519684.0,418218.0,5751.736,distant
staging.raw_idp_2024_mesures_qualite_globale,1128,514759.0,421189.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1388,519684.0,418218.0,5751.736,distant
staging.raw_idp_2024_mesures_qualite_globale,1129,514759.0,421189.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1388,519684.0,418218.0,5751.736,distant
staging.raw_idp_2024_mesures_qualite_globale,113,411388.0,436987.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1292,411255.0,436360.0,640.951,distant
staging.raw_idp_2024_mesures_qualite_globale,1130,514759.0,421189.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1388,519684.0,418218.0,5751.736,distant
staging.raw_idp_2024_mesures_qualite_globale,1131,514759.0,421189.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1388,519684.0,418218.0,5751.736,distant
staging.raw_idp_2024_mesures_qualite_globale,1132,514759.0,421189.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1388,519684.0,418218.0,5751.736,distant
staging.raw_idp_2024_mesures_qualite_globale,1133,514759.0,421189.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1388,519684.0,418218.0,5751.736,distant
staging.raw_idp_2024_mesures_qualite_globale,1134,514759.0,421189.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1388,519684.0,418218.0,5751.736,distant
staging.raw_idp_2024_mesures_qualite_globale,1135,514759.0,421189.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1388,519684.0,418218.0,5751.736,distant
staging.raw_idp_2024_mesures_qualite_globale,1136,514759.0,421189.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1388,519684.0,418218.0,5751.736,distant
staging.raw_idp_2024_mesures_qualite_globale,1137,514759.0,421189.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1388,519684.0,418218.0,5751.736,distant
staging.raw_idp_2024_mesures_qualite_globale,1138,514759.0,421189.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1388,519684.0,418218.0,5751.736,distant
staging.raw_idp_2024_mesures_qualite_globale,1139,514759.0,421189.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1388,519684.0,418218.0,5751.736,distant
staging.raw_idp_2024_mesures_qualite_globale,114,411388.0,436987.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1292,411255.0,436360.0,640.951,distant
staging.raw_idp_2024_mesures_qualite_globale,1140,514759.0,421189.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1388,519684.0,418218.0,5751.736,distant
staging.raw_idp_2024_mesures_qualite_globale,1141,514759.0,421189.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1388,519684.0,418218.0,5751.736,distant
staging.raw_idp_2024_mesures_qualite_globale,1142,514759.0,421189.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1388,519684.0,418218.0,5751.736,distant
staging.raw_idp_2024_mesures_qualite_globale,1143,514759.0,421189.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1388,519684.0,418218.0,5751.736,distant
staging.raw_idp_2024_mesures_qualite_globale,1144,514759.0,421189.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1388,519684.0,418218.0,5751.736,distant
staging.raw_idp_2024_mesures_qualite_globale,1145,514759.0,421189.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1388,519684.0,418218.0,5751.736,distant
staging.raw_idp_2024_mesures_qualite_globale,1146,514759.0,421189.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1388,519684.0,418218.0,5751.736,distant
staging.raw_idp_2024_mesures_qualite_globale,1147,514759.0,421189.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1388,519684.0,418218.0,5751.736,distant
staging.raw_idp_2024_mesures_qualite_globale,1148,514759.0,421189.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1388,519684.0,418218.0,5751.736,distant
staging.raw_idp_2024_mesures_qualite_globale,1149,514759.0,421189.0,staging.raw_idp_2024_mesures_qualite_marche_cadre,1388,519684.0,418218.0,5751.736,distant
